Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
ATL,11-5,1,25.1%,1,24.9%,1,51.1%,4,2.4%
NE,14-2,2,21.2%,2,23.1%,2,48.4%,10,-2.1%
DAL,13-3,3,20.2%,4,19.3%,3,41.7%,2,7.3%
GB,10-6,4,16.6%,3,22.3%,4,36.2%,17,-8.5%
WAS,8-7-1,5,15.5%,5,19.1%,5,35.3%,5,1.8%
NO,7-9,6,15.2%,7,13.6%,7,31.6%,3,5.1%
OAK,12-4,7,12.8%,10,7.2%,6,34.7%,7,-0.8%
PIT,11-5,8,12.7%,6,13.9%,8,30.3%,6,1.0%
TEN,9-7,9,10.8%,8,12.7%,9,30.2%,9,-1.4%
BUF,7-9,10,10.5%,9,10.2%,17,14.6%,1,11.7%
CIN,6-9-1,11,7.3%,11,5.8%,10,23.3%,12,-4.0%
IND,8-8,12,3.3%,13,5.0%,15,16.9%,15,-6.6%
KC,12-4,13,3.1%,12,5.8%,12,22.2%,20,-10.5%
MIA,10-6,14,1.5%,14,3.4%,16,16.5%,16,-7.9%
DET,9-7,15,-0.7%,19,-3.7%,13,18.5%,28,-23.9%
SEA,10-5-1,16,-2.5%,17,-2.8%,14,16.9%,25,-16.7%
CHI,3-13,17,-2.8%,16,-1.7%,21,7.7%,13,-4.9%
SD,5-11,18,-3.3%,24,-9.0%,18,13.5%,23,-14.7%
TB,9-7,19,-3.9%,18,-3.5%,11,22.4%,30,-27.4%
PHI,7-9,20,-5.2%,21,-6.9%,23,4.4%,11,-3.3%
NYG,11-5,21,-5.7%,22,-6.9%,22,5.4%,24,-16.5%
ARI,7-8-1,22,-6.2%,20,-4.7%,28,-4.2%,8,-1.0%
BAL,8-8,23,-7.2%,15,-0.2%,27,0.4%,19,-10.2%
SF,2-14,24,-7.3%,23,-7.0%,26,1.3%,18,-10.1%
CAR,6-10,25,-8.3%,27,-12.8%,25,1.6%,21,-10.5%
MIN,8-8,26,-9.7%,26,-11.2%,19,9.4%,29,-25.0%
JAX,3-13,27,-11.5%,25,-10.9%,20,8.1%,32,-34.0%
DEN,9-7,28,-12.0%,29,-17.0%,24,3.3%,26,-22.9%
CLE,1-15,29,-13.6%,28,-14.8%,29,-8.8%,14,-5.2%
HOU,9-7,30,-21.1%,30,-19.8%,30,-16.5%,27,-23.0%
NYJ,5-11,31,-22.3%,31,-27.5%,31,-24.0%,22,-10.6%
LAR,4-12,32,-38.1%,32,-46.4%,32,-36.3%,31,-29.6%
