Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,5-1,1,23.4%,1,24.1%,2,46.2%,2,12.4%
ATL,4-3,2,20.9%,2,21.2%,3,42.9%,4,3.1%
NE,6-1,3,19.7%,3,19.8%,1,58.0%,18,-10.6%
NO,2-4,4,13.3%,4,13.4%,4,34.9%,12,-5.9%
OAK,5-2,5,13.3%,5,12.7%,5,33.9%,7,0.4%
CIN,3-4,6,11.9%,6,12.2%,6,33.7%,10,-5.1%
PIT,4-3,7,11.1%,8,11.1%,8,28.2%,14,-6.6%
BUF,4-3,8,10.9%,7,11.3%,11,23.0%,6,0.5%
GB,4-2,9,4.4%,9,4.7%,9,24.7%,27,-23.9%
TEN,3-4,10,4.3%,10,4.5%,15,19.7%,9,-3.4%
SD,3-4,11,3.9%,13,3.2%,10,24.3%,21,-14.5%
DET,4-3,12,3.6%,12,3.2%,7,30.7%,30,-26.3%
WAS,4-3,13,3.0%,11,3.3%,17,18.5%,8,-2.1%
IND,3-4,14,1.8%,14,1.6%,14,19.7%,17,-9.0%
CAR,1-5,15,0.2%,15,-0.1%,23,6.5%,3,7.1%
KC,4-2,16,-0.3%,16,-0.3%,16,19.4%,23,-16.1%
MIA,3-4,17,-0.7%,17,-0.6%,27,-5.3%,1,12.6%
DEN,5-2,18,-1.0%,18,-0.9%,20,10.8%,16,-8.0%
NYG,4-3,19,-2.4%,20,-2.3%,22,7.3%,22,-15.0%
SEA,4-1-1,20,-2.7%,19,-2.2%,13,21.3%,28,-24.5%
CHI,1-6,21,-4.0%,21,-3.6%,21,10.6%,20,-12.8%
TB,3-3,22,-4.6%,22,-4.6%,19,15.0%,24,-18.6%
PHI,4-2,23,-4.9%,23,-5.2%,18,16.2%,19,-12.1%
MIN,5-1,24,-5.4%,24,-5.2%,12,21.4%,29,-25.2%
ARI,3-3-1,25,-6.7%,25,-7.2%,28,-5.5%,5,1.7%
CLE,0-7,26,-8.8%,26,-8.9%,24,2.5%,13,-6.5%
SF,1-6,27,-11.4%,27,-11.4%,30,-13.0%,11,-5.3%
JAX,2-4,28,-16.0%,28,-16.2%,25,-4.2%,32,-30.0%
NYJ,2-5,29,-16.4%,29,-17.4%,31,-15.2%,15,-7.8%
BAL,3-4,30,-18.9%,30,-18.9%,29,-10.3%,25,-19.8%
LAR,3-4,31,-20.2%,31,-19.8%,26,-5.1%,31,-28.4%
HOU,4-3,32,-21.7%,32,-21.6%,32,-20.6%,26,-20.4%
