Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
ATL,10-5,1,24.8%,1,25.1%,1,49.4%,6,3.2%
DAL,13-2,2,22.9%,2,24.4%,2,46.2%,2,9.1%
NE,13-2,3,19.3%,5,20.5%,3,45.8%,10,-3.4%
WAS,8-6-1,4,17.4%,3,22.3%,4,37.9%,5,3.4%
NO,7-8,5,16.7%,8,16.6%,7,34.9%,4,4.4%
GB,9-6,6,16.4%,4,21.2%,6,35.9%,21,-11.6%
PIT,10-5,7,15.7%,6,17.9%,9,32.1%,3,5.6%
OAK,12-3,8,15.7%,10,12.3%,5,37.0%,7,2.2%
BUF,7-8,9,15.0%,7,17.5%,11,20.6%,1,15.1%
TEN,8-7,10,12.3%,9,15.3%,8,32.8%,9,-1.6%
CIN,5-9-1,11,4.0%,14,0.8%,12,20.6%,18,-8.8%
IND,7-8,12,2.9%,12,3.4%,16,16.8%,13,-6.7%
KC,11-4,13,2.1%,13,3.3%,13,19.8%,19,-9.7%
MIA,10-5,14,1.8%,11,5.0%,17,15.6%,14,-7.0%
CHI,3-12,15,-0.7%,15,0.1%,19,10.4%,12,-4.5%
DET,9-6,16,-1.5%,19,-5.1%,15,17.7%,29,-24.9%
SEA,9-5-1,17,-2.3%,17,-2.2%,14,18.0%,25,-17.1%
TB,8-7,18,-3.1%,18,-2.4%,10,24.7%,31,-28.2%
SD,5-10,19,-4.8%,25,-11.4%,18,12.1%,24,-16.3%
NYG,10-5,20,-5.1%,20,-5.8%,22,5.8%,23,-16.0%
BAL,8-7,21,-6.6%,16,0.0%,23,2.8%,22,-11.6%
PHI,6-9,22,-6.7%,23,-8.1%,24,2.7%,11,-3.9%
ARI,6-8-1,23,-6.9%,21,-6.9%,28,-5.3%,8,-0.6%
SF,2-13,24,-7.3%,22,-7.1%,27,0.1%,16,-8.4%
CAR,6-9,25,-8.1%,26,-12.2%,25,1.8%,20,-9.9%
MIN,7-8,26,-11.5%,27,-13.8%,21,6.2%,28,-24.6%
JAX,3-12,27,-11.7%,24,-11.0%,20,8.9%,32,-36.0%
DEN,8-7,28,-12.0%,29,-16.9%,26,1.4%,26,-19.9%
CLE,1-14,29,-14.3%,28,-16.1%,29,-7.9%,17,-8.5%
HOU,9-6,30,-20.6%,30,-19.1%,30,-16.5%,27,-22.2%
NYJ,4-11,31,-23.0%,31,-28.0%,31,-27.6%,15,-7.2%
LAR,4-11,32,-33.7%,32,-37.2%,32,-30.9%,30,-26.6%
