Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,10-1,1,27.6%,1,29.6%,1,55.4%,1,10.3%
ATL,7-4,2,26.2%,2,26.5%,3,48.1%,3,5.1%
NE,9-2,3,20.5%,3,23.0%,2,52.1%,14,-7.2%
OAK,9-2,4,18.0%,6,17.4%,4,41.2%,4,2.2%
NO,5-6,5,18.0%,4,18.7%,5,40.3%,5,-0.4%
WAS,6-4-1,6,15.0%,5,18.0%,6,38.5%,8,-2.6%
BUF,6-5,7,10.7%,8,11.1%,13,18.8%,2,6.6%
TEN,6-6,8,10.3%,7,12.8%,7,35.5%,13,-7.1%
PIT,6-5,9,10.2%,9,9.1%,9,28.6%,10,-4.7%
GB,5-6,10,6.7%,10,6.8%,10,26.6%,27,-24.5%
SEA,7-3-1,11,2.8%,12,4.3%,12,24.6%,22,-15.4%
CIN,3-7-1,12,2.4%,13,1.3%,14,17.3%,15,-7.7%
MIA,7-4,13,1.8%,11,6.2%,20,7.4%,6,-0.4%
DET,7-4,14,0.0%,14,0.3%,11,25.1%,31,-31.5%
KC,8-3,15,-1.9%,16,-1.3%,16,14.6%,20,-13.7%
SD,5-6,17,-2.2%,20,-4.3%,15,15.8%,21,-13.9%
NYG,8-3,18,-2.6%,17,-2.5%,17,9.3%,23,-15.6%
CAR,4-7,19,-3.0%,18,-3.0%,19,8.5%,12,-6.2%
SF,1-10,20,-5.2%,19,-4.1%,22,5.6%,19,-12.1%
TB,6-5,20,-5.2%,19,-4.1%,22,5.6%,19,-12.1%
IND,5-6,21,-5.8%,21,-7.0%,23,4.6%,16,-9.0%
PHI,5-6,22,-6.3%,22,-7.6%,24,3.3%,9,-2.7%
CHI,2-9,23,-8.0%,23,-8.5%,26,1.2%,17,-10.1%
DEN,7-4,24,-8.2%,24,-10.0%,21,5.7%,24,-16.4%
MIN,6-5,25,-10.6%,27,-12.5%,18,9.0%,28,-25.3%
ARI,4-6-1,26,-12.1%,25,-12.1%,29,-10.7%,11,-5.2%
NYJ,3-8,27,-12.9%,26,-12.3%,31,-13.1%,7,-2.5%
JAX,2-9,28,-15.1%,28,-14.9%,25,1.9%,32,-38.4%
CLE,0-12,29,-16.0%,30,-17.4%,27,-7.9%,18,-11.8%
BAL,6-5,30,-17.9%,29,-17.0%,28,-8.4%,26,-23.7%
HOU,6-5,31,-21.4%,31,-19.6%,32,-17.7%,25,-22.3%
LAR,4-7,32,-23.7%,32,-23.0%,30,-11.7%,29,-27.6%
