Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
OAK,1-1,1,37.5%,1,37.5%,1,54.3%,1,31.2%
SD,1-1,2,27.0%,2,27.0%,4,44.8%,2,18.5%
DET,1-1,3,25.9%,3,25.9%,5,39.7%,6,7.1%
ATL,1-1,4,18.4%,4,18.4%,2,51.7%,13,-11.3%
NYJ,1-1,5,17.0%,5,17.0%,9,33.9%,5,7.3%
PIT,2-0,6,16.4%,6,16.4%,13,27.5%,7,6.3%
NO,0-2,7,15.3%,7,15.3%,8,35.4%,16,-14.4%
ARI,1-1,8,13.6%,8,13.6%,16,25.0%,10,-4.0%
PHI,2-0,9,12.2%,9,12.2%,6,39.6%,11,-5.1%
IND,0-2,10,11.5%,10,11.5%,14,26.3%,12,-6.3%
CAR,1-1,11,9.8%,11,9.8%,17,24.2%,4,7.6%
NE,2-0,12,7.5%,12,7.5%,3,45.3%,21,-27.2%
CIN,1-1,13,7.3%,13,7.3%,11,31.0%,24,-31.7%
DAL,1-1,14,5.3%,14,5.3%,10,31.9%,14,-13.2%
DEN,2-0,15,3.8%,15,3.8%,19,11.2%,9,-0.5%
NYG,2-0,16,-0.3%,16,-0.3%,15,25.5%,23,-31.3%
TEN,1-1,17,-2.8%,17,-2.8%,18,23.4%,26,-34.6%
BUF,0-2,18,-6.0%,18,-6.0%,7,36.0%,31,-48.9%
BAL,2-0,19,-6.6%,19,-6.6%,20,10.5%,17,-19.0%
WAS,0-2,20,-7.1%,20,-7.1%,24,3.4%,3,15.3%
MIA,0-2,21,-7.7%,21,-7.7%,21,9.7%,30,-43.0%
KC,1-1,22,-8.5%,22,-8.5%,26,-3.9%,8,4.3%
SF,1-1,23,-8.9%,23,-8.9%,23,7.1%,20,-25.1%
TB,1-1,24,-14.2%,24,-14.2%,27,-5.9%,18,-21.9%
MIN,2-0,25,-15.5%,25,-15.5%,12,28.3%,32,-55.4%
GB,1-1,26,-16.2%,26,-16.2%,25,-0.2%,25,-34.5%
SEA,1-1,27,-18.2%,27,-18.2%,22,8.8%,29,-42.8%
JAX,0-2,28,-20.1%,28,-20.1%,28,-6.4%,22,-29.3%
CLE,0-2,29,-23.8%,29,-23.8%,30,-22.6%,15,-14.4%
HOU,2-0,30,-27.9%,30,-27.9%,29,-15.6%,27,-40.1%
CHI,0-2,31,-32.2%,31,-32.2%,31,-32.3%,19,-23.0%
LAR,1-1,32,-43.7%,32,-43.7%,32,-45.0%,28,-42.1%
