Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
ATL,6-4,1,24.8%,1,25.2%,3,48.2%,5,2.3%
DAL,8-1,2,22.9%,2,23.7%,2,50.5%,3,7.6%
OAK,7-2,3,19.9%,4,19.0%,4,41.0%,1,9.0%
NE,7-2,4,18.8%,3,19.6%,1,55.6%,17,-10.1%
NO,4-5,5,17.3%,5,17.8%,5,40.9%,11,-4.3%
BUF,4-5,6,15.1%,6,16.0%,12,24.8%,2,8.2%
PIT,4-5,7,13.1%,8,13.8%,7,35.9%,19,-11.6%
TEN,5-5,8,12.5%,7,15.4%,6,37.3%,10,-3.4%
CIN,3-5-1,9,10.0%,10,10.4%,10,29.7%,14,-5.2%
WAS,5-3-1,10,9.9%,9,12.0%,8,30.4%,6,-1.8%
SEA,6-2-1,11,4.6%,11,6.3%,9,30.3%,24,-18.9%
DET,5-4,12,3.4%,12,3.2%,11,28.7%,27,-26.1%
GB,4-5,13,1.2%,14,0.8%,14,18.1%,26,-24.8%
CAR,3-6,14,-0.1%,15,0.2%,17,12.3%,7,-2.3%
MIA,5-4,15,-0.6%,13,1.5%,24,-0.8%,4,5.1%
IND,4-5,16,-1.1%,16,-1.2%,18,9.5%,8,-3.2%
NYG,6-3,17,-2.6%,17,-2.5%,20,7.4%,20,-13.9%
SD,4-6,18,-2.9%,19,-4.8%,16,15.1%,21,-14.8%
TB,4-5,19,-4.6%,18,-4.7%,13,23.8%,31,-32.2%
PHI,5-4,20,-7.5%,24,-9.2%,22,3.7%,13,-4.9%
CHI,2-7,21,-7.9%,20,-7.6%,23,2.1%,16,-9.2%
KC,7-2,22,-8.1%,23,-8.6%,19,8.7%,22,-17.8%
MIN,5-4,23,-8.2%,22,-8.3%,15,16.7%,30,-30.1%
SF,1-8,24,-8.2%,21,-7.7%,26,-1.6%,18,-11.5%
CLE,0-10,25,-10.4%,27,-11.6%,27,-5.0%,12,-4.4%
ARI,4-4-1,26,-10.9%,26,-11.1%,28,-6.8%,15,-7.1%
JAX,2-7,27,-11.3%,25,-11.0%,21,5.9%,32,-41.2%
DEN,7-3,28,-11.6%,28,-12.6%,25,-0.9%,23,-18.1%
NYJ,3-7,29,-15.5%,29,-15.8%,31,-16.4%,9,-3.3%
LAR,4-5,30,-20.8%,30,-19.6%,29,-8.1%,29,-28.8%
HOU,6-3,31,-22.1%,31,-20.8%,32,-22.3%,25,-19.3%
BAL,5-4,32,-22.7%,32,-22.3%,30,-12.9%,28,-28.2%
