Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,9-1,1,25.5%,1,27.0%,2,55.4%,2,6.7%
ATL,6-4,2,24.1%,2,23.5%,3,47.1%,5,2.3%
NE,8-2,3,21.4%,3,23.2%,1,58.3%,18,-8.9%
OAK,8-2,4,18.5%,4,17.7%,4,41.9%,3,4.3%
NO,4-6,5,15.5%,6,15.8%,5,37.7%,9,-3.1%
WAS,6-3-1,6,14.2%,5,16.5%,6,36.9%,6,0.2%
BUF,5-5,7,11.2%,9,11.1%,14,17.1%,1,9.4%
TEN,5-6,8,9.3%,7,12.0%,8,33.1%,13,-6.5%
SEA,7-2-1,9,9.1%,8,11.3%,7,36.2%,22,-14.6%
PIT,5-5,10,8.7%,10,7.8%,10,27.5%,15,-7.2%
CIN,3-6-1,11,5.8%,11,5.8%,12,23.6%,14,-6.6%
GB,4-6,12,2.3%,13,1.7%,13,20.7%,27,-26.6%
MIA,6-4,13,0.9%,12,3.7%,23,2.2%,4,4.3%
DET,6-4,14,-0.3%,14,0.1%,11,26.7%,30,-32.2%
IND,5-5,15,-1.6%,15,-1.6%,19,10.0%,11,-4.9%
NYG,7-3,16,-2.0%,17,-2.3%,20,8.4%,21,-14.1%
CAR,4-6,17,-2.1%,16,-2.0%,18,11.0%,12,-6.3%
SD,4-6,18,-2.2%,20,-3.8%,15,15.9%,20,-14.0%
TB,5-5,19,-3.4%,18,-2.4%,9,27.6%,31,-33.8%
KC,7-3,20,-3.7%,19,-3.0%,17,13.4%,23,-15.0%
CHI,2-8,21,-6.4%,21,-6.3%,22,3.7%,17,-8.8%
PHI,5-5,22,-6.4%,22,-8.2%,21,4.5%,10,-3.8%
MIN,6-4,23,-8.6%,24,-9.5%,16,15.3%,29,-28.0%
SF,1-9,24,-8.6%,23,-8.2%,26,-0.4%,19,-12.6%
DEN,7-3,25,-10.1%,26,-12.2%,25,0.4%,24,-16.4%
ARI,4-5-1,26,-10.3%,25,-10.1%,28,-8.8%,8,-2.9%
NYJ,3-7,27,-14.4%,27,-13.7%,31,-15.0%,7,-2.7%
CLE,0-11,28,-15.3%,29,-17.4%,30,-10.2%,16,-7.6%
JAX,2-8,29,-16.3%,28,-16.4%,24,0.6%,32,-42.9%
BAL,5-5,30,-17.9%,30,-17.5%,29,-9.0%,26,-21.9%
LAR,4-6,31,-20.8%,32,-20.6%,27,-8.2%,28,-26.6%
HOU,6-4,32,-21.2%,31,-19.7%,32,-19.1%,25,-20.1%
