Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
ATL,5-3,1,23.6%,1,24.9%,2,46.5%,5,1.9%
DAL,6-1,2,21.9%,2,22.6%,3,44.6%,2,9.8%
NE,7-1,3,19.5%,3,20.3%,1,58.5%,20,-13.4%
OAK,6-2,4,15.3%,4,14.7%,4,37.9%,6,0.7%
NO,3-4,5,12.6%,6,12.5%,5,36.8%,17,-9.8%
CIN,3-4-1,6,12.6%,5,12.8%,6,33.9%,12,-5.1%
PIT,4-3,7,11.3%,7,11.0%,9,28.6%,14,-6.9%
BUF,4-4,8,9.7%,8,10.8%,13,18.1%,4,2.8%
TEN,4-4,9,8.1%,9,8.9%,8,29.6%,8,-3.1%
WAS,4-3-1,10,5.1%,10,6.3%,10,24.3%,11,-4.7%
DET,4-4,11,5.1%,11,3.6%,7,31.5%,29,-26.4%
GB,4-3,12,3.3%,13,2.9%,11,23.3%,30,-27.5%
CHI,2-6,13,2.1%,12,3.2%,15,17.7%,15,-7.4%
CAR,2-5,14,1.4%,14,1.1%,21,10.7%,3,4.8%
IND,3-5,15,-0.9%,16,-1.7%,18,13.7%,16,-8.7%
SD,3-5,16,-1.7%,17,-3.3%,16,14.4%,21,-13.7%
MIA,3-4,17,-1.8%,15,-0.5%,28,-7.6%,1,13.1%
KC,5-2,18,-2.5%,19,-3.7%,12,18.9%,27,-23.0%
NYG,4-3,19,-3.5%,20,-3.8%,23,6.2%,22,-16.2%
SEA,4-2-1,20,-3.8%,18,-3.4%,14,18.0%,25,-21.5%
DEN,6-2,21,-4.2%,21,-4.1%,22,7.0%,18,-10.5%
PHI,4-3,22,-5.6%,22,-6.2%,20,12.5%,19,-13.1%
TB,3-4,23,-6.2%,23,-7.3%,19,13.7%,26,-21.7%
MIN,5-2,24,-8.2%,24,-8.4%,17,14.4%,28,-26.3%
ARI,3-4-1,25,-8.3%,26,-8.8%,27,-7.2%,7,0.3%
CLE,0-8,26,-8.8%,25,-8.4%,25,-1.1%,9,-3.7%
SF,1-6,27,-11.9%,27,-12.0%,30,-14.6%,10,-4.5%
JAX,2-5,28,-12.9%,28,-12.9%,24,2.1%,32,-36.7%
NYJ,3-5,29,-15.5%,29,-15.6%,31,-14.9%,13,-5.4%
BAL,3-4,30,-20.4%,31,-20.4%,29,-12.5%,24,-20.4%
LAR,3-4,31,-21.2%,30,-19.1%,26,-6.8%,31,-28.4%
HOU,5-3,32,-22.3%,32,-22.3%,32,-22.3%,23,-19.7%
