Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,13-3,1,27.9%,1,27.9%,1,45.7%,2,12.9%
NO,11-5,2,22.4%,2,20.8%,7,33.2%,1,13.5%
PIT,13-3,3,17.5%,3,18.6%,5,33.8%,6,2.4%
KC,10-6,4,16.4%,7,10.5%,6,33.7%,4,3.3%
MIN,13-3,5,12.5%,6,11.7%,3,38.3%,17,-10.7%
LAR,11-5,6,11.3%,5,11.8%,8,30.9%,7,0.4%
PHI,13-3,7,10.5%,8,8.5%,4,35.4%,18,-10.7%
LAC,9-7,8,10.3%,4,12.6%,2,39.3%,21,-14.9%
ATL,10-6,9,8.5%,10,6.1%,9,29.4%,14,-8.9%
DAL,9-7,10,6.6%,12,5.6%,18,10.7%,3,6.5%
TB,5-11,11,5.2%,13,4.8%,10,28.7%,25,-19.2%
DET,9-7,12,4.1%,11,5.7%,12,24.1%,30,-24.4%
OAK,6-10,13,3.6%,19,-2.2%,13,18.9%,10,-4.8%
SEA,9-7,14,2.2%,14,4.3%,11,28.6%,32,-28.2%
JAX,10-6,15,0.4%,18,-0.2%,15,15.2%,12,-6.6%
GB,7-9,16,0.0%,20,-4.7%,20,4.7%,8,0.3%
CAR,11-5,17,-0.1%,15,2.2%,17,11.0%,11,-6.2%
TEN,9-7,18,-2.1%,21,-7.3%,19,5.3%,9,-2.3%
SF,6-10,19,-3.0%,9,6.4%,16,12.2%,16,-10.4%
WAS,7-9,20,-3.8%,23,-9.3%,14,15.4%,29,-21.8%
BAL,9-7,21,-4.7%,16,0.9%,27,-5.0%,5,2.5%
CIN,7-9,22,-7.0%,17,0.5%,24,2.2%,19,-13.1%
NYG,3-13,23,-9.4%,24,-10.5%,23,3.2%,26,-19.2%
HOU,4-12,24,-10.1%,29,-14.9%,22,3.3%,23,-16.7%
NYJ,5-11,25,-10.7%,22,-9.0%,21,4.0%,27,-21.1%
BUF,9-7,26,-11.1%,28,-13.6%,26,-3.1%,20,-14.7%
MIA,6-10,27,-13.7%,27,-13.3%,25,-0.7%,28,-21.8%
CHI,5-11,28,-15.0%,25,-11.1%,29,-9.7%,15,-9.8%
ARI,8-8,29,-18.1%,31,-18.3%,28,-5.9%,31,-27.6%
IND,4-12,30,-18.3%,26,-12.1%,30,-11.4%,24,-17.5%
DEN,5-11,31,-18.7%,32,-25.8%,31,-14.7%,22,-15.3%
CLE,0-16,32,-20.2%,30,-15.5%,32,-23.9%,13,-6.8%
