Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,1-0,1,76.7%,1,76.7%,3,93.2%,1,60.2%
MIN,1-0,2,40.6%,2,40.6%,1,105.7%,21,-25.0%
ATL,1-0,3,39.2%,3,39.2%,4,76.7%,13,-11.7%
TEN,0-1,4,36.6%,4,36.6%,9,49.7%,3,24.2%
BUF,1-0,5,30.1%,5,30.1%,6,58.1%,5,13.4%
OAK,1-0,6,29.9%,6,29.9%,10,49.5%,8,4.9%
PIT,1-0,7,29.2%,7,29.2%,5,61.2%,30,-39.7%
DAL,1-0,8,24.3%,8,24.3%,14,38.1%,6,11.0%
LAR,1-0,9,20.5%,9,20.5%,2,103.0%,23,-28.5%
CHI,0-1,10,16.3%,10,16.3%,21,-2.3%,2,51.3%
NO,0-1,11,15.7%,11,15.7%,12,46.4%,22,-28.5%
GB,1-0,12,14.8%,12,14.8%,16,27.2%,9,1.4%
NE,0-1,13,14.3%,13,14.3%,17,14.4%,4,14.2%
DET,1-0,14,11.3%,14,11.3%,11,47.8%,26,-35.5%
CAR,1-0,15,11.1%,15,11.1%,8,51.8%,15,-12.9%
LAC,0-1,16,8.5%,16,8.5%,7,54.6%,31,-45.1%
JAX,1-0,17,5.6%,17,5.6%,13,43.6%,16,-14.3%
MIA,0-0,18,0.0%,18,0.0%,19,0.0%,10,0.0%
TB,0-0,18,0.0%,18,0.0%,19,0.0%,10,0.0%
PHI,1-0,20,-1.0%,20,-1.0%,15,27.8%,24,-32.0%
DEN,1-0,21,-1.8%,21,-1.8%,18,14.0%,18,-18.6%
BAL,1-0,22,-10.6%,22,-10.6%,23,-9.9%,7,8.8%
CLE,0-1,23,-13.0%,23,-13.0%,22,-3.4%,19,-21.7%
WAS,0-1,24,-17.5%,24,-17.5%,25,-17.8%,17,-16.7%
NYG,0-1,25,-22.8%,25,-22.8%,26,-17.8%,20,-23.6%
SEA,0-1,26,-24.6%,26,-24.6%,24,-12.1%,25,-35.2%
ARI,0-1,27,-35.4%,27,-35.4%,27,-30.5%,28,-37.9%
HOU,0-1,28,-40.2%,28,-40.2%,30,-54.0%,14,-12.7%
NYJ,0-1,29,-41.2%,29,-41.2%,29,-52.2%,12,-11.7%
SF,0-1,30,-56.3%,30,-56.3%,28,-42.4%,32,-46.1%
IND,0-1,31,-79.2%,31,-79.2%,31,-111.9%,29,-38.0%
CIN,0-1,32,-106.3%,32,-106.3%,32,-156.3%,27,-36.3%
