Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,12-3,1,28.8%,1,29.9%,1,47.4%,2,12.8%
NO,11-4,2,22.8%,2,22.5%,8,33.2%,1,14.1%
PIT,12-3,3,19.4%,3,21.0%,4,38.2%,8,1.0%
LAR,11-4,4,16.7%,4,20.0%,2,40.4%,9,1.0%
KC,9-6,5,16.7%,7,10.7%,7,35.3%,5,1.9%
PHI,13-2,6,12.8%,5,12.3%,3,39.5%,16,-10.3%
MIN,12-3,7,11.7%,6,11.1%,4,38.2%,17,-12.8%
ATL,9-6,8,9.4%,10,8.0%,9,28.9%,14,-6.4%
LAC,8-7,9,8.6%,8,9.6%,6,35.8%,18,-14.4%
DAL,8-7,10,5.8%,13,3.6%,19,8.9%,3,7.1%
TB,4-11,11,4.2%,15,3.1%,10,27.9%,25,-19.6%
CAR,11-4,12,3.8%,9,8.3%,16,14.4%,10,-2.6%
GB,7-8,13,3.6%,17,1.4%,18,8.9%,4,3.0%
OAK,6-9,14,3.6%,19,-1.7%,15,17.7%,11,-2.7%
JAX,10-5,15,3.1%,12,4.1%,14,20.3%,13,-5.5%
DET,8-7,16,3.0%,14,3.5%,13,22.6%,30,-24.9%
SEA,9-6,17,1.9%,11,4.2%,11,27.6%,31,-27.5%
WAS,7-8,18,0.3%,20,-2.2%,12,23.4%,28,-22.8%
TEN,8-7,19,-1.7%,22,-4.8%,23,3.3%,7,1.4%
BAL,9-6,20,-3.9%,16,1.6%,26,-3.0%,6,1.9%
SF,5-10,21,-6.6%,18,0.8%,17,9.3%,20,-14.7%
NYG,2-13,22,-8.9%,24,-9.1%,20,5.7%,27,-22.4%
NYJ,5-10,23,-9.1%,23,-6.4%,21,5.3%,24,-18.8%
HOU,4-11,24,-9.6%,28,-14.3%,22,4.5%,23,-16.6%
CIN,6-9,25,-10.5%,21,-3.7%,25,-2.5%,19,-14.4%
BUF,8-7,26,-12.7%,29,-16.8%,28,-5.8%,21,-14.8%
CHI,5-10,27,-14.0%,25,-11.3%,29,-9.4%,15,-7.8%
MIA,6-9,28,-14.7%,27,-14.2%,24,-1.6%,29,-23.2%
ARI,7-8,29,-18.7%,31,-18.2%,27,-5.5%,32,-30.7%
IND,3-12,30,-19.2%,26,-13.5%,30,-10.5%,26,-20.6%
DEN,5-10,31,-19.8%,32,-26.7%,31,-15.7%,22,-15.8%
CLE,0-15,32,-21.5%,30,-17.5%,32,-27.2%,12,-5.0%
