Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NO,9-3,1,27.8%,1,29.8%,6,38.3%,1,20.2%
NE,10-2,2,26.2%,2,26.9%,1,48.8%,4,5.4%
KC,6-6,3,16.0%,10,10.1%,7,36.0%,9,-2.4%
PIT,10-2,4,15.3%,5,15.2%,8,34.5%,8,-1.4%
MIN,10-2,5,15.2%,3,16.3%,2,44.9%,18,-12.4%
ATL,7-5,6,14.6%,6,15.2%,9,32.8%,7,-1.4%
PHI,10-2,7,14.6%,4,16.3%,5,40.1%,11,-6.2%
LAR,9-3,8,12.6%,7,15.1%,3,40.8%,13,-7.9%
OAK,6-6,9,11.2%,8,11.7%,11,27.8%,6,0.0%
LAC,6-6,10,9.1%,9,11.3%,4,40.5%,24,-19.8%
DAL,6-6,11,6.1%,12,5.5%,18,9.9%,3,7.7%
GB,6-6,12,4.4%,14,4.0%,19,9.6%,5,5.1%
SEA,8-4,13,4.1%,11,6.3%,10,31.2%,29,-27.6%
DET,6-6,14,2.2%,13,4.2%,13,22.5%,30,-28.6%
TEN,8-4,15,1.3%,16,-0.2%,24,1.3%,2,11.4%
TB,4-8,16,1.0%,18,-1.5%,12,22.6%,28,-21.7%
WAS,5-7,17,-0.8%,19,-2.4%,14,20.6%,27,-21.7%
CAR,8-4,18,-1.9%,17,-0.8%,17,10.9%,15,-10.7%
JAX,8-4,19,-2.1%,21,-3.8%,21,8.4%,12,-6.5%
CIN,5-7,20,-2.2%,15,2.6%,20,8.7%,17,-12.0%
HOU,4-8,21,-3.0%,22,-5.2%,15,14.3%,20,-14.8%
NYJ,5-7,22,-6.2%,20,-3.1%,16,13.4%,26,-20.5%
BAL,7-5,23,-9.8%,23,-8.4%,27,-9.5%,10,-3.9%
NYG,2-10,24,-11.2%,24,-12.4%,23,1.8%,25,-20.1%
ARI,5-7,25,-14.0%,25,-12.5%,22,2.9%,32,-32.8%
SF,2-10,26,-15.1%,26,-12.9%,25,-4.3%,19,-14.6%
BUF,6-6,27,-16.0%,29,-18.4%,28,-9.8%,21,-17.0%
CHI,3-9,28,-18.6%,28,-18.0%,30,-15.6%,16,-11.3%
MIA,5-7,29,-20.6%,30,-20.1%,26,-6.4%,31,-29.0%
IND,3-9,30,-21.6%,27,-17.9%,29,-13.8%,23,-19.7%
CLE,0-12,31,-22.3%,31,-20.1%,32,-26.3%,14,-8.4%
DEN,3-9,32,-23.4%,32,-28.7%,31,-20.6%,22,-18.4%
