Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,11-3,1,26.0%,1,26.0%,1,46.0%,2,7.9%
NO,10-4,2,24.2%,2,24.9%,8,32.8%,1,17.8%
PIT,11-3,3,17.9%,3,18.8%,5,37.2%,9,-1.1%
PHI,12-2,4,15.9%,4,18.0%,2,44.7%,16,-9.1%
KC,8-6,5,15.7%,7,10.8%,7,33.2%,6,2.7%
LAR,10-4,6,15.0%,5,17.7%,4,38.5%,8,0.5%
MIN,11-3,7,12.3%,6,12.3%,3,39.7%,17,-13.6%
ATL,9-5,8,10.4%,8,10.2%,9,28.0%,11,-3.5%
LAC,7-7,9,8.0%,9,10.1%,6,35.9%,18,-15.9%
OAK,6-8,10,7.5%,11,5.6%,13,23.3%,10,-2.0%
DAL,8-6,11,7.2%,13,5.3%,17,12.4%,3,6.6%
GB,7-7,12,4.8%,14,4.6%,18,11.2%,5,3.2%
CAR,10-4,13,4.1%,10,8.7%,16,16.7%,12,-4.1%
TB,4-10,14,3.5%,17,1.9%,11,25.6%,25,-19.4%
JAX,10-4,15,3.1%,16,2.7%,15,18.7%,13,-4.8%
DET,8-6,16,3.1%,12,5.3%,12,23.4%,31,-28.4%
SEA,8-6,17,1.9%,15,4.2%,10,26.2%,30,-25.5%
WAS,6-8,18,-2.1%,19,-5.0%,14,20.7%,28,-24.7%
TEN,8-6,19,-2.4%,20,-5.0%,23,-1.2%,4,4.7%
BAL,8-6,20,-5.2%,18,-0.3%,26,-5.7%,7,1.5%
NYG,2-12,21,-7.5%,23,-7.2%,20,7.7%,27,-20.8%
HOU,4-10,22,-7.7%,25,-11.0%,19,9.0%,21,-17.6%
NYJ,5-9,23,-9.1%,21,-6.4%,21,5.8%,23,-18.9%
SF,4-10,24,-11.1%,22,-7.1%,22,3.3%,22,-17.6%
CIN,5-9,25,-12.8%,24,-8.5%,27,-5.8%,19,-16.2%
BUF,8-6,26,-13.7%,28,-17.7%,25,-5.7%,20,-16.2%
CHI,4-10,27,-15.8%,26,-13.2%,29,-12.3%,15,-8.9%
MIA,6-8,28,-16.7%,27,-16.0%,24,-3.4%,29,-25.4%
ARI,6-8,29,-19.0%,31,-18.5%,28,-7.2%,32,-28.9%
DEN,5-9,30,-21.0%,32,-26.5%,30,-14.7%,24,-19.4%
CLE,0-14,31,-21.6%,29,-17.8%,32,-26.7%,14,-5.8%
IND,3-11,32,-22.2%,30,-18.4%,31,-15.6%,26,-20.5%
