Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,8-2,1,29.7%,1,29.8%,1,53.1%,5,1.6%
NO,8-2,2,26.7%,2,27.4%,5,37.3%,1,20.4%
MIN,8-2,3,16.5%,4,16.0%,2,44.0%,16,-9.7%
KC,6-4,4,15.9%,7,11.0%,8,33.5%,4,2.5%
PIT,8-2,5,15.5%,5,14.6%,6,34.9%,8,-0.7%
PHI,9-1,6,15.4%,3,17.1%,3,39.4%,9,-3.6%
LAR,7-3,7,10.4%,6,11.1%,4,39.2%,14,-8.9%
ATL,6-4,8,10.2%,9,10.0%,10,29.1%,12,-6.4%
OAK,4-6,9,9.1%,8,10.3%,14,21.9%,7,-0.6%
WAS,4-6,10,7.9%,10,8.0%,9,32.7%,25,-19.6%
DAL,5-5,11,6.9%,11,7.3%,18,12.3%,3,6.2%
LAC,4-6,12,6.2%,12,6.7%,7,34.2%,20,-17.0%
GB,5-5,13,3.8%,14,3.1%,17,12.8%,6,-0.2%
DET,6-4,14,2.6%,13,3.6%,12,24.5%,29,-29.6%
SEA,6-4,15,0.9%,15,1.3%,11,27.5%,30,-30.3%
JAX,7-3,16,0.7%,17,-0.7%,20,11.0%,10,-4.2%
CAR,7-3,17,-1.0%,16,0.1%,19,12.1%,17,-11.3%
TEN,6-4,18,-1.4%,21,-4.9%,23,-0.4%,2,8.3%
HOU,4-6,19,-1.6%,18,-2.2%,15,14.6%,18,-13.2%
TB,4-6,20,-2.0%,20,-3.9%,13,22.5%,28,-29.5%
NYG,2-8,21,-3.5%,19,-3.9%,16,14.1%,22,-18.0%
CHI,3-7,22,-10.2%,22,-7.7%,27,-4.4%,11,-5.4%
BUF,5-5,23,-11.4%,25,-13.1%,22,0.1%,21,-17.2%
CIN,4-6,24,-11.4%,23,-10.8%,24,-0.5%,27,-23.1%
DEN,3-7,25,-13.4%,26,-15.4%,26,-3.7%,23,-18.4%
ARI,4-6,26,-14.1%,24,-12.6%,21,4.3%,32,-36.7%
NYJ,4-6,27,-16.4%,27,-15.6%,28,-5.0%,26,-19.6%
SF,1-9,28,-16.5%,28,-15.7%,29,-6.1%,19,-16.3%
BAL,5-5,29,-16.7%,29,-17.1%,31,-17.4%,13,-8.7%
MIA,4-6,30,-19.4%,30,-19.5%,25,-1.1%,31,-31.6%
IND,3-7,31,-22.7%,31,-20.3%,30,-15.2%,24,-19.1%
CLE,0-10,32,-25.7%,32,-25.2%,32,-30.0%,15,-9.5%
