Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NO,8-3,1,28.3%,1,29.6%,6,39.5%,1,20.5%
NE,9-2,2,26.7%,2,27.2%,1,49.3%,4,2.9%
MIN,9-2,3,16.1%,4,16.3%,2,45.4%,17,-10.8%
PIT,9-2,4,15.5%,6,15.3%,7,34.6%,8,-1.7%
PHI,10-1,5,15.2%,5,16.1%,5,41.5%,10,-5.3%
LAR,8-3,6,14.7%,3,17.3%,3,45.1%,15,-8.6%
ATL,7-4,7,14.3%,7,15.0%,8,32.8%,9,-2.2%
KC,6-5,8,13.0%,10,6.0%,9,31.2%,7,-1.5%
OAK,5-6,9,11.4%,8,12.1%,12,27.2%,5,0.6%
LAC,5-6,10,8.8%,9,10.5%,4,41.8%,25,-20.3%
DAL,5-6,11,6.5%,11,5.5%,18,10.2%,3,7.2%
GB,5-6,12,5.3%,12,4.1%,15,15.0%,6,-0.3%
WAS,5-6,13,4.9%,13,4.0%,10,29.0%,22,-19.1%
DET,6-5,14,1.9%,14,2.5%,14,22.7%,30,-30.0%
TB,4-7,15,1.4%,16,-1.1%,13,24.7%,28,-24.9%
SEA,7-4,16,1.4%,15,2.3%,11,27.8%,29,-29.3%
TEN,7-4,17,-1.9%,18,-3.4%,25,-1.3%,2,7.4%
CAR,8-3,18,-2.2%,17,-1.7%,17,10.9%,16,-10.4%
HOU,4-7,19,-2.3%,19,-4.0%,16,13.6%,18,-13.0%
JAX,7-4,20,-3.4%,21,-5.8%,21,4.3%,12,-6.0%
CIN,5-6,21,-7.1%,20,-4.8%,23,3.2%,20,-16.5%
NYG,2-9,22,-7.9%,23,-8.8%,19,6.5%,21,-18.6%
NYJ,4-7,23,-10.2%,22,-8.3%,22,4.3%,24,-19.3%
BUF,6-5,24,-12.9%,27,-14.5%,24,0.2%,27,-21.1%
ARI,5-6,25,-13.9%,24,-12.0%,20,5.6%,32,-37.2%
BAL,6-5,26,-14.7%,28,-14.8%,31,-16.7%,11,-5.7%
CHI,3-8,27,-15.7%,25,-14.2%,29,-12.1%,14,-8.3%
SF,1-10,28,-16.0%,26,-14.4%,27,-6.1%,19,-15.0%
DEN,3-8,29,-16.7%,29,-19.6%,28,-9.1%,23,-19.2%
MIA,4-7,30,-21.6%,31,-21.6%,26,-4.8%,31,-33.3%
CLE,0-11,31,-22.9%,32,-21.6%,32,-28.0%,13,-6.7%
IND,3-8,32,-24.0%,30,-21.1%,30,-16.6%,26,-20.8%
