Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,5-0,1,38.1%,1,38.1%,1,54.5%,1,25.3%
NE,3-2,2,23.9%,2,23.9%,3,40.2%,5,1.7%
NO,2-2,3,21.8%,3,21.8%,4,39.2%,7,1.4%
GB,4-1,4,16.2%,4,16.2%,8,30.9%,4,4.3%
MIN,3-2,5,15.2%,5,15.2%,2,44.3%,17,-13.9%
PHI,4-1,6,14.4%,6,14.4%,7,37.2%,11,-3.5%
ATL,3-1,7,13.5%,7,13.5%,14,22.4%,3,14.1%
TB,2-2,8,12.7%,8,12.7%,9,30.6%,16,-12.3%
HOU,3-2,9,9.5%,9,9.5%,6,37.9%,19,-14.4%
DAL,2-3,10,7.9%,10,7.9%,15,21.3%,8,0.0%
OAK,2-3,11,7.7%,11,7.7%,13,22.4%,9,-2.2%
WAS,2-2,12,6.4%,12,6.4%,10,28.7%,21,-15.1%
LAR,3-2,13,5.6%,13,5.6%,5,38.0%,20,-14.5%
TEN,2-3,14,5.3%,14,5.3%,22,8.7%,2,20.3%
PIT,3-2,15,4.1%,15,4.1%,16,19.2%,12,-3.8%
LAC,1-4,16,3.2%,16,3.2%,11,25.1%,18,-14.3%
JAX,3-2,17,2.1%,17,2.1%,23,6.7%,6,1.6%
DEN,3-1,18,1.3%,18,1.3%,19,15.6%,10,-2.7%
SEA,3-2,19,1.1%,19,1.1%,18,18.4%,22,-17.0%
CAR,4-1,20,-0.2%,20,-0.2%,12,23.3%,25,-20.9%
DET,3-2,21,-2.2%,21,-2.2%,20,13.0%,26,-22.3%
NYG,0-5,22,-4.3%,22,-4.3%,21,11.5%,24,-20.0%
BUF,3-2,23,-6.9%,23,-6.9%,17,18.5%,30,-28.5%
BAL,3-2,24,-8.9%,24,-8.9%,25,-4.6%,13,-6.1%
CIN,2-3,25,-12.4%,25,-12.4%,24,2.3%,29,-28.0%
NYJ,3-2,26,-14.4%,26,-14.4%,27,-8.4%,15,-9.5%
ARI,2-3,27,-21.0%,27,-21.0%,28,-9.4%,32,-40.2%
CHI,1-4,28,-23.9%,28,-23.9%,31,-25.5%,14,-9.3%
SF,0-5,29,-24.3%,29,-24.3%,26,-8.1%,31,-32.8%
CLE,0-5,30,-26.0%,30,-26.0%,30,-23.5%,23,-17.7%
MIA,2-2,31,-28.8%,31,-28.8%,29,-21.4%,28,-27.2%
IND,2-3,32,-36.8%,32,-36.8%,32,-32.1%,27,-26.7%
