Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,4-0,1,39.2%,1,39.2%,4,47.0%,1,41.8%
NE,2-2,2,27.9%,2,27.9%,3,50.8%,8,-2.5%
NO,2-2,3,19.4%,3,19.4%,5,37.5%,7,-2.1%
TEN,2-2,4,18.9%,4,18.9%,19,17.3%,2,29.8%
MIN,2-2,5,18.5%,5,18.5%,2,50.9%,20,-15.1%
LAR,3-1,6,14.8%,6,14.8%,1,57.4%,13,-9.3%
PIT,3-1,7,12.9%,7,12.9%,7,34.0%,4,2.0%
ATL,3-1,8,12.5%,8,12.5%,14,22.8%,3,11.7%
GB,3-1,9,10.4%,9,10.4%,13,26.0%,10,-3.8%
PHI,3-1,10,10.4%,10,10.4%,10,28.4%,5,0.6%
LAC,0-4,11,10.3%,11,10.3%,6,36.1%,24,-20.0%
TB,2-1,12,9.5%,12,9.5%,12,26.8%,19,-14.6%
SEA,2-2,13,9.0%,13,9.0%,11,27.8%,18,-13.8%
WAS,2-2,14,6.2%,14,6.2%,8,29.6%,22,-16.4%
DAL,2-2,15,4.4%,15,4.4%,16,18.9%,9,-2.8%
DEN,3-1,16,2.7%,16,2.7%,20,15.4%,6,0.5%
JAX,2-2,17,2.2%,17,2.2%,22,12.9%,11,-5.3%
OAK,2-2,18,1.9%,18,1.9%,18,18.1%,14,-9.7%
HOU,2-2,19,-1.5%,19,-1.5%,15,20.8%,21,-16.2%
DET,3-1,20,-2.4%,20,-2.4%,21,15.3%,25,-23.6%
CAR,3-1,21,-3.3%,21,-3.3%,23,9.6%,16,-10.7%
BUF,3-1,22,-4.1%,22,-4.1%,9,29.6%,28,-30.1%
NYG,0-4,23,-5.0%,23,-5.0%,17,18.5%,32,-41.3%
NYJ,2-2,24,-14.9%,24,-14.9%,26,-8.4%,15,-10.5%
CIN,1-3,25,-15.9%,25,-15.9%,24,1.8%,30,-33.7%
BAL,2-2,26,-18.0%,26,-18.0%,27,-12.1%,23,-17.2%
ARI,2-2,27,-19.6%,27,-19.6%,25,-7.5%,31,-39.1%
CHI,1-3,28,-24.0%,28,-24.0%,30,-30.0%,12,-6.9%
MIA,1-2,29,-24.4%,29,-24.4%,28,-13.6%,27,-26.7%
CLE,0-4,30,-30.2%,30,-30.2%,31,-30.4%,17,-13.2%
SF,0-4,31,-30.3%,31,-30.3%,29,-23.7%,26,-23.9%
IND,1-3,32,-42.1%,32,-42.1%,32,-37.8%,29,-31.6%
