Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,6-2,1,26.5%,1,27.2%,1,49.6%,10,0.0%
KC,6-2,2,25.2%,2,23.6%,2,43.9%,2,9.5%
NO,5-2,3,20.1%,3,19.6%,7,34.9%,3,8.9%
DAL,4-3,4,18.2%,4,19.0%,9,30.7%,1,12.3%
PIT,6-2,5,18.1%,5,18.1%,4,38.1%,6,3.8%
OAK,3-5,6,15.4%,6,15.3%,10,30.0%,9,0.3%
ATL,4-3,7,12.0%,9,10.8%,16,22.8%,5,5.9%
HOU,3-4,8,11.3%,7,13.0%,3,40.5%,18,-14.4%
PHI,7-1,9,11.0%,8,11.3%,5,37.8%,15,-11.4%
MIN,6-2,10,10.4%,10,9.1%,6,36.6%,19,-14.6%
TB,2-5,11,7.5%,11,7.6%,14,26.8%,21,-16.3%
LAR,5-2,12,6.2%,12,5.9%,11,29.2%,11,-4.9%
JAX,4-3,13,5.3%,15,4.5%,19,11.4%,7,3.3%
WAS,3-4,14,5.0%,13,5.6%,13,28.6%,27,-23.6%
GB,4-3,15,4.6%,16,4.0%,17,13.9%,8,0.9%
LAC,3-5,16,4.2%,17,3.5%,12,28.7%,16,-12.9%
SEA,5-2,17,3.8%,14,4.9%,8,33.6%,30,-31.2%
BUF,5-2,18,1.0%,18,0.2%,15,24.7%,20,-16.2%
TEN,4-3,19,0.6%,19,-1.6%,21,6.6%,4,5.9%
NYG,1-6,20,-4.7%,20,-4.1%,18,12.4%,22,-18.6%
DEN,3-4,21,-7.0%,21,-7.7%,23,1.8%,13,-9.0%
DET,3-4,22,-7.4%,22,-8.1%,20,7.5%,29,-30.0%
CAR,5-3,23,-8.4%,23,-8.2%,22,3.7%,23,-18.7%
BAL,4-4,24,-13.5%,25,-13.5%,28,-12.7%,12,-6.3%
ARI,3-4,25,-14.8%,26,-14.1%,24,-1.6%,31,-32.4%
NYJ,3-5,26,-15.0%,27,-14.5%,25,-2.6%,25,-20.8%
CIN,3-4,27,-15.4%,24,-12.4%,26,-6.0%,28,-24.0%
CHI,3-5,28,-21.7%,29,-22.0%,31,-21.0%,17,-13.0%
SF,0-8,29,-21.9%,28,-21.3%,27,-11.1%,26,-23.4%
IND,2-6,30,-25.4%,30,-23.9%,30,-20.0%,24,-18.8%
CLE,0-8,31,-27.6%,32,-28.2%,32,-31.4%,14,-10.5%
MIA,4-3,32,-27.6%,31,-27.8%,29,-15.9%,32,-33.4%
