Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,7-2,1,31.2%,1,31.7%,1,54.3%,6,4.6%
NO,7-2,2,23.2%,2,23.0%,7,32.8%,1,17.8%
KC,6-3,3,20.4%,3,16.6%,3,41.0%,5,4.7%
OAK,4-5,4,14.7%,6,14.6%,8,32.1%,9,-3.1%
PHI,8-1,5,14.4%,4,16.0%,4,39.7%,12,-5.6%
PIT,7-2,6,13.7%,7,13.0%,6,33.8%,8,-1.5%
MIN,7-2,7,13.5%,10,11.5%,5,39.7%,16,-11.3%
DAL,5-4,8,12.5%,5,14.8%,13,22.8%,4,6.7%
GB,5-4,9,12.3%,8,12.4%,14,21.5%,3,8.5%
LAR,7-2,10,11.0%,9,11.8%,2,41.3%,13,-8.1%
ATL,5-4,11,9.8%,11,8.2%,12,25.4%,10,-3.8%
JAX,6-3,12,5.4%,12,5.0%,17,16.7%,7,-1.5%
WAS,4-5,13,3.1%,14,2.5%,11,26.4%,26,-23.7%
SEA,6-3,14,1.3%,13,2.9%,9,29.4%,29,-28.7%
LAC,3-6,15,0.5%,16,0.2%,10,27.2%,22,-20.1%
TEN,6-3,16,0.0%,21,-3.5%,24,1.0%,2,8.6%
HOU,3-6,17,-0.2%,15,0.3%,18,16.5%,18,-12.7%
CAR,7-3,18,-1.4%,17,-0.2%,21,11.3%,15,-11.2%
TB,3-6,19,-1.7%,20,-2.9%,15,20.3%,27,-24.8%
DET,5-4,20,-1.8%,19,-1.9%,16,17.7%,31,-31.0%
NYG,1-8,21,-2.3%,18,-1.7%,19,16.2%,21,-17.5%
BUF,5-4,22,-8.4%,22,-9.7%,20,12.9%,28,-24.8%
ARI,4-5,23,-13.2%,24,-11.6%,22,4.7%,32,-35.3%
CIN,3-6,24,-13.8%,23,-11.4%,25,-4.2%,25,-23.4%
DEN,3-6,25,-15.2%,30,-18.3%,28,-7.6%,20,-16.0%
MIA,4-5,26,-15.6%,25,-15.6%,23,1.2%,30,-29.7%
BAL,4-5,27,-16.1%,27,-16.6%,29,-14.0%,14,-10.6%
SF,1-9,28,-16.7%,26,-15.8%,26,-6.5%,19,-15.9%
NYJ,4-6,29,-18.5%,28,-17.5%,27,-7.1%,24,-22.0%
CHI,3-6,30,-19.1%,29,-18.0%,31,-14.5%,17,-12.5%
IND,3-7,31,-22.6%,31,-20.0%,30,-14.1%,23,-20.2%
CLE,0-9,32,-23.4%,32,-23.2%,32,-28.7%,11,-4.6%
