Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,1-0,1,-65.6%,1,-65.6%,1,-79.3%,5,-41.5%
MIN,1-0,2,-50.1%,2,-50.1%,5,-39.2%,1,-67.5%
NYJ,1-0,3,-44.2%,3,-44.2%,3,-44.6%,4,-42.5%
PHI,1-0,4,-40.4%,4,-40.4%,2,-50.7%,11,-16.8%
MIA,1-0,5,-28.9%,5,-28.9%,4,-39.2%,12,-16.1%
PIT,0-0-1,6,-21.4%,6,-21.4%,8,-25.6%,13,-15.6%
DEN,1-0,7,-19.5%,7,-19.5%,14,-5.1%,2,-54.7%
WAS,1-0,8,-17.7%,8,-17.7%,6,-37.7%,31,28.4%
JAX,1-0,9,-13.0%,9,-13.0%,13,-8.0%,10,-19.9%
CLE,0-0-1,10,-12.8%,10,-12.8%,10,-22.9%,19,1.0%
ATL,0-1,11,-11.7%,11,-11.7%,7,-32.9%,25,12.2%
CIN,1-0,12,-8.6%,12,-8.6%,17,4.2%,6,-38.7%
GB,1-0,13,-6.8%,13,-6.8%,9,-24.9%,30,24.6%
CAR,1-0,14,-3.5%,14,-3.5%,12,-10.4%,26,12.9%
LAR,1-0,15,-3.5%,15,-3.5%,11,-12.8%,24,9.6%
CHI,0-1,16,-3.1%,16,-3.1%,19,10.1%,7,-32.3%
NE,1-0,17,-0.5%,17,-0.5%,18,9.0%,14,-12.0%
SF,0-1,18,-0.2%,18,-0.2%,25,33.5%,3,-47.4%
NYG,0-1,19,1.9%,19,1.9%,15,-0.2%,22,4.8%
HOU,0-1,20,6.8%,20,6.8%,23,29.2%,9,-22.8%
TEN,0-1,21,7.1%,21,7.1%,21,14.6%,17,-0.6%
ARI,0-1,22,10.1%,22,10.1%,24,31.0%,15,-8.4%
DAL,0-1,23,10.6%,23,10.6%,16,0.3%,29,19.1%
IND,0-1,24,11.0%,24,11.0%,20,11.9%,23,9.5%
SEA,0-1,25,11.5%,25,11.5%,22,17.9%,20,3.9%
DET,0-1,26,18.5%,26,18.5%,26,35.5%,21,4.4%
LAC,0-1,27,37.5%,27,37.5%,31,78.2%,16,-5.8%
BUF,0-1,28,39.2%,28,39.2%,28,59.4%,28,15.9%
OAK,0-1,29,43.1%,29,43.1%,27,51.9%,32,30.8%
KC,1-0,30,47.1%,30,47.1%,29,64.3%,27,14.1%
NO,0-1,31,48.1%,31,48.1%,32,101.2%,8,-31.5%
TB,1-0,32,49.0%,32,49.0%,30,64.8%,18,0.2%
