Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,3-2,1,-20.9%,1,-20.9%,3,-15.9%,4,-29.0%
BAL,4-2,2,-19.3%,3,-18.8%,4,-12.2%,3,-31.5%
BUF,2-4,3,-19.1%,2,-19.9%,1,-18.5%,10,-20.1%
JAX,3-3,4,-13.1%,5,-13.0%,8,-2.3%,5,-28.0%
SEA,3-3,5,-13.1%,4,-13.4%,5,-10.0%,12,-17.3%
CLE,2-3-1,6,-12.2%,6,-12.0%,2,-16.1%,25,-6.9%
ARI,1-5,7,-10.1%,7,-10.3%,6,-7.3%,17,-13.1%
HOU,3-3,8,-9.3%,8,-9.3%,16,8.6%,2,-33.5%
NYJ,3-3,9,-8.0%,9,-7.2%,7,-4.8%,16,-13.5%
MIA,4-2,10,-6.6%,11,-6.2%,10,0.5%,15,-15.1%
DAL,3-3,11,-6.2%,10,-6.3%,15,6.9%,7,-25.3%
PHI,3-3,12,-2.8%,12,-1.9%,13,3.9%,11,-18.3%
LAC,4-2,13,-1.4%,13,-1.7%,12,3.9%,21,-9.9%
MIN,3-2-1,14,-0.7%,14,0.4%,24,16.0%,6,-27.0%
PIT,3-2-1,15,1.9%,15,2.3%,20,13.6%,8,-21.0%
DEN,2-4,16,2.5%,18,2.9%,9,-1.0%,29,6.7%
TEN,3-3,17,2.5%,16,2.7%,18,11.8%,22,-7.9%
LAR,6-0,18,2.9%,21,3.1%,17,8.9%,24,-6.9%
IND,1-5,19,2.9%,17,2.9%,26,19.1%,9,-20.3%
NE,4-2,20,3.0%,20,3.1%,21,14.5%,13,-17.0%
NO,4-1,21,3.7%,19,3.0%,29,23.9%,1,-33.9%
WAS,3-2,22,4.5%,22,4.8%,11,2.5%,30,7.9%
CAR,3-2,23,4.7%,23,4.9%,22,14.6%,18,-12.7%
CIN,4-2,24,5.3%,24,5.6%,19,11.9%,26,-5.4%
GB,3-2-1,25,6.5%,25,6.9%,14,5.5%,31,7.9%
SF,1-5,26,7.2%,26,7.5%,27,21.4%,14,-16.4%
NYG,1-5,27,9.4%,27,9.6%,28,22.8%,23,-7.9%
DET,2-3,28,10.0%,28,9.9%,25,18.9%,27,-1.3%
KC,5-1,29,14.4%,29,14.4%,23,15.8%,32,12.0%
OAK,1-5,30,17.0%,30,17.1%,31,42.6%,19,-12.4%
ATL,2-4,31,18.8%,31,19.4%,30,26.9%,28,5.3%
TB,2-3,32,27.7%,32,27.7%,32,49.8%,20,-10.9%
