Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,3-1,1,-31.1%,1,-31.1%,1,-27.9%,1,-37.0%
CLE,2-2-1,2,-19.9%,2,-19.9%,2,-17.4%,8,-23.7%
JAX,3-2,3,-15.5%,3,-15.5%,4,-6.6%,6,-28.5%
BAL,3-2,4,-15.4%,4,-15.4%,3,-7.4%,5,-29.0%
MIA,3-2,5,-11.4%,5,-11.4%,5,-5.2%,12,-19.1%
ARI,1-4,6,-9.7%,6,-9.7%,8,-2.9%,15,-16.6%
NYJ,2-3,7,-8.8%,7,-8.8%,7,-4.4%,16,-16.5%
BUF,2-3,8,-8.6%,8,-8.6%,6,-4.5%,17,-15.8%
SEA,2-3,9,-6.4%,9,-6.4%,11,0.9%,18,-15.3%
HOU,2-3,10,-4.7%,10,-4.7%,25,17.8%,2,-34.4%
DAL,2-3,11,-3.2%,11,-3.2%,19,12.3%,7,-24.7%
TEN,3-2,12,-1.1%,12,-1.1%,13,7.7%,20,-11.5%
PHI,2-3,13,0.1%,13,0.1%,20,12.7%,4,-29.6%
IND,1-4,14,0.7%,14,0.7%,16,11.1%,19,-15.0%
LAR,5-0,15,0.7%,15,0.7%,12,2.2%,28,-1.4%
PIT,2-2-1,16,1.6%,16,1.6%,22,15.0%,10,-23.0%
GB,2-2-1,17,2.0%,17,2.0%,10,-0.1%,30,5.2%
LAC,3-2,18,2.1%,18,2.1%,14,9.9%,21,-9.5%
NE,3-2,19,2.8%,19,2.8%,21,15.0%,13,-18.1%
WAS,2-2,20,2.8%,20,2.8%,9,-2.9%,31,11.9%
CIN,4-1,21,2.9%,21,2.9%,15,10.5%,23,-9.2%
NO,4-1,22,3.2%,22,3.2%,27,23.0%,3,-33.5%
SF,1-4,23,4.4%,23,4.4%,24,17.6%,14,-16.9%
NYG,1-4,24,5.2%,24,5.2%,17,11.3%,26,-2.7%
DEN,2-3,25,5.3%,25,5.3%,18,12.0%,25,-3.4%
MIN,2-2-1,26,5.8%,26,5.8%,28,23.9%,9,-23.1%
CAR,3-1,27,9.9%,27,9.9%,30,26.7%,11,-20.9%
DET,2-3,28,10.8%,28,10.8%,26,21.2%,27,-2.4%
KC,5-0,29,14.7%,29,14.7%,23,15.0%,32,14.2%
ATL,1-4,30,16.5%,30,16.5%,29,24.6%,29,3.7%
OAK,1-4,31,17.8%,31,17.8%,31,38.7%,24,-8.9%
TB,2-2,32,27.9%,32,27.9%,32,49.1%,22,-9.4%
