Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,6-3,1,-18.6%,1,-17.2%,5,-8.2%,1,-35.4%
BUF,3-7,2,-15.5%,2,-17.1%,1,-15.8%,13,-15.0%
ARI,2-7,3,-13.2%,4,-13.0%,2,-11.8%,14,-14.7%
HOU,6-3,4,-13.1%,3,-14.1%,8,-0.7%,2,-32.2%
MIN,5-3-1,5,-11.4%,6,-11.6%,10,-0.4%,3,-28.2%
DEN,3-6,6,-10.5%,5,-12.1%,3,-11.2%,18,-9.6%
BAL,4-5,7,-8.5%,7,-8.0%,9,-0.4%,8,-20.7%
CLE,3-6-1,8,-7.0%,12,-3.8%,4,-10.0%,27,-2.5%
JAX,3-6,9,-6.8%,9,-5.2%,13,4.2%,7,-20.9%
SEA,4-5,10,-5.5%,11,-4.3%,6,-2.4%,17,-10.4%
LAC,7-2,11,-5.2%,8,-6.1%,11,0.9%,15,-14.1%
TEN,5-4,12,-3.3%,10,-4.6%,18,9.9%,10,-19.8%
NYJ,3-7,13,-1.8%,17,0.7%,12,3.7%,19,-9.5%
DAL,4-5,14,-1.4%,16,-0.2%,24,13.5%,6,-21.6%
PIT,6-2-1,15,-0.7%,15,-1.2%,22,12.3%,4,-24.4%
GB,4-4-1,16,-0.5%,13,-1.7%,7,-1.7%,30,1.1%
NE,7-3,17,-0.2%,14,-1.4%,20,11.6%,9,-20.4%
SF,2-8,18,1.8%,19,2.1%,21,12.2%,16,-13.9%
LAR,9-1,19,2.3%,20,3.3%,16,7.1%,23,-4.8%
PHI,4-5,20,2.4%,21,4.8%,15,6.7%,20,-7.8%
NO,8-1,21,2.6%,18,1.3%,25,15.9%,5,-22.1%
WAS,6-3,22,4.4%,24,5.7%,17,7.5%,28,-1.5%
IND,4-5,23,4.5%,23,5.7%,28,19.6%,11,-15.8%
MIA,5-5,24,4.9%,26,7.7%,23,13.2%,25,-4.3%
CAR,6-3,25,6.0%,22,5.4%,27,18.6%,12,-15.8%
CIN,5-4,26,6.6%,28,8.8%,19,10.8%,29,0.4%
KC,9-1,27,7.4%,25,6.4%,14,6.0%,32,9.5%
NYG,2-7,28,7.7%,27,7.7%,26,18.6%,21,-6.2%
DET,3-6,29,14.0%,29,14.2%,29,29.4%,24,-4.5%
OAK,1-8,30,18.7%,30,20.0%,32,42.5%,22,-5.5%
TB,3-6,31,20.4%,31,21.6%,31,36.9%,26,-4.2%
ATL,4-5,32,21.9%,32,24.7%,30,33.9%,31,2.3%
