Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,10-4,1,-24.9%,1,-26.5%,1,-19.5%,1,-34.4%
BAL,8-6,2,-11.7%,4,-11.2%,2,-8.3%,8,-17.1%
MIN,7-6-1,3,-11.1%,3,-12.1%,3,-7.6%,9,-15.9%
BUF,5-9,4,-10.2%,6,-10.2%,5,-6.8%,11,-14.6%
DEN,6-8,5,-9.9%,5,-10.7%,4,-7.6%,15,-13.3%
NO,12-2,6,-9.2%,2,-15.8%,8,0.5%,3,-27.7%
HOU,10-4,7,-8.0%,10,-5.2%,14,6.8%,2,-32.0%
JAX,4-10,8,-7.7%,9,-5.9%,10,1.6%,6,-20.6%
DAL,8-6,9,-7.1%,7,-7.9%,12,2.2%,5,-20.8%
IND,8-6,10,-4.6%,8,-7.0%,15,7.1%,4,-21.0%
CLE,6-7-1,11,-3.8%,15,-0.1%,6,-2.5%,22,-5.9%
LAC,11-3,12,-3.4%,11,-4.0%,11,2.0%,17,-10.8%
ARI,3-11,13,-2.7%,13,-0.5%,7,-1.1%,23,-4.5%
TEN,8-6,14,-1.1%,12,-2.0%,18,9.8%,10,-15.1%
LAR,11-3,15,-0.5%,14,-0.2%,9,1.4%,25,-3.3%
PIT,8-5-1,16,1.2%,17,1.9%,24,15.1%,7,-20.1%
NYJ,4-10,17,1.8%,22,5.8%,16,8.6%,20,-7.8%
WAS,7-7,18,2.0%,18,2.1%,13,4.8%,27,-2.4%
SEA,8-6,19,2.2%,20,5.3%,22,12.1%,16,-13.2%
PHI,7-7,20,3.4%,23,6.5%,23,12.4%,12,-14.5%
NYG,5-9,21,4.2%,16,1.6%,20,11.3%,24,-4.1%
NE,9-5,22,4.3%,21,5.3%,21,12.0%,18,-9.4%
SF,4-10,23,4.9%,19,5.1%,26,17.9%,14,-13.5%
MIA,7-7,24,6.5%,28,9.3%,27,18.7%,21,-7.4%
CAR,6-8,25,6.9%,26,7.6%,28,21.2%,13,-14.4%
GB,5-8-1,26,6.9%,25,7.6%,19,11.0%,30,1.5%
KC,11-3,27,8.4%,24,7.2%,17,9.7%,32,6.4%
CIN,6-8,28,8.4%,29,10.6%,25,17.4%,26,-2.8%
DET,5-9,29,9.1%,27,7.9%,29,22.5%,19,-8.9%
ATL,5-9,30,14.2%,31,13.8%,31,26.0%,28,-2.0%
OAK,3-11,31,15.6%,32,14.8%,32,32.3%,29,-1.7%
TB,5-9,32,16.0%,30,13.2%,30,25.0%,31,4.0%
