Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,11-4,1,-24.6%,1,-25.5%,1,-20.1%,2,-32.5%
MIN,8-6-1,2,-13.5%,3,-14.7%,4,-9.8%,8,-18.4%
BAL,9-6,3,-13.0%,4,-14.5%,3,-10.3%,9,-17.2%
BUF,5-10,4,-11.6%,5,-13.3%,2,-12.2%,16,-10.8%
JAX,5-10,5,-9.5%,8,-7.3%,8,0.7%,4,-23.6%
NO,13-2,6,-9.1%,2,-16.0%,9,1.3%,3,-29.6%
DEN,6-9,7,-7.7%,7,-8.1%,5,-5.7%,18,-10.5%
HOU,10-5,8,-7.6%,11,-4.3%,14,7.7%,1,-33.2%
DAL,9-6,9,-7.1%,6,-8.4%,10,2.9%,5,-22.1%
LAC,11-4,10,-4.1%,10,-4.6%,11,4.1%,11,-15.0%
IND,9-6,11,-3.0%,9,-5.4%,15,10.3%,6,-21.6%
CLE,7-7-1,12,-2.8%,13,1.0%,6,-0.7%,22,-5.8%
ARI,3-12,13,-0.7%,17,2.5%,7,-0.1%,28,-1.3%
TEN,9-6,14,-0.2%,12,-2.0%,16,10.4%,12,-13.3%
PIT,8-6-1,15,1.5%,18,3.1%,24,15.5%,7,-20.1%
LAR,12-3,16,1.7%,16,1.9%,12,5.5%,25,-4.0%
SEA,9-6,17,1.8%,19,4.4%,18,10.7%,13,-12.5%
WAS,7-8,18,1.9%,15,1.7%,13,5.6%,26,-3.7%
PHI,8-7,19,3.4%,21,6.6%,21,13.4%,10,-17.2%
NE,10-5,20,3.6%,20,4.5%,17,10.7%,19,-9.2%
NYJ,4-11,21,4.1%,28,10.4%,19,11.1%,20,-6.3%
NYG,5-10,22,4.8%,14,1.7%,20,12.9%,23,-5.3%
MIA,7-8,23,5.2%,27,9.5%,23,15.3%,21,-6.2%
SF,4-11,24,6.2%,23,7.7%,26,19.2%,15,-11.7%
CAR,6-9,25,7.5%,25,9.2%,27,20.5%,14,-11.8%
DET,5-10,26,8.9%,22,6.7%,30,23.7%,17,-10.7%
GB,6-8-1,27,9.5%,30,12.3%,25,16.8%,30,-0.4%
KC,11-4,28,10.7%,26,9.5%,22,14.1%,32,5.9%
ATL,6-9,29,11.3%,24,9.2%,29,21.6%,27,-3.3%
CIN,6-9,30,11.5%,32,16.8%,28,21.5%,29,-1.1%
OAK,4-11,31,14.7%,31,12.9%,32,32.8%,24,-4.5%
TB,5-10,32,15.0%,29,10.4%,31,25.2%,31,1.5%
