Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,12-4,1,-25.4%,1,-26.9%,1,-21.7%,2,-32.0%
BUF,6-10,2,-14.0%,2,-16.0%,2,-15.3%,15,-12.5%
MIN,8-7-1,3,-12.6%,3,-14.0%,3,-9.2%,10,-16.9%
BAL,10-6,4,-11.7%,4,-13.3%,4,-7.9%,9,-18.0%
HOU,11-5,5,-9.7%,7,-7.6%,13,4.9%,1,-34.5%
DEN,6-10,6,-8.9%,6,-11.3%,5,-7.8%,19,-10.5%
JAX,5-11,7,-8.8%,10,-6.6%,7,-0.5%,5,-20.2%
NO,13-3,8,-7.3%,5,-13.1%,12,4.6%,3,-29.7%
DAL,10-6,9,-6.1%,9,-6.8%,9,3.3%,6,-20.1%
LAC,12-4,10,-4.1%,11,-4.3%,10,4.1%,11,-15.2%
IND,10-6,11,-3.5%,8,-7.2%,15,9.2%,4,-21.2%
ARI,3-13,12,-2.4%,17,0.5%,6,-3.5%,29,-1.2%
CLE,7-8-1,13,-1.6%,20,3.2%,8,0.2%,25,-4.2%
PIT,9-6-1,14,-0.5%,12,-0.5%,21,12.1%,7,-19.9%
PHI,9-7,15,0.9%,18,2.4%,19,10.7%,8,-19.4%
LAR,13-3,16,1.0%,15,0.0%,11,4.5%,24,-4.2%
SEA,10-6,17,1.0%,21,3.6%,16,9.3%,16,-12.0%
TEN,9-7,18,1.3%,16,0.4%,20,11.8%,17,-11.6%
NE,11-5,19,1.4%,13,-0.3%,17,9.5%,13,-12.9%
WAS,7-9,20,2.8%,19,2.8%,14,6.4%,27,-2.5%
DET,6-10,21,4.4%,14,-0.2%,24,16.9%,14,-12.9%
NYJ,4-12,22,4.9%,28,11.9%,22,13.4%,20,-7.3%
CAR,7-9,23,5.5%,24,4.9%,23,16.9%,18,-10.8%
SF,4-12,24,6.5%,25,7.6%,29,21.2%,12,-12.9%
NYG,5-11,25,6.8%,23,4.5%,25,17.1%,21,-6.3%
MIA,7-9,26,7.2%,30,13.1%,27,19.2%,22,-6.3%
KC,12-4,27,7.7%,22,4.1%,18,10.0%,32,4.5%
CIN,6-10,28,9.7%,31,13.5%,26,18.6%,28,-1.7%
GB,6-9-1,29,11.6%,32,14.8%,28,20.6%,30,-0.3%
ATL,7-9,30,12.5%,26,9.2%,30,23.4%,26,-3.3%
OAK,4-12,31,14.2%,27,11.6%,32,32.3%,23,-5.0%
TB,5-11,32,16.2%,29,12.6%,31,27.2%,31,1.6%
