Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,5-3,1,-17.0%,1,-15.8%,5,-7.2%,1,-33.0%
BUF,2-7,2,-12.4%,2,-14.5%,2,-10.6%,13,-15.0%
HOU,6-3,3,-12.1%,3,-12.5%,10,0.4%,2,-31.2%
ARI,2-6,4,-11.1%,4,-11.6%,4,-8.0%,14,-14.4%
MIN,5-3-1,5,-9.7%,6,-8.9%,9,0.0%,5,-24.6%
DEN,3-6,6,-9.4%,5,-9.7%,1,-10.7%,22,-7.8%
SEA,4-4,7,-8.8%,7,-8.9%,6,-3.8%,12,-16.3%
JAX,3-5,8,-8.4%,8,-7.5%,8,-0.5%,9,-18.5%
NYJ,3-6,9,-7.5%,9,-5.6%,7,-1.8%,11,-16.7%
CLE,2-6-1,10,-5.0%,11,-2.8%,3,-8.8%,30,0.4%
BAL,4-5,11,-4.9%,10,-4.2%,11,3.9%,10,-18.2%
DAL,3-5,12,-3.3%,12,-2.7%,22,10.9%,7,-21.2%
NE,7-2,13,-1.5%,13,-2.3%,23,11.3%,4,-25.4%
CAR,6-2,14,-1.4%,14,-2.3%,17,8.0%,8,-18.9%
LAC,6-2,15,-0.7%,15,-1.2%,13,5.8%,19,-10.3%
PHI,4-4,16,-0.3%,18,2.3%,12,5.1%,15,-14.0%
LAR,8-1,17,0.5%,16,1.4%,14,6.5%,21,-8.6%
MIA,5-4,18,1.4%,22,3.6%,21,10.8%,20,-8.8%
SF,2-7,19,1.8%,20,2.4%,20,9.7%,18,-10.5%
CIN,5-3,20,2.4%,23,3.8%,16,7.5%,24,-6.1%
TEN,4-4,21,2.4%,17,1.8%,25,15.7%,16,-13.6%
PIT,5-2-1,22,2.8%,21,2.4%,26,15.8%,6,-22.4%
IND,3-5,23,3.5%,24,4.4%,24,15.3%,17,-12.6%
NO,7-1,24,3.8%,19,2.3%,27,20.1%,3,-26.9%
GB,3-4-1,25,4.4%,25,5.1%,15,6.9%,31,1.1%
WAS,5-3,26,6.1%,27,7.4%,19,9.5%,28,-0.3%
KC,8-1,27,8.2%,26,7.2%,18,9.1%,32,6.7%
NYG,1-7,28,8.6%,28,8.1%,28,20.6%,23,-7.1%
DET,3-5,29,12.0%,29,11.2%,29,23.1%,27,-0.7%
ATL,4-4,30,17.7%,30,19.9%,30,28.0%,29,0.2%
OAK,1-7,31,21.8%,32,23.7%,32,48.3%,25,-5.3%
TB,3-5,32,23.1%,31,23.3%,31,41.6%,26,-5.1%
