Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,2-1,1,-27.8%,1,-27.8%,4,-20.3%,3,-40.9%
NYJ,1-2,2,-27.8%,2,-27.8%,1,-40.1%,20,-6.6%
CLE,1-1-1,3,-22.3%,3,-22.3%,3,-23.5%,10,-20.9%
MIA,3-0,4,-21.0%,4,-21.0%,8,-17.3%,6,-26.2%
BAL,2-1,5,-19.6%,5,-19.6%,6,-19.0%,11,-20.3%
MIN,1-1-1,6,-18.5%,6,-18.5%,9,-8.6%,4,-32.0%
LAR,3-0,7,-14.2%,7,-14.2%,2,-25.5%,26,2.1%
SEA,1-2,8,-13.5%,8,-13.5%,5,-19.4%,21,-5.3%
JAX,2-1,9,-12.4%,9,-12.4%,10,-1.5%,7,-25.7%
PHI,2-1,10,-12.2%,10,-12.2%,12,1.1%,2,-42.2%
WAS,2-1,11,-9.0%,11,-9.0%,7,-18.5%,30,9.1%
ARI,0-3,12,-5.8%,12,-5.8%,16,7.1%,13,-17.8%
DAL,1-2,13,-4.6%,13,-4.6%,11,0.3%,18,-10.1%
IND,1-2,14,-4.5%,14,-4.5%,13,1.7%,15,-14.2%
CIN,2-1,15,-1.2%,15,-1.2%,14,5.9%,16,-12.8%
HOU,0-3,16,-0.3%,16,-0.3%,27,32.5%,5,-31.6%
DEN,2-1,17,2.5%,17,2.5%,22,19.6%,9,-23.5%
DET,1-2,18,4.7%,18,4.7%,15,6.5%,27,2.9%
TEN,2-1,19,4.7%,19,4.7%,17,10.1%,24,-2.7%
PIT,1-1-1,20,5.8%,20,5.8%,19,17.2%,14,-17.1%
BUF,1-2,21,7.7%,21,7.7%,18,15.4%,19,-9.0%
NYG,1-2,22,8.5%,22,8.5%,20,17.4%,22,-5.3%
CAR,2-1,23,8.8%,23,8.8%,23,20.3%,17,-11.8%
NE,1-2,24,9.0%,24,9.0%,25,28.3%,12,-19.9%
NO,2-1,25,11.7%,25,11.7%,32,47.6%,1,-48.8%
SF,1-2,26,13.0%,26,13.0%,28,33.8%,8,-24.5%
ATL,1-2,27,15.8%,27,15.8%,21,19.6%,31,9.5%
LAC,1-2,28,17.7%,28,17.7%,29,34.9%,25,-2.1%
GB,1-1-1,29,18.2%,29,18.2%,24,23.1%,32,10.3%
TB,2-1,30,21.0%,30,21.0%,26,32.4%,23,-4.7%
OAK,0-3,31,27.8%,31,27.8%,31,44.3%,29,5.2%
KC,3-0,32,29.8%,32,29.8%,30,41.6%,28,5.1%
