Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
CHI,4-3,1,-15.2%,1,-14.6%,6,-4.7%,1,-31.6%
HOU,5-3,2,-12.9%,2,-13.5%,7,-2.0%,2,-29.4%
SEA,4-3,3,-12.7%,3,-13.0%,4,-7.9%,9,-20.2%
BUF,2-6,4,-11.5%,4,-12.9%,3,-10.0%,13,-13.9%
CLE,2-5-1,5,-11.3%,6,-10.3%,1,-16.6%,26,-3.9%
ARI,2-6,6,-10.6%,5,-10.7%,5,-6.3%,12,-15.1%
DEN,3-5,7,-8.6%,7,-8.4%,2,-13.3%,28,-2.3%
DAL,3-4,8,-8.0%,8,-7.9%,17,6.2%,4,-26.8%
BAL,4-4,9,-7.5%,9,-6.6%,11,2.3%,8,-21.9%
JAX,3-5,10,-6.8%,10,-6.3%,10,1.5%,10,-17.5%
MIN,4-3-1,11,-5.8%,11,-4.2%,14,5.9%,7,-22.9%
NYJ,3-5,12,-3.9%,13,-1.6%,9,1.0%,17,-11.9%
LAR,8-0,13,-2.7%,12,-1.9%,8,-1.0%,24,-5.4%
WAS,5-2,14,-1.6%,14,-1.3%,12,3.0%,19,-10.0%
NE,6-2,15,0.2%,16,0.1%,21,14.1%,5,-25.6%
CAR,5-2,16,0.3%,15,0.0%,20,10.3%,11,-17.0%
PHI,4-4,17,0.7%,21,3.0%,15,5.9%,15,-12.6%
LAC,5-2,18,1.2%,17,0.7%,16,5.9%,23,-6.1%
GB,3-3-1,19,2.4%,19,2.7%,13,5.0%,29,-1.3%
TEN,3-4,20,2.6%,20,2.8%,23,15.1%,16,-12.3%
IND,3-5,21,3.2%,22,3.5%,22,15.1%,14,-13.3%
CIN,5-3,22,4.0%,24,5.2%,19,8.8%,25,-4.0%
NO,6-1,23,4.2%,18,2.7%,27,21.1%,3,-26.9%
PIT,4-2-1,23,4.2%,23,4.7%,26,18.9%,6,-23.8%
MIA,4-4,25,4.4%,25,6.0%,25,16.6%,21,-8.2%
SF,1-7,26,5.6%,26,6.3%,24,16.1%,18,-10.7%
KC,7-1,27,7.1%,27,6.4%,18,6.4%,32,8.4%
NYG,1-7,28,9.7%,28,9.8%,28,22.4%,22,-7.0%
DET,3-4,29,13.6%,29,13.5%,29,26.4%,30,-1.3%
ATL,3-4,30,17.9%,30,19.5%,30,28.8%,31,0.1%
OAK,1-6,31,19.7%,31,20.2%,31,41.5%,27,-3.5%
TB,3-4,32,24.0%,32,24.4%,32,45.1%,20,-9.8%
