Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,7-1,1,24.6%,1,24.9%,1,59.6%,16,-10.3%
GB,5-2,2,22.9%,4,22.2%,4,43.8%,9,-2.6%
SEA,6-1,3,22.7%,3,22.5%,3,45.6%,8,0.4%
TEN,5-2,4,21.8%,2,23.0%,2,50.1%,7,1.6%
LAR,5-3,5,14.3%,5,14.2%,12,21.8%,1,10.5%
TB,6-2,6,13.1%,6,13.8%,6,33.5%,14,-7.3%
NO,5-2,7,9.3%,7,9.1%,9,24.8%,13,-6.6%
BUF,6-2,8,8.0%,10,7.8%,5,38.4%,25,-18.5%
SF,4-4,9,7.7%,11,7.5%,16,17.5%,6,2.4%
ARI,5-2,10,7.3%,9,7.9%,13,18.5%,4,6.1%
LAC,2-5,11,7.1%,8,8.4%,7,33.5%,26,-19.1%
CAR,3-5,12,6.7%,12,6.7%,11,23.6%,11,-5.2%
LV,4-3,13,4.7%,14,3.8%,8,31.6%,27,-19.9%
PIT,7-0,14,3.8%,13,4.0%,17,17.1%,15,-7.7%
HOU,1-6,15,3.2%,17,2.5%,10,24.7%,32,-27.8%
MIN,2-5,16,3.1%,15,2.6%,22,4.8%,3,7.3%
CLE,5-3,17,1.0%,16,2.5%,19,15.6%,10,-4.5%
DET,3-4,18,0.8%,18,0.3%,18,16.7%,19,-13.4%
JAX,1-6,19,-0.7%,22,-2.8%,21,5.6%,12,-6.5%
BAL,5-2,20,-1.0%,21,-2.4%,24,0.0%,2,7.5%
MIA,4-3,21,-1.0%,19,-0.1%,15,17.8%,28,-21.7%
IND,5-2,22,-1.4%,20,-0.7%,20,15.5%,22,-16.7%
ATL,2-6,23,-3.3%,23,-3.7%,14,18.2%,31,-26.0%
NE,2-5,24,-12.5%,25,-15.7%,30,-24.5%,5,2.8%
CIN,2-5-1,25,-13.3%,24,-12.6%,23,2.8%,23,-17.6%
DAL,2-6,26,-15.7%,26,-17.3%,26,-9.7%,24,-17.9%
CHI,5-3,27,-17.0%,27,-17.6%,25,-7.0%,30,-24.5%
NYG,1-7,28,-18.6%,28,-18.0%,27,-15.6%,21,-15.1%
PHI,3-4-1,29,-20.5%,29,-19.3%,28,-20.3%,17,-10.9%
DEN,3-4,30,-21.2%,30,-21.1%,29,-23.4%,18,-11.4%
WAS,2-5,31,-22.3%,31,-21.4%,31,-25.2%,20,-14.0%
NYJ,0-8,32,-31.5%,32,-31.8%,32,-31.8%,29,-24.0%
