Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,9-1,1,26.0%,1,26.7%,1,57.1%,19,-10.2%
GB,7-3,2,21.7%,3,19.9%,3,44.3%,12,-7.3%
TEN,7-3,3,20.4%,2,21.7%,2,49.0%,6,-1.2%
SEA,7-3,4,16.6%,4,16.2%,4,37.0%,8,-3.9%
NO,8-2,5,15.0%,5,15.3%,10,25.0%,2,5.5%
LAR,7-3,6,13.5%,6,12.0%,12,23.2%,1,7.6%
LV,6-4,7,10.6%,7,10.1%,6,34.1%,14,-8.4%
TB,7-4,8,9.6%,10,8.5%,9,26.5%,15,-9.0%
MIN,4-6,9,8.1%,8,9.2%,15,19.7%,4,3.1%
LAC,3-7,10,7.5%,9,8.6%,5,35.0%,27,-21.8%
ARI,6-4,11,7.0%,11,8.3%,11,24.2%,5,1.2%
BUF,7-3,12,6.7%,13,4.8%,7,32.3%,23,-17.3%
CAR,4-7,13,5.9%,12,5.6%,13,22.9%,10,-5.9%
HOU,3-7,14,2.4%,14,1.0%,8,28.5%,32,-38.0%
DET,4-6,15,0.7%,17,-0.4%,18,15.8%,22,-16.1%
IND,7-3,16,0.4%,15,1.0%,19,15.5%,20,-13.1%
PIT,10-0,17,0.2%,16,0.0%,14,20.5%,29,-23.5%
SF,4-6,18,-0.1%,18,-1.0%,21,7.1%,7,-3.0%
NE,4-6,19,-0.9%,20,-1.9%,24,-3.8%,3,4.9%
MIA,6-4,20,-1.9%,19,-1.6%,16,18.2%,26,-21.3%
ATL,3-7,21,-3.0%,21,-3.6%,17,17.0%,30,-23.7%
CLE,7-3,22,-3.2%,22,-4.3%,20,13.0%,16,-9.4%
BAL,6-4,23,-6.3%,23,-7.9%,22,3.8%,9,-5.8%
NYG,3-7,24,-10.7%,24,-8.1%,26,-8.8%,11,-7.1%
JAX,1-9,25,-11.7%,26,-16.1%,27,-8.9%,18,-10.1%
DAL,3-7,26,-13.2%,27,-16.5%,25,-8.2%,21,-14.3%
CIN,2-7-1,27,-16.3%,25,-15.7%,23,-1.6%,25,-21.1%
WAS,3-7,28,-19.9%,28,-18.6%,31,-23.4%,13,-8.2%
CHI,5-5,29,-20.9%,30,-21.7%,28,-9.4%,31,-30.5%
PHI,3-6-1,30,-20.9%,29,-19.4%,30,-21.9%,17,-9.9%
NYJ,0-10,31,-23.3%,31,-23.1%,29,-18.6%,28,-22.2%
DEN,4-6,32,-26.2%,32,-26.8%,32,-24.9%,24,-19.7%
