Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,8-1,1,24.9%,1,25.9%,1,58.6%,19,-13.6%
GB,6-2,2,24.6%,2,23.1%,3,47.5%,9,-4.1%
TEN,6-2,3,20.2%,3,21.5%,2,49.8%,7,-2.0%
SEA,6-2,4,18.1%,4,17.4%,4,38.0%,8,-2.1%
LAR,5-3,5,13.5%,6,12.5%,15,19.9%,2,10.8%
NO,6-2,6,13.4%,5,13.4%,7,32.0%,12,-5.9%
MIN,3-5,7,9.9%,7,10.3%,18,13.8%,1,12.5%
CAR,3-6,8,9.6%,8,9.8%,9,28.5%,11,-5.4%
ARI,5-3,9,8.4%,9,9.5%,11,26.2%,4,0.1%
BUF,7-2,10,8.4%,11,7.5%,5,36.2%,23,-16.9%
LAC,2-6,11,6.6%,10,8.1%,6,32.6%,27,-19.2%
LV,5-3,12,6.3%,13,5.2%,8,30.1%,20,-14.6%
TB,6-3,13,6.1%,12,5.7%,13,21.6%,14,-9.5%
HOU,2-6,14,2.5%,17,1.8%,10,26.6%,32,-33.8%
PIT,8-0,15,2.0%,14,2.2%,16,18.6%,22,-15.8%
SF,4-5,16,1.8%,16,1.8%,21,8.8%,6,-1.0%
CLE,5-3,17,0.2%,18,1.1%,17,14.9%,10,-5.3%
MIA,5-3,18,0.0%,15,1.8%,14,20.3%,28,-21.6%
DET,3-5,19,-0.2%,20,-1.2%,19,12.3%,15,-11.2%
ATL,3-6,20,-0.8%,19,-1.0%,12,22.6%,30,-25.9%
JAX,1-7,21,-1.3%,22,-4.7%,22,5.9%,13,-9.3%
IND,5-3,22,-3.0%,21,-2.1%,20,11.1%,21,-15.4%
BAL,6-2,23,-3.3%,23,-5.5%,23,2.4%,5,-0.7%
NE,3-5,24,-8.5%,24,-12.0%,28,-17.7%,3,2.9%
CIN,2-5-1,25,-14.1%,25,-13.3%,24,1.6%,26,-17.7%
NYG,2-7,26,-16.1%,26,-15.2%,27,-14.6%,16,-11.3%
DAL,2-7,27,-16.6%,28,-19.5%,26,-12.0%,24,-17.3%
CHI,5-4,28,-18.7%,27,-19.1%,25,-6.9%,31,-27.6%
DEN,3-5,29,-22.1%,30,-22.4%,29,-20.9%,25,-17.5%
PHI,3-4-1,30,-22.1%,29,-20.7%,31,-21.7%,17,-12.9%
WAS,2-6,31,-24.4%,31,-23.8%,32,-28.2%,18,-12.9%
NYJ,0-9,32,-24.7%,32,-25.1%,30,-21.0%,29,-23.3%
