Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,4-0,1,31.2%,1,31.2%,2,62.0%,11,-4.6%
KC,4-1,2,25.6%,2,25.6%,1,62.3%,17,-15.2%
SEA,5-0,3,23.6%,3,23.6%,3,49.1%,9,-3.7%
LAR,4-1,4,21.8%,4,21.8%,7,33.0%,1,11.5%
TEN,4-0,5,12.7%,5,12.7%,5,46.1%,16,-10.5%
LV,3-2,6,12.1%,6,12.1%,6,40.6%,24,-19.7%
BUF,4-1,7,9.2%,7,9.2%,4,46.6%,32,-31.6%
MIN,1-4,8,8.8%,8,8.8%,20,10.2%,2,10.1%
CAR,3-2,9,8.1%,9,8.1%,10,29.0%,12,-6.2%
JAX,1-4,10,8.0%,10,8.0%,15,17.3%,10,-4.1%
TB,3-2,11,7.2%,11,7.2%,12,22.4%,8,-1.1%
DAL,2-3,12,6.5%,12,6.5%,14,19.9%,14,-7.5%
PIT,4-0,13,6.0%,13,6.0%,9,29.3%,21,-17.6%
CLE,4-1,14,5.6%,14,5.6%,18,12.4%,4,7.6%
MIA,2-3,15,4.7%,15,4.7%,11,24.5%,23,-19.0%
NO,3-2,16,4.4%,16,4.4%,16,14.7%,13,-6.3%
BAL,4-1,17,3.6%,17,3.6%,19,10.2%,5,6.6%
HOU,1-4,18,3.1%,18,3.1%,13,20.5%,20,-17.0%
NE,2-2,19,2.3%,19,2.3%,24,-0.9%,3,9.8%
ARI,3-2,20,1.4%,20,1.4%,17,13.3%,7,-0.3%
LAC,1-4,21,0.1%,21,0.1%,8,33.0%,30,-28.7%
ATL,0-5,22,-4.5%,22,-4.5%,23,3.6%,15,-9.3%
DET,1-3,23,-5.0%,23,-5.0%,21,8.7%,18,-17.0%
SF,2-3,24,-5.2%,24,-5.2%,25,-5.0%,6,1.1%
IND,3-2,25,-9.2%,25,-9.2%,22,6.6%,27,-21.9%
CHI,4-1,26,-14.7%,26,-14.7%,26,-8.1%,26,-21.8%
CIN,1-3-1,27,-24.2%,27,-24.2%,27,-14.2%,29,-26.7%
NYJ,0-5,28,-25.2%,28,-25.2%,28,-22.7%,28,-23.6%
PHI,1-3-1,29,-26.6%,29,-26.6%,29,-26.2%,25,-19.8%
DEN,1-3,30,-30.3%,30,-30.3%,31,-31.9%,22,-17.6%
WAS,1-4,31,-33.0%,31,-33.0%,32,-41.7%,19,-17.0%
NYG,0-5,32,-34.4%,32,-34.4%,30,-29.8%,31,-31.1%
