Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
LAR,2-1,1,34.6%,1,34.6%,4,52.7%,2,20.3%
GB,3-0,2,27.8%,2,27.8%,5,45.7%,4,8.0%
SEA,3-0,3,27.3%,3,27.3%,3,61.5%,9,-7.1%
NE,2-1,4,26.9%,4,26.9%,10,27.8%,1,26.1%
KC,3-0,5,25.2%,5,25.2%,1,70.6%,26,-23.8%
BUF,3-0,6,22.3%,6,22.3%,2,61.9%,28,-25.6%
JAX,1-2,7,13.4%,7,13.4%,16,19.0%,3,9.9%
SF,2-1,8,11.3%,8,11.3%,7,41.6%,15,-13.9%
LV,2-1,9,8.9%,9,8.9%,8,38.2%,27,-23.8%
NO,1-2,10,8.5%,10,8.5%,9,29.5%,16,-16.4%
TEN,3-0,11,7.4%,11,7.4%,6,42.4%,20,-19.2%
DAL,1-2,12,5.5%,12,5.5%,13,23.6%,13,-12.7%
BAL,2-1,13,4.9%,13,4.9%,20,11.8%,5,5.3%
PIT,3-0,14,4.4%,14,4.4%,11,27.3%,23,-20.7%
MIA,1-2,15,2.3%,15,2.3%,12,24.1%,22,-20.3%
TB,2-1,16,2.2%,16,2.2%,19,14.3%,8,-5.6%
LAC,1-2,17,1.8%,17,1.8%,14,23.6%,14,-13.3%
IND,2-1,18,-0.7%,18,-0.7%,15,21.8%,21,-19.6%
ATL,0-3,19,-0.8%,19,-0.8%,17,16.4%,24,-20.7%
CAR,1-2,20,-1.7%,20,-1.7%,18,15.1%,12,-11.6%
HOU,0-3,21,-2.7%,21,-2.7%,22,9.0%,18,-17.4%
DET,1-2,22,-3.9%,22,-3.9%,21,10.6%,17,-16.9%
MIN,0-3,23,-5.0%,23,-5.0%,26,-4.3%,6,-0.6%
ARI,2-1,24,-8.9%,24,-8.9%,25,-3.7%,7,-1.9%
CLE,2-1,25,-9.0%,25,-9.0%,23,5.3%,10,-7.6%
CHI,3-0,26,-14.1%,26,-14.1%,27,-8.2%,19,-17.9%
CIN,0-2-1,27,-18.8%,27,-18.8%,24,4.0%,31,-46.1%
PHI,0-2-1,28,-34.2%,28,-34.2%,32,-45.4%,11,-10.1%
WAS,1-2,29,-35.3%,29,-35.3%,31,-43.6%,25,-22.7%
DEN,0-3,30,-35.7%,30,-35.7%,29,-30.5%,30,-37.5%
NYJ,0-3,31,-37.8%,31,-37.8%,30,-39.4%,29,-33.1%
NYG,0-3,32,-43.0%,32,-43.0%,28,-30.5%,32,-60.7%
