Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,4-0,1,30.4%,1,30.4%,2,61.2%,9,-4.9%
LAR,3-1,2,22.6%,2,22.6%,8,30.2%,1,16.0%
SEA,4-0,3,22.3%,3,22.3%,4,50.7%,10,-6.9%
KC,4-0,4,21.9%,4,21.9%,1,64.0%,22,-20.4%
BUF,4-0,5,19.5%,5,19.5%,3,59.1%,31,-30.0%
JAX,1-3,6,16.9%,6,16.9%,11,25.7%,6,4.4%
TB,3-1,7,9.0%,7,9.0%,12,24.8%,7,-1.1%
NO,2-2,8,8.3%,8,8.3%,10,25.9%,11,-8.8%
CLE,3-1,9,7.5%,9,7.5%,20,12.7%,2,13.4%
LV,2-2,10,6.4%,10,6.4%,7,31.9%,29,-27.5%
BAL,3-1,11,6.1%,11,6.1%,17,18.0%,5,4.6%
DAL,1-3,12,6.1%,12,6.1%,15,20.4%,13,-9.8%
TEN,3-0,13,5.9%,13,5.9%,5,38.9%,20,-18.6%
CAR,2-2,14,5.8%,14,5.8%,9,28.8%,12,-8.9%
SF,2-2,15,4.8%,15,4.8%,16,18.0%,8,-3.8%
MIN,1-3,16,4.5%,16,4.5%,24,5.7%,4,6.8%
NE,2-2,17,2.3%,17,2.3%,26,-1.0%,3,9.8%
PIT,3-0,18,1.4%,18,1.4%,13,23.1%,23,-22.1%
LAC,1-3,19,1.1%,19,1.1%,6,36.2%,27,-27.0%
HOU,0-4,20,0.3%,20,0.3%,18,16.5%,25,-23.9%
ATL,0-4,21,-1.8%,21,-1.8%,19,14.3%,18,-17.5%
MIA,1-3,22,-2.9%,22,-2.9%,22,8.7%,16,-16.6%
DET,1-3,23,-5.1%,23,-5.1%,21,9.2%,19,-18.0%
IND,3-1,24,-5.5%,24,-5.5%,14,21.8%,28,-27.1%
ARI,2-2,25,-7.6%,25,-7.6%,23,5.8%,14,-10.4%
CIN,1-2-1,26,-9.8%,26,-9.8%,25,2.3%,17,-16.8%
CHI,3-1,27,-15.5%,27,-15.5%,27,-7.1%,26,-25.0%
NYJ,0-4,28,-28.3%,28,-28.3%,28,-25.9%,30,-29.8%
WAS,1-3,29,-28.3%,29,-28.3%,31,-36.2%,15,-14.2%
DEN,1-3,30,-30.1%,30,-30.1%,29,-30.2%,21,-19.9%
PHI,1-2-1,31,-34.2%,31,-34.2%,32,-36.8%,24,-23.7%
NYG,0-4,32,-39.8%,32,-39.8%,30,-30.8%,32,-42.6%
