Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
SEA,5-0,1,26.5%,1,26.3%,3,52.4%,8,-1.4%
KC,5-1,2,26.0%,2,26.2%,1,61.9%,15,-7.4%
TEN,5-0,3,23.7%,3,24.0%,2,58.9%,11,-2.7%
GB,4-1,4,18.4%,5,18.1%,6,36.6%,10,-2.6%
LAR,4-2,5,18.0%,4,18.4%,10,26.2%,1,14.5%
LV,3-2,6,14.3%,6,14.0%,5,42.5%,24,-17.1%
TB,4-2,7,12.1%,7,12.5%,9,28.4%,6,1.3%
HOU,1-5,8,9.6%,8,9.4%,8,29.8%,23,-17.0%
PIT,5-0,9,8.4%,9,8.5%,12,25.0%,14,-5.6%
NO,3-2,10,7.7%,11,7.7%,14,18.2%,12,-3.2%
BUF,4-2,11,7.6%,10,7.8%,4,45.0%,32,-31.7%
ARI,4-2,12,6.4%,12,6.5%,18,13.3%,2,10.1%
SF,3-3,13,4.3%,14,4.2%,17,13.8%,9,-2.2%
MIA,3-3,14,4.1%,13,4.5%,13,23.2%,25,-17.2%
CAR,3-3,15,4.1%,15,3.9%,11,25.7%,16,-9.5%
LAC,1-4,16,2.6%,16,3.0%,7,35.5%,31,-26.3%
JAX,1-5,17,1.1%,17,0.6%,21,9.2%,17,-10.6%
BAL,5-1,18,0.8%,18,0.2%,20,10.0%,5,3.9%
DET,2-3,19,0.4%,19,0.1%,19,10.6%,13,-4.9%
MIN,1-5,20,-0.3%,20,-0.8%,25,-2.8%,4,4.3%
IND,4-2,21,-1.2%,21,-1.0%,15,14.0%,22,-16.0%
ATL,1-5,22,-2.4%,22,-2.5%,16,14.0%,26,-18.6%
CLE,4-2,23,-4.8%,23,-4.0%,23,-0.2%,7,-0.3%
DAL,2-4,24,-5.0%,24,-5.2%,22,3.4%,18,-11.7%
NE,2-3,25,-7.5%,25,-8.3%,27,-17.2%,3,5.1%
CHI,5-1,26,-12.6%,26,-12.9%,24,-2.4%,28,-22.8%
CIN,1-4-1,27,-22.0%,27,-21.8%,26,-12.0%,27,-18.9%
PHI,1-4-1,28,-23.0%,28,-22.4%,28,-23.7%,19,-12.3%
DEN,2-3,29,-25.6%,29,-25.8%,31,-29.1%,20,-13.7%
WAS,1-5,30,-27.4%,30,-27.2%,32,-32.8%,21,-15.1%
NYJ,0-6,31,-28.8%,31,-28.9%,30,-28.6%,29,-23.6%
NYG,1-5,32,-29.0%,32,-28.9%,29,-25.7%,30,-24.9%
