Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,11-1,1,30.9%,1,33.0%,1,60.4%,10,-5.7%
GB,9-3,2,28.3%,2,28.5%,2,52.9%,7,-1.3%
TEN,8-4,3,21.5%,3,21.3%,3,47.7%,3,3.5%
LAR,8-4,4,12.8%,5,11.1%,11,20.7%,1,8.7%
SEA,8-4,5,12.1%,8,8.4%,6,30.9%,14,-6.9%
TB,7-5,6,11.5%,6,10.6%,7,27.4%,15,-7.0%
BUF,9-3,7,11.0%,4,11.3%,4,37.7%,23,-15.0%
NO,10-2,8,10.3%,7,10.5%,16,17.7%,2,6.8%
HOU,4-8,9,5.3%,9,4.4%,5,30.9%,32,-35.0%
CAR,4-8,10,5.3%,10,4.2%,9,21.2%,11,-6.0%
ARI,6-6,11,2.4%,14,1.4%,17,16.5%,6,-1.2%
CLE,9-3,12,2.4%,11,3.5%,8,21.3%,13,-6.7%
MIN,6-6,13,2.3%,12,1.6%,14,19.4%,12,-6.5%
LV,7-5,14,2.3%,19,-1.6%,13,20.1%,21,-13.6%
DET,5-7,15,1.2%,15,0.0%,18,16.2%,22,-15.0%
IND,8-4,16,0.5%,13,1.5%,19,14.9%,20,-12.7%
PIT,11-1,17,0.0%,17,-1.3%,15,18.6%,30,-24.4%
LAC,3-9,18,0.0%,16,-1.0%,12,20.4%,29,-23.4%
MIA,8-4,19,-0.4%,18,-1.4%,10,20.7%,27,-21.8%
SF,5-7,20,-1.1%,20,-3.3%,21,13.2%,18,-8.9%
BAL,7-5,21,-3.5%,21,-5.4%,22,1.8%,5,1.3%
ATL,4-8,22,-5.1%,23,-6.4%,20,13.8%,31,-26.2%
NE,6-6,23,-5.3%,22,-6.0%,27,-9.8%,4,2.0%
JAX,1-11,24,-8.1%,25,-10.8%,25,-5.4%,8,-2.3%
DAL,3-9,25,-10.1%,26,-12.8%,23,-3.8%,19,-12.6%
NYG,5-7,26,-12.6%,24,-10.3%,28,-14.1%,9,-3.7%
CHI,5-7,27,-15.0%,28,-15.7%,24,-5.2%,26,-21.7%
WAS,5-7,28,-17.7%,27,-15.4%,30,-18.4%,17,-7.9%
PHI,3-8-1,29,-18.3%,29,-18.3%,31,-18.9%,16,-7.4%
CIN,2-9-1,30,-20.0%,30,-19.6%,26,-8.8%,28,-21.9%
NYJ,0-12,31,-22.5%,31,-21.8%,29,-18.0%,25,-21.0%
DEN,4-8,32,-25.1%,32,-26.0%,32,-22.9%,24,-20.7%
