Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,6-1,1,25.1%,1,25.5%,1,56.4%,11,-3.1%
SEA,5-1,2,21.0%,3,20.7%,4,40.1%,6,3.6%
TEN,5-1,3,20.7%,2,20.9%,2,54.1%,13,-4.0%
GB,5-1,4,20.1%,4,19.4%,5,39.8%,9,-2.3%
LAR,5-2,5,19.0%,5,18.7%,9,29.7%,1,12.2%
TB,5-2,6,14.6%,6,15.0%,8,35.0%,12,-3.6%
NO,4-2,7,11.1%,8,11.0%,12,25.4%,10,-2.8%
SF,4-3,8,10.9%,7,11.2%,14,21.2%,2,5.3%
LV,3-3,9,9.2%,9,9.0%,6,37.7%,27,-23.8%
CAR,3-4,10,7.9%,11,7.9%,10,29.4%,17,-8.6%
ARI,5-2,11,7.9%,10,8.0%,15,20.6%,4,5.0%
BUF,5-2,12,7.7%,12,7.4%,3,41.8%,32,-29.0%
LAC,2-4,13,5.3%,13,5.7%,7,35.9%,28,-24.7%
HOU,1-6,14,4.6%,14,4.5%,11,25.9%,31,-26.1%
CLE,5-2,15,4.0%,15,4.4%,16,18.1%,8,-2.0%
MIA,3-3,16,3.4%,16,3.8%,13,22.9%,23,-18.4%
PIT,6-0,17,2.8%,17,2.8%,19,14.1%,15,-6.1%
DET,3-3,18,2.3%,18,2.1%,17,17.2%,18,-8.9%
BAL,5-1,19,0.9%,19,0.2%,21,9.8%,5,4.2%
JAX,1-6,20,0.1%,21,-0.7%,22,6.2%,14,-5.3%
MIN,1-5,21,-0.2%,20,0.0%,23,-3.3%,3,5.1%
IND,4-2,22,-3.0%,22,-2.6%,20,11.5%,21,-17.0%
ATL,1-6,23,-4.1%,23,-4.1%,18,15.6%,30,-25.3%
DAL,2-5,24,-13.5%,24,-14.2%,25,-6.5%,22,-17.6%
NE,2-4,25,-14.9%,26,-16.4%,30,-29.9%,7,2.4%
CHI,5-2,26,-16.6%,27,-16.7%,26,-7.0%,29,-25.2%
PHI,2-4-1,27,-16.7%,25,-16.4%,27,-16.7%,16,-8.4%
CIN,1-5-1,28,-18.2%,28,-18.2%,24,-4.7%,24,-20.2%
WAS,2-5,29,-22.7%,29,-22.5%,29,-25.9%,20,-13.9%
NYG,1-6,30,-25.3%,30,-25.4%,28,-23.2%,25,-20.5%
DEN,2-4,31,-28.1%,31,-28.5%,31,-34.7%,19,-13.1%
NYJ,0-7,32,-31.9%,32,-32.2%,32,-34.7%,26,-20.8%
