Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,2-0,1,36.7%,1,36.7%,8,46.0%,1,29.7%
SEA,2-0,2,34.9%,2,34.9%,1,78.3%,7,1.2%
LAR,2-0,3,30.8%,3,30.8%,5,50.7%,2,15.5%
NE,1-1,4,27.5%,4,27.5%,9,44.0%,3,12.8%
BAL,2-0,5,23.3%,5,23.3%,4,56.9%,15,-8.7%
JAX,1-1,6,21.9%,6,21.9%,10,36.1%,5,4.6%
BUF,2-0,7,20.7%,7,20.7%,3,64.3%,29,-39.1%
KC,2-0,8,15.7%,8,15.7%,6,46.8%,18,-12.6%
TEN,2-0,9,13.5%,9,13.5%,2,68.3%,24,-27.5%
LV,2-0,10,10.4%,10,10.4%,7,46.8%,23,-26.7%
DAL,1-1,11,6.9%,11,6.9%,14,22.9%,13,-7.4%
NO,1-1,12,6.5%,12,6.5%,13,23.1%,19,-14.6%
ATL,0-2,13,3.8%,13,3.8%,12,33.6%,28,-37.0%
PIT,2-0,14,-1.1%,14,-1.1%,11,34.5%,30,-44.2%
CAR,0-2,15,-1.1%,15,-1.1%,17,5.3%,9,0.5%
DET,0-2,16,-1.3%,16,-1.3%,20,1.7%,12,-2.6%
LAC,1-1,17,-2.1%,17,-2.1%,15,17.8%,17,-11.8%
HOU,0-2,18,-4.5%,18,-4.5%,22,-1.2%,8,1.1%
TB,1-1,19,-4.7%,19,-4.7%,21,-0.5%,11,-2.3%
SF,1-1,20,-5.5%,20,-5.5%,16,11.5%,21,-17.8%
IND,1-1,21,-6.6%,21,-6.6%,19,1.8%,16,-11.0%
MIA,0-2,22,-7.4%,22,-7.4%,18,1.9%,20,-16.8%
ARI,2-0,23,-8.9%,23,-8.9%,24,-3.2%,10,0.1%
CHI,2-0,24,-12.6%,24,-12.6%,25,-4.6%,22,-18.3%
MIN,0-2,25,-13.1%,25,-13.1%,30,-22.3%,4,8.5%
CLE,1-1,26,-15.7%,26,-15.7%,26,-11.1%,14,-7.6%
CIN,0-2,27,-20.9%,27,-20.9%,23,-1.3%,31,-45.9%
DEN,0-2,28,-26.1%,28,-26.1%,27,-16.5%,27,-34.9%
NYJ,0-2,29,-27.3%,29,-27.3%,28,-19.4%,26,-33.1%
WAS,1-1,30,-32.6%,30,-32.6%,31,-33.4%,25,-28.5%
NYG,0-2,31,-36.3%,31,-36.3%,29,-22.2%,32,-62.1%
PHI,0-2,32,-37.6%,32,-37.6%,32,-58.2%,6,3.0%
