Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,8-1,1,24.3%,1,24.7%,1,58.0%,21,-14.4%
GB,7-2,2,21.1%,3,18.6%,3,44.2%,13,-7.3%
TEN,6-3,3,20.8%,2,22.3%,2,49.7%,5,-0.1%
SEA,6-3,4,16.0%,4,15.5%,4,35.0%,9,-3.4%
LAR,6-3,5,14.4%,6,12.3%,17,19.8%,1,13.2%
NO,7-2,6,13.5%,5,13.3%,8,27.6%,6,-0.9%
CAR,3-7,7,9.8%,7,10.0%,10,26.0%,8,-2.6%
TB,7-3,8,9.7%,8,9.3%,9,26.7%,14,-7.5%
LV,6-3,9,8.6%,12,7.7%,7,28.6%,12,-7.0%
MIN,4-5,10,8.1%,10,8.8%,18,17.7%,3,4.9%
LAC,2-7,11,7.5%,9,9.1%,5,34.3%,25,-18.6%
ARI,6-3,12,7.3%,11,8.4%,13,23.2%,4,1.9%
BUF,7-3,13,6.3%,14,4.9%,6,32.2%,23,-18.2%
DET,4-5,14,5.8%,13,5.6%,16,20.2%,16,-8.7%
HOU,2-7,15,0.9%,19,-0.1%,11,25.3%,32,-33.3%
PIT,9-0,16,0.9%,17,0.9%,15,21.9%,29,-25.1%
CLE,6-3,17,0.9%,16,1.4%,19,13.6%,7,-2.2%
IND,6-3,18,0.4%,15,1.4%,20,13.0%,18,-10.5%
MIA,6-3,19,-0.2%,18,0.4%,14,22.9%,27,-22.1%
ATL,3-6,20,-0.5%,20,-0.5%,12,23.5%,30,-26.4%
SF,4-6,21,-0.9%,21,-1.4%,21,7.0%,10,-4.7%
NE,4-5,22,-2.0%,22,-5.2%,25,-8.7%,2,6.8%
JAX,1-8,23,-4.7%,24,-8.0%,23,1.2%,19,-10.6%
BAL,6-3,24,-5.8%,23,-7.2%,22,3.7%,11,-6.3%
NYG,3-7,25,-12.5%,25,-10.8%,26,-10.4%,17,-9.2%
CIN,2-6-1,26,-15.6%,26,-14.2%,24,-1.3%,24,-18.4%
DAL,2-7,27,-16.9%,29,-20.9%,28,-12.0%,22,-18.1%
PHI,3-5-1,28,-20.7%,27,-19.3%,30,-21.9%,15,-8.0%
CHI,5-5,29,-21.6%,30,-22.0%,27,-10.7%,31,-30.2%
WAS,2-7,30,-21.7%,28,-19.9%,31,-22.7%,20,-13.4%
NYJ,0-9,31,-23.7%,31,-24.0%,29,-18.7%,28,-24.2%
DEN,3-6,32,-30.0%,32,-31.1%,32,-31.6%,26,-20.5%
