Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,10-1,1,30.0%,1,31.5%,1,60.8%,15,-6.6%
GB,8-3,2,27.1%,2,25.7%,3,51.3%,7,-2.5%
TEN,8-3,3,23.7%,3,25.1%,2,51.7%,3,5.8%
SEA,8-3,4,16.4%,4,14.7%,4,37.9%,14,-6.1%
NO,9-2,5,12.7%,5,13.2%,13,19.5%,2,9.1%
TB,7-5,6,11.3%,6,10.3%,8,27.2%,16,-7.2%
LAR,7-4,7,11.2%,7,8.8%,16,17.2%,1,9.3%
BUF,8-3,8,7.7%,9,6.6%,6,32.6%,22,-14.8%
MIN,5-6,9,7.3%,8,7.2%,9,23.0%,6,-0.4%
CAR,4-8,10,5.8%,12,4.2%,10,22.0%,13,-5.7%
HOU,4-7,11,5.3%,11,4.6%,5,34.9%,32,-40.2%
LAC,3-8,12,4.5%,10,4.8%,7,30.8%,28,-24.4%
ARI,6-5,13,3.9%,13,3.6%,15,18.5%,5,0.6%
LV,6-5,14,2.5%,17,-0.7%,11,20.7%,19,-12.3%
PIT,11-0,15,2.4%,15,2.1%,12,20.6%,24,-20.4%
CLE,8-3,16,1.3%,16,0.2%,18,15.4%,9,-4.0%
IND,7-4,17,1.1%,14,2.3%,17,15.4%,20,-12.7%
MIA,7-4,18,-1.3%,18,-1.9%,14,18.6%,25,-21.0%
SF,5-6,19,-1.4%,19,-2.9%,21,8.2%,12,-5.5%
DET,4-7,20,-2.3%,21,-4.4%,20,11.1%,23,-17.0%
NE,5-6,21,-3.5%,20,-4.3%,27,-8.8%,4,4.2%
ATL,4-7,22,-5.0%,22,-6.1%,19,13.7%,29,-24.9%
JAX,1-10,23,-6.6%,25,-9.7%,23,-3.1%,10,-4.3%
BAL,6-5,24,-6.7%,23,-8.8%,22,1.5%,11,-4.5%
NYG,4-7,25,-11.8%,24,-9.4%,28,-10.0%,17,-7.5%
DAL,3-8,26,-13.0%,27,-16.9%,25,-8.3%,21,-14.3%
WAS,4-7,27,-18.1%,26,-16.3%,31,-23.4%,8,-3.1%
CHI,5-6,28,-18.7%,30,-19.9%,26,-8.5%,31,-26.8%
CIN,2-8-1,29,-19.2%,28,-18.4%,24,-6.4%,27,-22.5%
PHI,3-7-1,30,-19.6%,29,-19.3%,30,-20.2%,18,-7.9%
NYJ,0-11,31,-25.0%,31,-26.1%,29,-18.9%,30,-26.8%
DEN,4-7,32,-28.2%,32,-29.1%,32,-26.8%,26,-22.1%
