Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,12-3,1,26.9%,1,27.2%,2,48.1%,5,2.7%
KC,14-1,2,24.9%,2,26.0%,1,49.9%,10,-3.7%
TEN,10-5,3,19.0%,3,19.9%,4,39.9%,3,6.7%
TB,10-5,4,16.0%,4,18.5%,5,33.0%,13,-4.9%
BUF,12-3,5,15.6%,5,17.1%,3,43.8%,21,-14.7%
SEA,11-4,6,14.0%,7,8.9%,6,32.2%,12,-4.3%
NO,11-4,7,11.9%,6,11.0%,14,17.5%,1,10.7%
LAR,9-6,8,7.9%,12,2.8%,18,13.9%,2,7.5%
MIN,6-9,9,6.8%,9,5.5%,11,19.1%,6,1.5%
CLE,10-5,10,3.9%,8,6.0%,12,19.0%,9,-2.8%
CAR,5-10,11,3.8%,15,-0.1%,10,19.7%,18,-8.6%
BAL,10-5,12,3.2%,11,4.0%,20,13.4%,4,4.1%
HOU,4-11,13,2.6%,13,2.1%,7,25.6%,32,-30.6%
IND,10-5,14,2.2%,10,5.5%,15,15.3%,15,-7.7%
LV,7-8,15,1.7%,16,-3.2%,9,21.6%,25,-18.2%
MIA,10-5,16,0.7%,14,0.0%,13,18.3%,22,-17.5%
LAC,6-9,17,-0.8%,17,-3.5%,8,24.3%,31,-28.3%
DET,5-10,18,-2.1%,18,-5.3%,19,13.4%,23,-17.5%
SF,6-9,18,-2.1%,19,-5.6%,22,10.3%,14,-7.5%
ARI,8-7,20,-2.2%,22,-7.0%,16,14.9%,17,-8.5%
ATL,4-11,21,-3.9%,20,-6.1%,17,14.9%,29,-26.2%
PIT,12-3,22,-4.8%,21,-6.9%,21,11.9%,30,-27.5%
DAL,6-9,23,-6.8%,23,-8.8%,23,2.1%,20,-12.6%
NE,6-9,24,-9.6%,26,-15.2%,31,-16.1%,7,-1.4%
CHI,8-7,25,-11.8%,24,-9.7%,24,-0.2%,24,-17.9%
NYG,5-10,26,-12.6%,25,-12.3%,29,-13.8%,8,-2.5%
JAX,1-14,27,-13.2%,30,-19.4%,26,-9.3%,19,-9.7%
CIN,4-10-1,28,-16.4%,27,-15.4%,25,-1.5%,28,-24.5%
PHI,4-10-1,29,-16.5%,28,-15.8%,27,-11.8%,16,-8.3%
WAS,6-9,30,-20.4%,29,-18.6%,32,-25.2%,11,-3.9%
NYJ,2-13,31,-20.8%,31,-20.2%,28,-12.7%,27,-23.2%
DEN,5-10,32,-21.2%,32,-21.7%,30,-15.2%,26,-22.0%
