Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
GB,7-0,1,28.9%,1,28.7%,1,33.1%,1,32.8%,20,3.3%,20,3.4%,15,-0.8%,15,-0.7%
SF,5-1,2,26.8%,2,26.7%,19,-1.9%,18,-1.5%,5,-15.4%,5,-15.6%,1,13.3%,1,12.7%
NO,5-2,3,22.7%,3,22.5%,4,24.4%,4,24.5%,19,2.8%,19,2.9%,7,1.2%,9,1.0%
NYJ,4-3,4,22.7%,4,22.1%,20,-2.8%,20,-3.0%,4,-16.5%,4,-16.1%,3,8.9%,3,9.0%
HOU,4-3,5,19.4%,5,19.3%,6,12.2%,6,12.4%,10,-5.6%,10,-5.8%,5,1.6%,8,1.1%
BUF,4-2,6,19.1%,6,18.6%,3,25.6%,3,24.9%,23,5.5%,23,5.3%,16,-0.9%,16,-0.9%
NE,5-1,7,17.9%,8,17.2%,2,33.0%,2,32.2%,30,15.3%,30,15.2%,11,0.2%,11,0.2%
DAL,3-3,8,17.1%,7,17.4%,11,4.4%,11,4.1%,3,-16.8%,3,-16.9%,26,-4.1%,24,-3.7%
BAL,4-2,9,16.1%,9,16.2%,26,-12.9%,26,-12.8%,1,-33.9%,1,-34.3%,29,-4.9%,29,-5.2%
DET,5-2,10,12.1%,10,11.4%,16,-0.4%,16,-0.7%,2,-18.3%,2,-18.0%,30,-5.8%,30,-5.9%
ATL,4-3,11,10.0%,11,10.1%,12,2.2%,12,2.2%,9,-6.3%,9,-6.3%,6,1.5%,5,1.6%
NYG,4-2,12,8.9%,12,9.6%,7,10.9%,7,11.2%,13,-1.9%,13,-2.3%,24,-3.9%,26,-3.9%
PIT,5-2,13,8.6%,13,9.0%,8,7.3%,8,7.4%,14,-1.2%,14,-1.5%,12,0.1%,12,0.1%
CIN,4-2,14,4.4%,14,4.5%,18,-1.8%,19,-2.2%,8,-6.7%,8,-6.9%,14,-0.5%,13,-0.2%
CHI,4-3,15,3.9%,15,4.4%,23,-10.7%,22,-10.2%,11,-4.3%,11,-4.2%,2,10.4%,2,10.4%
PHI,2-4,16,0.8%,16,0.4%,9,6.2%,9,6.0%,21,4.1%,21,4.3%,17,-1.3%,17,-1.2%
OAK,4-3,17,-1.4%,17,-1.6%,13,2.1%,14,1.5%,22,4.6%,22,4.5%,8,1.1%,6,1.4%
TB,4-3,18,-4.3%,18,-4.5%,15,0.0%,15,-0.4%,26,8.8%,26,8.3%,4,4.5%,4,4.2%
WAS,3-3,19,-5.0%,19,-5.4%,25,-12.8%,27,-13.5%,7,-7.4%,7,-7.6%,10,0.4%,10,0.5%
MIN,1-6,20,-5.4%,20,-5.5%,17,-1.3%,17,-1.3%,18,2.7%,18,2.5%,18,-1.5%,19,-1.7%
TEN,3-3,21,-5.8%,21,-7.2%,10,5.5%,10,4.6%,24,7.4%,25,8.0%,25,-3.9%,25,-3.8%
CAR,2-5,22,-9.8%,22,-9.1%,5,13.0%,5,13.3%,29,14.1%,29,13.9%,32,-8.6%,32,-8.5%
SD,4-2,23,-11.0%,24,-10.4%,14,1.5%,13,1.6%,25,7.9%,24,7.7%,28,-4.6%,27,-4.3%
KC,3-3,24,-11.9%,23,-9.8%,27,-13.8%,25,-12.6%,15,-1.0%,15,-1.4%,9,0.9%,7,1.4%
CLE,3-3,25,-17.0%,25,-16.8%,29,-15.5%,29,-15.0%,12,-3.0%,12,-3.1%,27,-4.5%,28,-4.8%
DEN,2-4,26,-17.5%,26,-17.4%,28,-14.6%,28,-14.6%,17,2.5%,17,2.4%,13,-0.3%,14,-0.4%
JAX,2-5,27,-23.8%,27,-23.4%,32,-32.4%,32,-32.2%,6,-10.3%,6,-10.4%,19,-1.7%,18,-1.6%
MIA,0-6,28,-25.1%,28,-24.9%,21,-10.0%,23,-10.5%,27,12.9%,27,12.6%,22,-2.2%,20,-1.8%
SEA,2-4,29,-26.4%,29,-25.3%,30,-24.2%,30,-24.0%,16,-0.4%,16,-0.6%,23,-2.6%,22,-1.9%
ARI,1-5,30,-27.3%,30,-28.0%,24,-11.9%,24,-12.3%,28,13.6%,28,13.7%,20,-1.8%,23,-2.0%
IND,0-7,31,-39.6%,31,-39.7%,22,-10.1%,21,-9.8%,32,21.0%,32,21.6%,31,-8.5%,31,-8.2%
STL,0-6,32,-44.0%,32,-44.1%,31,-26.3%,31,-26.5%,31,15.7%,31,15.8%,21,-2.0%,21,-1.9%
