Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,1-0,1,91.6%,1,91.6%,3,38.4%,3,38.4%,1,-52.7%,1,-52.7%,13,0.5%,13,0.5%
BUF,1-0,2,74.9%,2,74.9%,5,26.0%,5,26.0%,2,-43.9%,2,-43.9%,9,4.9%,9,4.9%
HOU,1-0,3,56.3%,3,56.3%,9,15.7%,9,15.7%,8,-18.7%,8,-18.7%,2,21.9%,2,21.9%
SF,1-0,4,43.7%,4,43.7%,28,-34.6%,28,-34.6%,6,-26.5%,6,-26.5%,1,51.7%,1,51.7%
PHI,1-0,5,37.9%,5,37.9%,6,25.8%,6,25.8%,10,-14.4%,10,-14.4%,17,-2.2%,17,-2.2%
NE,1-0,6,32.2%,6,32.2%,2,53.2%,2,53.2%,23,14.8%,23,14.8%,19,-6.2%,19,-6.2%
GB,1-0,7,29.9%,7,29.9%,1,58.9%,1,58.9%,27,20.0%,27,20.0%,22,-9.0%,22,-9.0%
WAS,1-0,8,25.1%,8,25.1%,8,17.8%,8,17.8%,11,-12.2%,11,-12.2%,18,-4.8%,18,-4.8%
TEN,0-1,9,18.3%,9,18.3%,10,13.9%,10,13.9%,16,-6.5%,16,-6.5%,15,-2.0%,15,-2.0%
CIN,1-0,10,14.9%,10,14.9%,17,-3.7%,17,-3.7%,5,-29.2%,5,-29.2%,23,-10.6%,23,-10.6%
DET,1-0,11,14.2%,11,14.2%,7,18.3%,7,18.3%,14,-8.2%,14,-8.2%,24,-12.3%,24,-12.3%
ARI,1-0,12,13.2%,12,13.2%,12,13.1%,12,13.1%,24,15.6%,24,15.6%,5,15.7%,5,15.7%
CHI,1-0,13,13.2%,13,13.2%,20,-9.4%,20,-9.4%,13,-11.4%,13,-11.4%,6,11.1%,6,11.1%
SD,1-0,14,12.0%,14,12.0%,14,0.3%,14,0.3%,4,-33.2%,4,-33.2%,29,-21.4%,29,-21.4%
OAK,1-0,15,9.5%,15,9.5%,23,-13.9%,23,-13.9%,3,-39.0%,3,-39.0%,26,-15.6%,26,-15.6%
ATL,0-1,16,8.5%,16,8.5%,22,-10.2%,22,-10.2%,9,-15.4%,9,-15.4%,11,3.3%,11,3.3%
TB,0-1,17,-4.6%,17,-4.6%,16,-1.6%,16,-1.6%,25,19.0%,25,19.0%,4,15.9%,4,15.9%
DAL,0-1,18,-5.0%,18,-5.0%,15,-0.2%,15,-0.2%,12,-11.9%,12,-11.9%,28,-16.7%,28,-16.7%
NYJ,1-0,19,-5.9%,19,-5.9%,18,-4.2%,18,-4.2%,19,0.7%,19,0.7%,14,-1.1%,14,-1.1%
JAX,1-0,20,-6.5%,20,-6.5%,19,-5.1%,19,-5.1%,20,2.9%,20,2.9%,12,1.5%,12,1.5%
MIN,0-1,21,-9.8%,21,-9.8%,27,-32.2%,27,-32.2%,18,-1.9%,18,-1.9%,3,20.6%,3,20.6%
NO,0-1,22,-18.9%,22,-18.9%,4,28.4%,4,28.4%,32,52.7%,32,52.7%,8,5.5%,8,5.5%
CLE,0-1,23,-26.1%,23,-26.1%,26,-32.1%,26,-32.1%,15,-8.2%,15,-8.2%,16,-2.2%,16,-2.2%
DEN,0-1,24,-29.8%,24,-29.8%,29,-37.4%,29,-37.4%,17,-1.9%,17,-1.9%,7,5.7%,7,5.7%
CAR,0-1,25,-33.7%,25,-33.7%,11,13.5%,11,13.5%,26,19.2%,26,19.2%,30,-27.9%,30,-27.9%
NYG,0-1,26,-35.4%,26,-35.4%,21,-10.2%,21,-10.2%,21,10.0%,21,10.0%,25,-15.2%,25,-15.2%
SEA,0-1,27,-39.5%,27,-39.5%,25,-26.3%,25,-26.3%,7,-23.6%,7,-23.6%,32,-36.7%,32,-36.7%
MIA,0-1,28,-46.4%,28,-46.4%,13,12.1%,13,12.1%,31,50.5%,31,50.5%,21,-8.0%,21,-8.0%
STL,0-1,29,-47.1%,29,-47.1%,24,-16.4%,24,-16.4%,28,24.0%,28,24.0%,20,-6.7%,20,-6.7%
PIT,0-1,30,-93.4%,30,-93.4%,32,-72.3%,32,-72.3%,29,25.3%,29,25.3%,10,4.2%,10,4.2%
IND,0-1,31,-93.7%,31,-93.7%,31,-44.8%,31,-44.8%,22,14.3%,22,14.3%,31,-34.6%,31,-34.6%
KC,0-1,32,-97.6%,32,-97.6%,30,-44.0%,30,-44.0%,30,38.0%,30,38.0%,27,-15.6%,27,-15.6%
