Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYJ,5-3,1,30.1%,1,30.9%,18,0.1%,16,0.8%,2,-22.1%,2,-22.3%,3,7.9%,3,7.9%
GB,8-0,2,28.7%,2,28.3%,1,35.3%,1,34.9%,23,5.8%,23,6.2%,16,-0.9%,14,-0.3%
HOU,6-3,3,27.1%,3,27.6%,5,15.4%,5,16.0%,7,-10.4%,6,-11.5%,8,1.2%,12,0.1%
SF,7-1,4,23.2%,4,23.4%,21,-2.3%,20,-0.6%,4,-13.8%,4,-14.0%,1,11.8%,1,10.0%
ATL,5-3,5,18.3%,5,19.3%,13,2.8%,12,2.6%,5,-13.1%,5,-13.9%,6,2.4%,6,2.8%
DET,6-2,6,17.8%,6,17.3%,12,3.3%,11,3.1%,3,-19.5%,3,-19.3%,28,-5.0%,29,-5.2%
NO,6-3,7,16.2%,9,14.7%,3,19.7%,3,19.4%,15,2.4%,18,2.7%,19,-1.2%,25,-2.0%
BAL,6-2,8,15.7%,10,14.6%,22,-6.3%,23,-6.3%,1,-28.2%,1,-27.5%,30,-6.2%,30,-6.7%
NYG,6-2,9,13.7%,7,16.3%,9,11.0%,9,11.5%,11,-4.5%,9,-6.3%,22,-1.8%,21,-1.4%
PIT,6-3,10,13.2%,8,15.6%,8,11.4%,7,13.4%,13,-1.9%,12,-2.5%,12,0.0%,13,-0.3%
NE,5-3,11,11.7%,13,9.1%,2,25.0%,2,22.3%,29,12.2%,29,11.8%,18,-1.1%,20,-1.4%
BUF,5-3,12,11.7%,12,9.3%,4,15.7%,8,13.1%,16,2.6%,15,2.2%,21,-1.5%,23,-1.7%
CHI,5-3,13,9.8%,11,11.6%,23,-7.1%,22,-5.5%,8,-7.7%,8,-8.0%,2,9.2%,2,9.1%
DAL,4-4,14,9.2%,15,8.7%,10,5.1%,10,4.1%,9,-6.0%,11,-5.2%,23,-1.9%,16,-0.6%
PHI,3-5,15,8.6%,14,8.8%,7,13.9%,6,13.5%,20,3.9%,21,3.6%,20,-1.3%,17,-1.1%
CIN,6-2,16,3.9%,16,4.3%,20,-0.3%,18,-0.4%,12,-2.2%,14,-1.6%,7,2.1%,5,3.1%
TEN,4-4,17,-1.6%,18,-5.2%,11,5.0%,13,2.1%,24,6.5%,25,8.1%,13,-0.1%,10,0.8%
MIN,2-6,18,-3.2%,17,-3.1%,17,0.8%,15,1.4%,18,3.2%,19,2.7%,15,-0.8%,24,-1.8%
TB,4-4,19,-5.3%,20,-7.4%,14,2.0%,17,0.1%,28,11.1%,27,10.2%,5,3.8%,7,2.7%
SD,4-4,20,-7.5%,19,-6.6%,16,1.5%,14,1.6%,25,6.7%,24,7.0%,24,-2.3%,18,-1.2%
OAK,4-4,21,-10.5%,23,-12.7%,15,1.6%,21,-1.1%,26,9.7%,26,10.1%,25,-2.3%,22,-1.5%
CAR,2-6,22,-11.9%,21,-9.5%,6,15.1%,4,16.5%,31,16.6%,31,16.3%,32,-10.4%,32,-9.8%
MIA,1-7,23,-12.8%,22,-11.2%,19,-0.1%,19,-0.6%,30,13.0%,30,12.1%,11,0.3%,9,1.5%
WAS,3-5,24,-13.1%,24,-16.1%,28,-18.3%,30,-21.0%,10,-5.9%,10,-5.4%,14,-0.7%,15,-0.6%
DEN,3-5,25,-17.8%,25,-17.0%,24,-14.2%,24,-13.3%,21,4.2%,22,4.0%,10,0.7%,11,0.3%
ARI,2-6,26,-20.7%,28,-21.8%,25,-15.5%,27,-17.0%,27,10.9%,28,10.9%,4,5.7%,4,6.1%
CLE,3-5,27,-21.2%,26,-20.3%,30,-21.7%,29,-20.8%,14,-1.4%,13,-1.9%,17,-0.9%,19,-1.4%
KC,4-4,28,-24.6%,27,-20.6%,29,-20.8%,28,-18.9%,22,4.4%,20,3.6%,9,0.7%,8,1.8%
JAX,2-6,29,-25.2%,30,-24.1%,32,-33.4%,32,-33.2%,6,-10.7%,7,-11.3%,26,-2.5%,26,-2.2%
SEA,2-6,30,-25.3%,29,-23.2%,27,-17.2%,26,-16.7%,17,2.6%,17,2.6%,29,-5.5%,28,-3.9%
STL,1-7,31,-33.2%,31,-32.7%,31,-26.0%,31,-26.4%,19,3.3%,16,2.4%,27,-4.0%,27,-3.9%
IND,0-9,32,-45.1%,32,-45.8%,26,-16.0%,25,-15.7%,32,19.2%,32,21.2%,31,-9.9%,31,-8.9%
