Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
HOU,9-3,1,31.9%,1,35.8%,4,15.5%,5,17.1%,3,-15.4%,2,-18.3%,12,1.0%,15,0.4%
GB,12-0,2,25.8%,4,24.3%,1,33.0%,2,31.6%,26,8.3%,26,9.6%,11,1.0%,10,2.3%
PIT,9-3,3,24.4%,2,29.5%,5,15.2%,4,18.1%,9,-7.1%,9,-8.5%,8,2.0%,7,2.9%
NO,9-3,4,23.8%,3,25.6%,3,30.1%,1,32.5%,23,5.6%,22,5.5%,19,-0.7%,19,-1.3%
NE,9-3,5,20.5%,5,20.1%,2,30.1%,3,28.2%,29,12.1%,29,11.3%,7,2.4%,6,3.2%
BAL,9-3,6,20.2%,7,18.4%,13,3.9%,9,5.1%,1,-21.7%,1,-18.9%,28,-5.5%,28,-5.5%
SF,10-2,7,19.4%,8,18.1%,20,-3.8%,20,-2.9%,4,-14.5%,7,-14.0%,2,8.8%,3,6.9%
NYJ,7-5,8,18.6%,9,16.7%,18,-1.1%,17,-0.3%,2,-15.8%,4,-14.6%,4,3.9%,8,2.5%
ATL,7-5,9,17.8%,6,20.0%,10,4.7%,10,4.4%,6,-13.4%,3,-15.8%,16,-0.2%,17,-0.2%
CHI,7-5,10,9.5%,10,11.0%,26,-13.4%,26,-14.3%,7,-11.8%,5,-14.3%,1,11.0%,1,11.0%
DET,7-5,11,9.4%,11,8.7%,12,4.0%,12,4.1%,5,-14.0%,6,-14.2%,32,-8.5%,32,-9.7%
TEN,7-5,12,9.1%,12,8.0%,15,2.7%,15,-0.3%,13,-0.7%,16,-0.1%,3,5.7%,2,8.2%
NYG,6-6,13,6.1%,13,7.4%,8,8.3%,8,7.8%,19,2.4%,18,1.9%,13,0.3%,11,1.5%
DAL,7-5,14,5.1%,14,4.4%,14,3.9%,13,3.8%,10,-3.8%,13,-2.1%,23,-2.5%,20,-1.6%
PHI,4-8,15,-0.5%,16,-1.0%,9,5.8%,11,4.2%,25,7.7%,25,7.5%,10,1.4%,9,2.4%
CIN,7-5,16,-2.1%,17,-2.5%,17,-0.1%,14,1.1%,18,2.1%,19,3.9%,14,0.1%,16,0.3%
MIA,4-8,17,-2.2%,15,2.9%,19,-1.1%,16,-0.3%,16,1.1%,12,-2.2%,15,-0.1%,13,1.0%
OAK,7-5,18,-4.5%,22,-8.5%,16,1.6%,19,-2.1%,20,4.7%,21,4.8%,20,-1.4%,21,-1.6%
DEN,7-5,19,-7.2%,18,-4.3%,23,-8.6%,21,-6.6%,17,1.6%,17,1.1%,5,3.1%,4,3.4%
BUF,5-7,20,-7.5%,23,-16.1%,11,4.2%,18,-2.0%,27,8.9%,28,10.9%,25,-2.7%,25,-3.2%
SD,5-7,21,-7.9%,20,-7.5%,7,8.8%,7,10.4%,30,12.5%,30,14.1%,27,-4.3%,26,-3.9%
CAR,4-8,22,-8.5%,19,-6.6%,6,13.8%,6,13.8%,31,14.8%,31,14.3%,30,-7.4%,29,-6.1%
SEA,5-7,23,-11.9%,21,-8.2%,25,-12.9%,25,-12.0%,12,-1.6%,11,-2.6%,18,-0.6%,12,1.3%
TB,4-8,24,-13.9%,25,-18.2%,21,-4.8%,23,-9.0%,28,10.9%,27,9.8%,9,1.9%,14,0.6%
WAS,4-8,25,-13.9%,24,-16.4%,27,-15.2%,27,-16.1%,11,-2.7%,15,-1.3%,21,-1.4%,22,-1.6%
MIN,2-10,26,-16.2%,27,-20.1%,22,-6.7%,22,-8.6%,21,5.5%,23,6.0%,26,-4.0%,27,-5.5%
CLE,4-8,27,-19.3%,26,-18.7%,24,-11.5%,24,-9.8%,22,5.6%,24,6.3%,22,-2.2%,23,-2.6%
JAX,3-9,28,-22.2%,30,-21.6%,31,-26.7%,31,-25.5%,8,-10.0%,8,-10.1%,29,-5.5%,30,-6.3%
ARI,5-7,29,-22.3%,29,-21.3%,29,-18.9%,28,-19.9%,24,6.2%,20,4.8%,6,2.8%,5,3.3%
KC,5-7,30,-24.1%,28,-20.8%,30,-23.7%,30,-23.9%,14,0.0%,10,-3.3%,17,-0.5%,18,-0.2%
STL,2-10,31,-34.7%,31,-33.6%,32,-31.6%,32,-32.6%,15,0.4%,14,-1.6%,24,-2.7%,24,-2.7%
IND,0-12,32,-42.3%,32,-44.4%,28,-18.2%,29,-20.9%,32,16.3%,32,17.0%,31,-7.8%,31,-6.5%
