Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SF,5-1,1,26.5%,1,26.2%,18,-3.9%,18,-3.5%,4,-17.1%,4,-17.1%,1,13.3%,1,12.6%
BAL,4-1,2,22.5%,3,21.3%,20,-7.0%,20,-7.8%,1,-34.4%,1,-34.0%,26,-4.8%,29,-4.9%
GB,6-0,3,21.4%,2,21.3%,2,30.3%,2,29.9%,23,5.0%,21,4.8%,23,-3.8%,24,-3.7%
BUF,4-2,4,18.5%,5,18.1%,3,23.5%,3,23.6%,18,4.1%,19,4.6%,13,-0.9%,13,-1.0%
NYJ,3-3,5,17.9%,4,18.2%,22,-9.2%,22,-9.4%,2,-18.0%,2,-18.3%,3,9.1%,3,9.3%
NE,5-1,6,17.0%,6,17.1%,1,31.1%,1,31.0%,30,14.3%,30,14.2%,9,0.2%,9,0.3%
NYG,4-2,7,12.4%,7,13.1%,6,11.9%,6,12.1%,10,-4.3%,10,-4.7%,24,-3.9%,22,-3.7%
OAK,4-2,8,12.0%,8,12.3%,5,15.3%,4,15.8%,22,5.0%,22,5.5%,6,1.7%,6,2.0%
TEN,3-2,9,11.0%,9,11.1%,7,11.4%,7,11.4%,11,-4.2%,11,-4.4%,25,-4.6%,26,-4.7%
NO,4-2,10,10.6%,10,10.9%,4,15.4%,5,15.2%,24,6.2%,24,5.6%,7,1.3%,7,1.3%
ATL,3-3,11,10.0%,11,10.1%,11,4.8%,12,5.0%,8,-6.2%,9,-6.1%,15,-1.0%,14,-1.1%
DET,5-1,12,10.0%,12,10.0%,16,-2.9%,16,-3.2%,3,-18.0%,3,-18.1%,29,-5.1%,30,-5.0%
PIT,4-2,13,8.6%,13,9.8%,12,4.5%,11,5.4%,9,-6.1%,8,-6.6%,19,-2.0%,19,-2.1%
DAL,2-3,14,7.8%,14,7.9%,15,-0.9%,15,-1.2%,6,-13.6%,6,-13.8%,28,-4.9%,27,-4.7%
CIN,4-2,15,4.9%,15,5.0%,17,-3.5%,17,-3.4%,7,-8.8%,7,-8.6%,12,-0.5%,12,-0.3%
HOU,3-3,16,4.1%,16,3.6%,13,3.1%,13,3.1%,14,-0.1%,14,0.1%,8,0.9%,8,0.5%
PHI,2-4,17,2.2%,17,1.8%,10,6.3%,10,6.1%,17,2.8%,17,2.9%,16,-1.3%,15,-1.3%
WAS,3-2,18,1.5%,18,0.9%,27,-12.7%,27,-13.3%,5,-14.1%,5,-14.0%,10,0.0%,10,0.1%
TB,4-2,19,-1.2%,19,-1.2%,8,7.0%,8,7.0%,28,13.2%,28,13.0%,4,5.0%,4,4.8%
CHI,3-3,20,-3.6%,20,-3.9%,25,-11.8%,25,-11.8%,20,4.4%,20,4.6%,2,12.6%,2,12.6%
MIN,1-5,21,-4.1%,21,-4.0%,19,-4.9%,19,-4.5%,13,-2.5%,13,-2.6%,18,-1.7%,18,-2.1%
SD,4-1,22,-9.3%,22,-9.6%,14,0.7%,14,0.6%,21,4.8%,23,5.5%,30,-5.1%,28,-4.8%
DEN,1-4,23,-13.2%,23,-12.9%,24,-11.3%,24,-10.7%,18,4.1%,18,4.4%,5,2.2%,5,2.2%
CLE,2-3,24,-16.7%,24,-16.5%,26,-12.5%,26,-12.2%,15,2.5%,15,2.6%,17,-1.7%,17,-1.6%
CAR,1-5,25,-21.6%,25,-21.1%,9,6.9%,9,6.9%,31,17.3%,31,17.2%,32,-11.2%,32,-10.9%
SEA,2-3,26,-23.2%,26,-22.9%,30,-15.8%,29,-15.8%,16,2.5%,16,2.9%,27,-4.9%,25,-4.3%
KC,2-3,27,-25.1%,27,-23.9%,28,-14.3%,28,-13.8%,27,10.5%,27,10.2%,11,-0.3%,11,0.0%
ARI,1-4,28,-26.2%,28,-26.7%,29,-15.5%,30,-15.8%,25,9.7%,25,9.6%,14,-1.0%,16,-1.3%
IND,0-6,29,-31.8%,29,-30.9%,21,-8.4%,21,-8.0%,29,13.4%,29,13.4%,31,-10.0%,31,-9.6%
JAX,1-5,30,-32.0%,31,-32.8%,32,-33.1%,32,-33.8%,12,-3.9%,12,-3.9%,21,-2.8%,21,-2.9%
MIA,0-5,31,-32.7%,30,-32.5%,23,-9.8%,23,-10.1%,32,19.2%,32,18.7%,22,-3.8%,23,-3.7%
STL,0-5,32,-36.0%,32,-35.7%,31,-23.2%,31,-23.3%,26,10.2%,26,10.0%,20,-2.6%,20,-2.5%
