Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BUF,4-1,1,27.7%,1,27.7%,3,27.0%,3,27.0%,14,-1.9%,14,-1.9%,15,-1.2%,15,-1.2%
SF,4-1,2,27.7%,2,27.7%,14,0.8%,14,0.8%,4,-14.9%,4,-14.9%,1,12.1%,1,12.1%
GB,5-0,3,23.5%,3,23.5%,2,28.6%,2,28.6%,16,2.3%,16,2.3%,20,-2.8%,20,-2.8%
NE,4-1,4,22.7%,4,22.7%,1,37.8%,1,37.8%,30,15.6%,30,15.6%,10,0.5%,10,0.5%
NO,4-1,5,18.0%,5,18.0%,4,19.4%,4,19.4%,20,3.0%,20,3.0%,8,1.5%,8,1.5%
BAL,3-1,6,16.4%,6,16.4%,24,-10.9%,24,-10.9%,1,-36.1%,1,-36.1%,30,-8.8%,30,-8.8%
MIN,1-4,7,13.6%,7,13.6%,17,-0.2%,17,-0.2%,8,-8.1%,8,-8.1%,5,5.8%,5,5.8%
OAK,3-2,8,13.3%,8,13.3%,5,18.5%,5,18.5%,21,3.7%,21,3.7%,16,-1.6%,16,-1.6%
DET,5-0,9,13.2%,9,13.2%,16,0.3%,16,0.3%,3,-15.7%,3,-15.7%,21,-2.8%,21,-2.8%
HOU,3-2,10,11.6%,10,11.6%,8,6.7%,8,6.7%,11,-3.7%,11,-3.7%,9,1.2%,9,1.2%
NYJ,2-3,11,11.0%,11,11.0%,25,-12.4%,25,-12.4%,6,-12.3%,6,-12.3%,2,11.1%,2,11.1%
PIT,3-2,12,10.7%,12,10.7%,11,5.0%,11,5.0%,9,-5.5%,9,-5.5%,11,0.2%,11,0.2%
TEN,3-2,13,9.7%,13,9.7%,7,9.8%,7,9.8%,10,-4.5%,10,-4.5%,24,-4.6%,24,-4.6%
WAS,3-1,14,9.0%,14,9.0%,20,-7.8%,20,-7.8%,2,-17.4%,2,-17.4%,13,-0.6%,13,-0.6%
NYG,3-2,15,5.4%,15,5.4%,9,5.5%,9,5.5%,13,-3.5%,13,-3.5%,22,-3.7%,22,-3.7%
DAL,2-2,16,3.5%,16,3.5%,19,-2.8%,19,-2.8%,5,-12.9%,5,-12.9%,29,-6.5%,29,-6.5%
CIN,3-2,17,0.3%,17,0.3%,21,-7.9%,21,-7.9%,7,-10.8%,7,-10.8%,18,-2.6%,18,-2.6%
ATL,2-3,18,-1.1%,18,-1.1%,18,-0.3%,18,-0.3%,15,-0.9%,15,-0.9%,17,-1.7%,17,-1.7%
SD,4-1,19,-6.1%,19,-6.1%,12,1.8%,12,1.8%,19,2.8%,19,2.8%,27,-5.1%,27,-5.1%
PHI,1-4,20,-6.6%,20,-6.6%,10,5.0%,10,5.0%,26,9.1%,26,9.1%,19,-2.6%,19,-2.6%
TB,3-2,21,-8.1%,21,-8.1%,13,1.6%,13,1.6%,31,15.6%,31,15.6%,4,5.9%,4,5.9%
DEN,1-4,22,-13.6%,22,-13.6%,23,-10.6%,23,-10.6%,22,5.2%,22,5.2%,6,2.2%,6,2.2%
CHI,2-3,23,-15.5%,23,-15.5%,29,-17.7%,29,-17.7%,23,7.0%,23,7.0%,3,9.2%,3,9.2%
CAR,1-4,24,-16.5%,24,-16.5%,6,12.0%,6,12.0%,29,15.2%,29,15.2%,32,-13.2%,32,-13.2%
CLE,2-2,25,-16.7%,25,-16.7%,28,-16.0%,28,-16.0%,18,2.8%,18,2.8%,7,2.2%,7,2.2%
KC,2-3,26,-22.6%,26,-22.6%,26,-12.6%,26,-12.6%,27,9.7%,27,9.7%,12,-0.3%,12,-0.3%
MIA,0-4,27,-23.4%,27,-23.4%,15,0.6%,15,0.6%,32,19.2%,32,19.2%,25,-4.7%,25,-4.7%
ARI,1-4,28,-24.5%,28,-24.5%,27,-15.0%,27,-15.0%,24,8.5%,24,8.5%,14,-1.0%,14,-1.0%
SEA,2-3,29,-25.3%,29,-25.3%,30,-17.7%,30,-17.7%,17,2.8%,17,2.8%,26,-4.9%,26,-4.9%
IND,0-5,30,-30.5%,30,-30.5%,22,-10.3%,22,-10.3%,28,10.4%,28,10.4%,31,-9.7%,31,-9.7%
JAX,1-4,31,-37.4%,31,-37.4%,32,-35.4%,32,-35.4%,12,-3.7%,12,-3.7%,28,-5.6%,28,-5.6%
STL,0-4,32,-40.4%,32,-40.4%,31,-28.1%,31,-28.1%,25,8.5%,25,8.5%,23,-3.8%,23,-3.8%
