Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,2-0,1,50.1%,1,50.1%,1,62.0%,1,62.0%,26,12.9%,26,12.9%,12,0.9%,12,0.9%
HOU,2-0,2,42.9%,2,42.9%,5,18.5%,5,18.5%,9,-8.6%,9,-8.6%,2,15.8%,2,15.8%
DET,2-0,3,42.2%,3,42.2%,12,7.6%,12,7.6%,2,-36.1%,2,-36.1%,16,-1.5%,16,-1.5%
NYJ,2-0,4,36.4%,4,36.4%,21,-8.2%,21,-8.2%,1,-38.6%,1,-38.6%,6,6.0%,6,6.0%
BUF,2-0,5,34.6%,5,34.6%,3,40.5%,3,40.5%,19,5.9%,19,5.9%,14,0.0%,14,0.0%
GB,2-0,6,31.9%,6,31.9%,2,45.9%,2,45.9%,23,8.4%,23,8.4%,22,-5.6%,22,-5.6%
TEN,1-1,7,30.0%,7,30.0%,7,12.8%,7,12.8%,3,-24.7%,3,-24.7%,23,-7.5%,23,-7.5%
SF,1-1,8,20.9%,8,20.9%,28,-25.2%,28,-25.2%,5,-14.4%,5,-14.4%,1,31.7%,1,31.7%
NO,1-1,9,19.0%,9,19.0%,6,16.5%,6,16.5%,20,6.1%,20,6.1%,4,8.7%,4,8.7%
PHI,1-1,10,18.5%,10,18.5%,8,11.3%,8,11.3%,8,-10.4%,8,-10.4%,18,-3.2%,18,-3.2%
BAL,1-1,11,15.2%,11,15.2%,22,-11.9%,22,-11.9%,4,-23.3%,4,-23.3%,9,3.8%,9,3.8%
CIN,1-1,12,14.9%,12,14.9%,9,9.6%,9,9.6%,6,-13.8%,6,-13.8%,24,-8.5%,24,-8.5%
WAS,2-0,13,10.0%,13,10.0%,11,9.0%,11,9.0%,13,-3.9%,13,-3.9%,17,-2.9%,17,-2.9%
MIN,0-2,14,4.8%,14,4.8%,14,4.8%,14,4.8%,18,4.9%,18,4.9%,7,4.9%,7,4.9%
ARI,1-1,15,4.2%,15,4.2%,13,7.5%,13,7.5%,22,6.7%,22,6.7%,10,3.4%,10,3.4%
NYG,1-1,16,3.9%,16,3.9%,17,4.1%,17,4.1%,15,-3.8%,15,-3.8%,19,-4.0%,19,-4.0%
OAK,1-1,17,3.3%,17,3.3%,4,21.6%,4,21.6%,24,8.7%,24,8.7%,25,-9.6%,25,-9.6%
ATL,1-1,18,2.4%,18,2.4%,20,-4.0%,20,-4.0%,12,-6.8%,12,-6.8%,15,-0.4%,15,-0.4%
TB,1-1,19,-2.1%,19,-2.1%,18,3.6%,18,3.6%,29,21.4%,29,21.4%,3,15.7%,3,15.7%
DAL,1-1,20,-4.9%,20,-4.9%,19,-2.1%,19,-2.1%,7,-13.8%,7,-13.8%,30,-16.6%,30,-16.6%
PIT,1-1,21,-10.7%,21,-10.7%,23,-14.7%,23,-14.7%,16,-3.2%,16,-3.2%,13,0.9%,13,0.9%
CLE,1-1,22,-13.3%,22,-13.3%,27,-24.9%,27,-24.9%,10,-7.3%,10,-7.3%,8,4.2%,8,4.2%
DEN,1-1,23,-20.1%,23,-20.1%,24,-16.0%,24,-16.0%,21,6.7%,21,6.7%,11,2.7%,11,2.7%
CHI,1-1,24,-23.7%,24,-23.7%,29,-33.6%,29,-33.6%,17,-2.3%,17,-2.3%,5,7.5%,5,7.5%
SD,1-1,25,-34.8%,25,-34.8%,16,4.2%,16,4.2%,30,26.5%,30,26.5%,27,-12.5%,27,-12.5%
CAR,0-2,26,-35.2%,26,-35.2%,15,4.8%,15,4.8%,31,28.6%,31,28.6%,26,-11.4%,26,-11.4%
IND,0-2,27,-38.7%,27,-38.7%,26,-23.4%,26,-23.4%,14,-3.9%,14,-3.9%,31,-19.2%,31,-19.2%
MIA,0-2,28,-39.9%,28,-39.9%,10,9.4%,10,9.4%,32,34.5%,32,34.5%,29,-14.8%,29,-14.8%
JAX,1-1,29,-41.0%,29,-41.0%,31,-43.5%,31,-43.5%,11,-6.8%,11,-6.8%,20,-4.3%,20,-4.3%
STL,0-2,30,-41.7%,30,-41.7%,25,-20.6%,25,-20.6%,28,16.4%,28,16.4%,21,-4.7%,21,-4.7%
SEA,0-2,31,-71.3%,31,-71.3%,30,-40.2%,30,-40.2%,25,9.6%,25,9.6%,32,-21.5%,32,-21.5%
KC,0-2,32,-84.2%,32,-84.2%,32,-55.9%,32,-55.9%,27,14.8%,27,14.8%,28,-13.5%,28,-13.5%
