Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
HOU,7-3,1,33.3%,1,36.2%,3,20.2%,3,21.9%,5,-13.5%,5,-15.8%,15,-0.4%,19,-1.6%
GB,9-0,2,30.6%,2,31.0%,1,34.5%,1,34.8%,20,5.7%,21,6.5%,8,1.7%,8,2.7%
NYJ,5-4,3,25.8%,3,26.1%,14,0.3%,14,0.0%,3,-19.1%,3,-19.9%,3,6.4%,3,6.2%
SF,8-1,4,22.0%,4,21.7%,19,-1.5%,13,0.6%,6,-11.8%,8,-10.7%,1,11.8%,2,10.5%
NE,6-3,5,18.5%,6,17.6%,2,29.0%,2,27.0%,29,10.6%,29,9.3%,13,0.0%,15,-0.2%
PIT,7-3,6,17.7%,5,20.4%,5,14.2%,5,16.8%,12,-3.4%,12,-3.4%,12,0.2%,12,0.1%
NO,7-3,7,17.1%,11,14.6%,4,20.1%,4,19.2%,15,2.0%,16,2.8%,16,-1.0%,22,-1.8%
DAL,5-4,8,15.5%,7,17.0%,10,8.5%,9,8.8%,9,-8.5%,9,-8.5%,19,-1.6%,16,-0.3%
NYG,6-3,9,14.3%,9,16.6%,6,12.7%,6,13.2%,11,-3.4%,11,-4.9%,23,-1.8%,21,-1.6%
BAL,6-3,10,14.0%,12,13.2%,21,-3.1%,20,-2.9%,1,-24.7%,1,-24.3%,30,-7.6%,30,-8.3%
ATL,5-4,11,14.0%,10,15.1%,13,1.5%,12,1.5%,8,-11.3%,7,-12.0%,9,1.1%,10,1.7%
CHI,6-3,12,13.5%,8,16.9%,23,-8.5%,23,-6.4%,7,-11.4%,6,-12.2%,2,10.6%,1,11.1%
DET,6-3,13,9.4%,13,8.5%,22,-4.0%,22,-4.6%,2,-20.1%,2,-20.4%,29,-6.8%,29,-7.3%
PHI,3-6,14,5.7%,14,6.7%,9,9.5%,8,9.7%,18,3.4%,17,2.9%,14,-0.4%,14,-0.2%
TEN,5-4,15,5.5%,16,2.3%,11,6.1%,11,3.3%,17,3.2%,19,5.1%,7,2.6%,4,4.1%
CIN,6-3,16,3.2%,15,3.8%,17,-1.4%,18,-1.1%,13,-1.8%,14,-0.8%,6,2.7%,5,4.0%
BUF,5-4,17,1.8%,17,-3.4%,8,10.5%,10,6.3%,23,7.1%,25,7.8%,20,-1.7%,23,-1.9%
OAK,5-4,18,-6.3%,18,-10.2%,12,3.5%,16,-0.8%,26,8.1%,26,8.3%,21,-1.7%,18,-1.0%
MIN,2-7,19,-10.2%,21,-12.5%,16,-0.9%,17,-1.1%,19,5.3%,20,5.5%,28,-4.0%,28,-5.9%
MIA,2-7,20,-12.1%,19,-11.5%,18,-1.5%,19,-2.7%,28,9.6%,27,8.8%,17,-1.0%,13,0.0%
SD,4-5,21,-12.4%,20,-12.0%,15,-0.2%,15,-0.3%,27,8.7%,28,9.1%,27,-3.5%,26,-2.6%
TB,4-5,22,-13.2%,24,-15.9%,20,-2.1%,21,-4.5%,30,14.9%,30,14.1%,4,3.8%,7,2.7%
DEN,4-5,23,-14.5%,22,-13.3%,24,-8.8%,24,-7.0%,22,6.4%,22,6.7%,11,0.7%,11,0.4%
WAS,3-6,24,-16.4%,29,-20.9%,29,-21.3%,31,-25.1%,10,-6.6%,10,-5.8%,22,-1.7%,20,-1.6%
SEA,3-6,25,-18.4%,23,-15.2%,25,-13.4%,25,-11.8%,16,2.5%,15,2.5%,25,-2.5%,17,-0.9%
CLE,3-6,26,-18.7%,25,-17.0%,27,-17.4%,26,-15.9%,14,-0.1%,13,-0.9%,18,-1.4%,24,-2.0%
CAR,2-7,27,-19.3%,27,-19.4%,7,10.7%,7,10.9%,32,17.7%,31,17.9%,32,-12.2%,32,-12.5%
ARI,3-6,28,-19.9%,28,-19.5%,26,-15.3%,27,-16.3%,24,7.7%,24,6.9%,5,3.0%,6,3.7%
JAX,3-6,29,-20.1%,26,-17.5%,32,-32.5%,32,-31.7%,4,-15.6%,4,-16.8%,26,-3.1%,27,-2.7%
KC,4-5,30,-26.2%,30,-21.9%,28,-19.2%,28,-17.2%,25,7.8%,23,6.7%,10,0.8%,9,2.0%
STL,2-7,31,-31.6%,31,-30.5%,31,-23.4%,30,-23.9%,21,5.7%,18,4.4%,24,-2.4%,25,-2.2%
IND,0-10,32,-48.0%,32,-51.4%,30,-21.6%,29,-22.9%,31,17.3%,32,20.2%,31,-9.0%,31,-8.3%
