Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,4-0,1,47.1%,1,47.1%,1,92.3%,4,19.5%
DAL,4-0,2,46.4%,2,46.4%,2,90.4%,5,18.2%
IND,4-0,3,37.3%,3,37.3%,3,54.6%,1,37.5%
TB,3-1,4,19.2%,4,19.2%,9,24.4%,3,20.4%
CIN,1-3,5,17.6%,5,17.6%,4,50.2%,19,-9.9%
DEN,2-2,6,10.7%,6,10.7%,11,19.4%,12,6.5%
ARI,2-2,7,9.7%,7,9.7%,10,21.7%,7,14.4%
GB,4-0,8,9.6%,8,9.6%,7,25.9%,18,-8.1%
SEA,3-1,9,8.4%,9,8.4%,6,34.2%,23,-11.9%
PHI,1-3,10,8.2%,10,8.2%,22,3.2%,2,23.3%
CAR,2-2,11,6.4%,11,6.4%,14,15.0%,13,4.2%
TEN,2-1,12,5.7%,12,5.7%,21,6.9%,11,7.3%
NYG,2-2,13,5.4%,13,5.4%,16,11.7%,6,15.4%
MIA,0-4,14,5.3%,14,5.3%,17,11.3%,9,9.4%
PIT,3-1,15,3.1%,15,3.1%,8,25.0%,16,-7.0%
CLE,2-2,16,1.8%,16,1.8%,13,17.3%,15,-4.4%
ATL,1-3,17,0.3%,17,0.3%,12,17.6%,25,-13.0%
JAX,2-1,18,-2.3%,18,-2.3%,5,38.0%,30,-21.1%
HOU,2-2,19,-2.6%,19,-2.6%,20,9.1%,21,-10.7%
NYJ,1-3,20,-4.3%,20,-4.3%,15,13.7%,20,-10.7%
BAL,2-2,21,-6.6%,21,-6.6%,23,2.2%,14,-4.2%
DET,3-1,22,-6.8%,22,-6.8%,18,10.9%,26,-13.7%
SD,1-3,23,-6.9%,23,-6.9%,24,1.9%,17,-7.7%
OAK,2-2,24,-7.8%,24,-7.8%,25,-7.3%,8,11.7%
WAS,2-1,25,-14.1%,25,-14.1%,19,10.4%,22,-11.6%
MIN,1-3,26,-16.1%,26,-16.1%,28,-23.5%,10,7.4%
KC,2-2,27,-20.3%,27,-20.3%,26,-15.9%,24,-12.9%
BUF,1-3,28,-24.0%,28,-24.0%,27,-19.6%,27,-16.5%
NO,0-3,29,-29.6%,29,-29.6%,30,-32.0%,29,-19.2%
STL,0-4,30,-33.7%,30,-33.7%,29,-28.2%,31,-24.0%
SF,2-2,31,-39.1%,31,-39.1%,31,-44.6%,28,-16.7%
CHI,1-3,32,-45.1%,32,-45.1%,32,-47.7%,32,-34.4%
