Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,6-0,1,44.3%,1,44.1%,1,81.6%,5,17.1%
IND,5-0,2,42.8%,2,43.0%,2,63.5%,1,35.9%
DAL,5-1,3,27.5%,3,26.5%,3,53.8%,7,13.2%
TB,4-2,4,20.2%,4,21.1%,7,34.1%,8,12.0%
CIN,1-4,5,15.0%,5,15.1%,5,42.2%,20,-9.6%
JAX,4-1,6,13.4%,6,13.4%,4,46.8%,16,0.7%
PHI,2-3,7,13.0%,7,13.4%,17,5.5%,2,30.0%
NYG,4-2,8,12.4%,8,11.9%,13,15.0%,3,26.2%
GB,5-1,9,9.8%,9,10.7%,12,19.6%,13,2.0%
PIT,4-1,10,9.4%,10,9.7%,6,34.9%,18,-3.3%
CLE,3-3,11,8.4%,11,9.3%,8,25.7%,11,2.7%
SD,3-3,12,8.3%,12,8.6%,10,24.0%,12,2.4%
DEN,2-3,13,6.3%,13,6.0%,14,14.0%,15,1.5%
MIA,0-6,14,5.2%,14,5.1%,18,5.4%,4,18.8%
SEA,3-3,15,2.9%,15,2.6%,11,23.8%,25,-14.9%
CAR,4-2,16,-0.6%,16,-0.7%,16,6.4%,17,0.5%
TEN,3-2,17,-2.9%,17,-3.1%,21,1.4%,14,1.5%
ARI,3-3,18,-4.7%,18,-4.4%,20,2.8%,10,3.3%
HOU,3-3,19,-5.6%,19,-5.7%,15,10.0%,28,-17.7%
NYJ,1-5,20,-7.5%,20,-7.6%,19,4.5%,19,-9.5%
MIN,2-3,21,-7.7%,21,-7.8%,28,-18.8%,6,16.1%
WAS,3-2,22,-10.5%,22,-10.4%,9,24.1%,31,-23.3%
ATL,1-5,23,-11.0%,23,-10.4%,25,-3.2%,21,-11.5%
BAL,4-2,24,-12.7%,24,-12.0%,22,0.7%,23,-13.3%
KC,3-3,25,-14.6%,25,-14.0%,23,0.7%,30,-21.6%
OAK,2-3,26,-16.0%,26,-16.1%,27,-17.2%,9,4.5%
DET,3-2,27,-16.5%,28,-16.9%,24,-1.4%,26,-16.8%
NO,1-4,28,-17.3%,27,-16.9%,26,-16.3%,22,-11.5%
BUF,1-4,29,-26.5%,29,-26.1%,29,-25.7%,27,-16.9%
STL,0-6,30,-29.3%,30,-29.5%,31,-28.4%,24,-13.5%
CHI,2-4,31,-31.1%,31,-30.9%,30,-25.7%,32,-28.1%
SF,2-3,32,-38.3%,32,-38.6%,32,-43.2%,29,-19.3%
