Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,8-0,1,50.5%,1,50.4%,1,95.3%,5,17.1%
IND,7-0,2,36.1%,2,36.4%,2,54.4%,1,32.8%
DAL,6-1,3,25.4%,3,23.2%,3,46.9%,6,17.0%
CIN,2-5,4,18.0%,4,18.2%,4,45.5%,13,0.2%
TB,4-4,5,16.9%,5,17.8%,10,29.1%,7,11.5%
PHI,3-4,6,16.8%,6,16.8%,13,16.1%,3,22.5%
DEN,3-4,7,13.6%,7,13.2%,6,36.4%,19,-6.2%
PIT,5-2,8,12.6%,10,12.5%,5,38.7%,18,-2.6%
SD,4-3,9,11.1%,9,12.6%,7,32.6%,12,0.8%
CLE,4-3,10,10.8%,8,13.1%,8,32.5%,9,3.6%
GB,6-1,11,9.6%,11,10.9%,11,23.5%,10,1.0%
JAX,5-2,12,7.0%,12,7.3%,9,31.7%,14,-1.2%
MIA,0-8,13,6.3%,13,6.1%,19,3.1%,4,20.8%
NYG,6-2,14,5.6%,14,4.2%,23,0.0%,2,23.5%
SEA,4-3,15,-2.3%,16,-3.3%,12,18.7%,29,-18.4%
TEN,5-2,16,-2.9%,17,-3.8%,21,1.2%,11,0.9%
NO,3-4,17,-4.6%,15,-2.7%,16,4.9%,21,-9.8%
CAR,4-3,18,-5.2%,18,-6.0%,22,0.5%,16,-2.4%
NYJ,1-7,19,-6.0%,19,-6.4%,14,9.4%,23,-14.6%
ARI,3-4,20,-7.0%,20,-7.0%,20,2.4%,15,-1.3%
HOU,3-5,21,-7.2%,22,-7.8%,18,4.1%,27,-16.2%
DET,5-2,22,-7.3%,21,-7.8%,17,4.1%,17,-2.6%
MIN,2-5,23,-9.6%,23,-9.4%,29,-17.1%,8,10.3%
ATL,1-6,24,-13.9%,24,-13.5%,25,-3.6%,24,-14.7%
WAS,4-3,25,-16.1%,27,-15.8%,15,7.5%,30,-22.0%
BAL,4-3,26,-16.5%,25,-14.9%,26,-5.0%,25,-15.1%
KC,4-3,27,-16.9%,26,-15.1%,24,-1.9%,31,-22.3%
BUF,3-4,28,-20.1%,28,-18.7%,30,-17.7%,22,-12.9%
OAK,2-5,29,-22.3%,29,-22.3%,28,-16.3%,20,-7.3%
CHI,3-5,30,-25.9%,30,-25.1%,27,-15.8%,32,-26.6%
STL,0-8,31,-31.1%,31,-31.3%,31,-27.5%,28,-17.4%
SF,2-5,32,-39.4%,32,-41.0%,32,-45.2%,26,-15.3%
