Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,9-0,1,47.9%,1,47.9%,1,90.0%,7,14.8%
IND,7-1,2,32.7%,2,32.2%,4,49.7%,1,30.1%
DAL,7-1,3,29.0%,3,27.0%,2,53.4%,6,17.0%
CIN,2-6,4,20.2%,4,20.4%,3,50.9%,17,-4.1%
TB,5-4,5,16.6%,5,17.4%,8,31.1%,8,9.6%
PHI,3-5,6,14.1%,7,15.0%,14,11.5%,2,23.0%
CLE,5-3,7,14.1%,6,15.9%,6,34.1%,9,5.2%
PIT,6-2,8,12.7%,8,13.1%,5,45.0%,19,-7.2%
GB,7-1,9,9.4%,9,10.4%,9,25.8%,15,-3.7%
JAX,5-3,10,9.3%,10,9.8%,7,33.5%,11,-1.1%
MIA,0-8,11,5.8%,12,5.8%,19,2.9%,4,19.8%
NYG,6-2,12,5.2%,14,3.5%,21,0.6%,3,21.9%
NO,4-4,13,4.0%,11,7.1%,12,17.3%,20,-8.2%
DEN,3-5,14,3.7%,15,2.4%,10,20.2%,21,-10.7%
SD,4-4,15,2.4%,13,4.4%,13,13.9%,10,-0.2%
MIN,3-5,16,-0.2%,16,1.7%,27,-8.3%,5,19.3%
SEA,4-4,17,-2.6%,18,-3.7%,11,19.2%,31,-21.4%
NYJ,1-8,18,-3.3%,17,-3.1%,15,10.5%,22,-10.9%
TEN,6-2,19,-5.6%,20,-7.4%,23,-3.3%,12,-1.2%
DET,6-2,20,-6.2%,19,-6.6%,17,5.6%,18,-4.9%
HOU,4-5,21,-6.7%,21,-8.3%,16,6.4%,25,-13.4%
CAR,4-4,22,-8.2%,22,-9.4%,24,-3.6%,13,-1.5%
ARI,3-5,23,-9.0%,24,-10.3%,20,1.1%,16,-3.8%
BUF,4-4,24,-11.6%,23,-9.4%,22,-1.0%,23,-11.9%
WAS,5-3,25,-12.9%,25,-12.6%,18,4.0%,26,-14.0%
ATL,2-6,26,-14.7%,26,-14.9%,25,-7.0%,24,-13.3%
KC,4-4,27,-18.9%,27,-16.9%,26,-7.6%,30,-20.9%
OAK,2-6,28,-22.0%,28,-21.9%,30,-20.7%,14,-2.7%
CHI,3-5,29,-24.3%,29,-22.2%,28,-13.2%,32,-26.3%
BAL,4-4,30,-24.4%,30,-23.3%,29,-17.7%,27,-16.0%
STL,0-8,31,-31.3%,31,-31.9%,31,-28.1%,29,-17.0%
SF,2-6,32,-42.4%,32,-43.4%,32,-49.8%,28,-16.2%
