Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,13-0,1,49.6%,1,49.4%,1,83.1%,2,18.1%
DAL,12-1,2,29.4%,2,28.8%,2,55.5%,5,14.5%
IND,11-2,3,24.0%,4,20.4%,4,44.6%,4,14.9%
GB,11-2,4,21.1%,3,24.2%,5,41.0%,13,2.1%
JAX,9-4,5,16.9%,5,19.3%,3,46.0%,12,2.5%
CIN,5-8,6,14.3%,8,12.7%,6,36.7%,10,4.5%
CLE,8-5,7,14.3%,6,15.7%,8,33.9%,9,7.5%
PHI,5-8,8,13.3%,9,12.5%,15,11.3%,1,20.9%
DEN,6-7,9,12.4%,7,13.1%,9,33.2%,15,-2.7%
TB,8-5,10,11.1%,11,8.2%,11,21.3%,6,10.9%
PIT,9-4,11,6.3%,14,3.9%,7,36.2%,26,-13.8%
SD,8-5,12,5.5%,13,5.7%,14,11.7%,8,8.4%
SEA,9-4,13,4.8%,12,6.3%,10,24.4%,25,-13.5%
NO,6-7,14,4.7%,10,8.7%,12,20.0%,22,-10.0%
MIN,7-6,15,0.9%,15,3.2%,22,-2.1%,3,15.3%
NYG,9-4,16,-2.1%,20,-5.7%,21,-2.0%,7,10.1%
HOU,6-7,17,-3.8%,18,-3.8%,16,11.3%,24,-12.4%
WAS,6-7,18,-5.1%,17,-3.1%,13,17.1%,28,-15.3%
BUF,7-6,19,-5.1%,16,-1.5%,18,6.9%,18,-6.5%
ARI,6-7,20,-5.3%,19,-5.5%,17,9.3%,19,-7.4%
NYJ,3-10,21,-6.4%,21,-6.8%,19,2.5%,20,-7.8%
DET,6-7,22,-8.1%,22,-8.3%,20,0.6%,16,-2.8%
TEN,7-6,23,-8.9%,23,-12.1%,24,-8.8%,14,-0.8%
MIA,0-13,24,-11.0%,26,-16.8%,28,-15.1%,11,4.5%
BAL,4-9,25,-16.3%,24,-15.9%,25,-9.1%,23,-11.9%
OAK,4-9,26,-17.0%,25,-16.5%,26,-9.8%,17,-4.4%
CAR,5-8,27,-19.8%,30,-24.9%,31,-19.9%,21,-8.9%
CHI,5-8,28,-19.9%,27,-18.1%,23,-5.2%,31,-22.5%
ATL,3-10,29,-20.3%,28,-22.2%,27,-14.7%,29,-15.7%
KC,4-9,30,-23.9%,31,-25.8%,29,-16.4%,30,-19.7%
STL,3-10,31,-26.1%,29,-24.1%,30,-17.7%,32,-23.9%
SF,3-10,32,-38.0%,32,-38.8%,32,-41.8%,27,-14.6%
