Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,10-0,1,52.4%,1,53.6%,1,94.8%,5,16.3%
DAL,9-1,2,32.8%,2,31.6%,2,61.6%,6,14.3%
IND,8-2,3,20.1%,4,17.1%,8,34.2%,3,19.8%
GB,9-1,4,18.0%,3,19.2%,6,37.4%,12,1.2%
PHI,5-5,5,17.3%,5,17.0%,13,15.0%,1,25.2%
CIN,3-7,6,15.4%,7,14.8%,3,42.3%,15,-4.5%
TB,6-4,7,14.2%,9,13.6%,10,29.5%,8,8.2%
JAX,7-3,8,14.0%,6,15.5%,4,41.7%,11,1.4%
CLE,6-4,9,12.7%,8,14.3%,7,36.3%,10,3.3%
DEN,5-5,10,12.4%,10,12.6%,9,30.4%,14,-2.2%
PIT,7-3,11,7.6%,11,7.2%,5,38.2%,23,-12.3%
NYG,7-3,12,5.6%,12,4.7%,19,6.5%,4,17.5%
SD,5-5,13,3.3%,13,3.4%,16,11.7%,9,3.7%
SEA,6-4,14,2.1%,15,1.9%,11,23.1%,29,-18.6%
MIA,0-10,15,1.1%,16,0.3%,20,2.4%,7,10.6%
NO,4-6,16,-0.2%,14,2.9%,15,11.7%,22,-12.1%
NYJ,2-8,17,-0.8%,19,-0.7%,14,13.8%,18,-8.2%
MIN,4-6,18,-1.3%,17,0.2%,27,-11.4%,2,20.2%
WAS,5-5,19,-1.7%,18,0.1%,12,21.6%,19,-10.1%
HOU,5-5,20,-4.7%,20,-6.0%,18,8.1%,21,-11.1%
ARI,5-5,21,-7.4%,21,-9.7%,17,9.1%,20,-10.4%
CAR,4-6,22,-9.6%,25,-12.2%,24,-7.0%,13,-1.1%
TEN,6-4,23,-9.7%,24,-12.2%,23,-6.6%,16,-5.3%
DET,6-4,24,-11.5%,23,-11.1%,21,2.1%,25,-14.0%
BUF,5-5,25,-12.9%,22,-11.0%,22,1.2%,26,-15.5%
KC,4-6,26,-19.3%,27,-19.0%,26,-8.8%,31,-21.9%
CHI,4-6,27,-20.5%,26,-17.7%,25,-7.4%,32,-22.8%
ATL,3-7,28,-21.7%,29,-24.6%,28,-14.5%,28,-17.4%
OAK,2-8,29,-23.3%,30,-25.0%,29,-18.5%,17,-6.2%
BAL,4-6,30,-25.2%,31,-27.5%,31,-22.2%,24,-13.2%
STL,2-8,31,-25.4%,28,-24.1%,30,-20.2%,27,-17.1%
SF,2-8,32,-44.2%,32,-46.6%,32,-49.3%,30,-19.8%
