Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,14-0,1,44.8%,1,42.3%,1,78.1%,2,16.2%
IND,12-2,2,22.7%,4,18.6%,4,42.9%,4,12.6%
DAL,12-2,3,22.5%,5,18.1%,3,45.0%,5,12.0%
JAX,10-4,4,19.6%,2,23.8%,2,46.0%,10,7.1%
GB,12-2,5,19.5%,3,22.4%,5,39.6%,14,0.6%
CIN,5-9,6,13.5%,8,11.8%,6,35.5%,12,2.6%
CLE,9-5,7,13.5%,6,15.8%,7,31.9%,9,7.5%
PHI,6-8,8,12.3%,9,10.6%,16,11.4%,1,19.4%
DEN,6-8,9,11.1%,10,10.5%,8,31.2%,15,-3.2%
TB,9-5,10,10.0%,12,7.2%,12,19.2%,7,10.3%
NO,7-7,11,7.9%,7,13.0%,11,22.7%,18,-5.7%
SD,9-5,12,7.0%,11,8.0%,14,13.9%,8,9.9%
SEA,9-5,13,5.2%,13,7.0%,10,26.6%,29,-16.8%
PIT,9-5,14,5.1%,15,2.6%,9,30.7%,27,-12.8%
MIN,8-6,15,-0.3%,14,2.7%,23,-4.9%,3,14.8%
HOU,7-7,16,-0.4%,16,1.2%,15,13.2%,19,-6.6%
NYG,9-5,17,-2.7%,21,-7.5%,22,-4.6%,6,10.9%
WAS,7-7,18,-3.8%,17,-0.5%,13,16.8%,25,-12.0%
TEN,8-6,19,-4.9%,20,-7.2%,21,-4.1%,13,2.1%
ARI,6-8,20,-6.5%,19,-6.8%,17,6.7%,20,-7.3%
BUF,7-7,21,-7.2%,18,-3.3%,18,4.7%,22,-9.3%
MIA,1-13,22,-8.1%,25,-14.1%,27,-9.5%,11,3.7%
DET,6-8,23,-8.4%,22,-9.9%,19,0.9%,17,-5.1%
NYJ,3-11,24,-8.7%,23,-10.0%,20,0.1%,23,-10.0%
OAK,4-10,25,-15.7%,24,-14.0%,26,-8.7%,16,-4.5%
BAL,4-10,26,-15.9%,26,-14.5%,25,-8.6%,26,-12.4%
CAR,6-8,27,-17.3%,29,-22.8%,29,-13.8%,24,-11.1%
KC,4-10,28,-20.7%,28,-21.2%,28,-12.6%,30,-17.7%
CHI,5-9,29,-21.4%,27,-19.0%,24,-7.7%,32,-22.0%
ATL,3-11,30,-22.3%,31,-25.2%,30,-19.3%,28,-14.5%
STL,3-11,31,-25.7%,30,-24.2%,31,-20.6%,31,-18.1%
SF,4-10,32,-32.2%,32,-30.5%,32,-37.1%,21,-8.6%
