Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,15-0,1,42.9%,1,38.1%,1,71.7%,2,18.2%
IND,13-2,2,23.9%,3,19.8%,4,43.8%,3,13.4%
DAL,13-2,3,22.2%,4,16.3%,3,43.9%,4,12.1%
JAX,11-4,4,20.9%,2,26.4%,2,45.9%,7,10.1%
GB,12-3,5,14.5%,5,15.4%,6,31.4%,14,-0.1%
PHI,7-8,6,13.6%,6,13.7%,16,12.5%,1,20.6%
CIN,6-9,7,11.5%,10,8.5%,7,30.9%,12,3.6%
CLE,9-6,8,8.7%,8,9.8%,10,22.5%,9,7.3%
DEN,6-9,9,7.8%,12,6.6%,9,25.9%,15,-4.7%
PIT,10-5,10,7.8%,13,5.3%,5,35.0%,25,-11.1%
NO,7-8,11,7.6%,7,13.1%,11,21.7%,16,-5.2%
TB,9-6,12,6.6%,15,2.4%,13,16.5%,10,6.4%
SD,10-5,13,6.6%,9,8.9%,14,14.3%,8,8.6%
SEA,10-5,14,5.8%,11,7.6%,8,26.3%,29,-14.5%
MIN,8-7,15,0.1%,14,3.6%,18,-0.4%,5,11.3%
HOU,7-8,16,-0.3%,17,0.8%,15,13.7%,18,-6.2%
WAS,8-7,17,-2.1%,16,1.3%,12,19.8%,24,-10.7%
NYG,10-5,18,-3.9%,21,-9.9%,25,-8.6%,6,11.2%
ARI,7-8,19,-4.4%,18,-4.2%,17,11.3%,22,-9.8%
TEN,9-6,20,-5.7%,20,-8.3%,22,-5.6%,13,1.8%
MIA,1-14,21,-8.5%,25,-14.4%,26,-10.2%,11,4.2%
DET,7-8,22,-9.3%,22,-11.2%,19,-0.5%,17,-6.1%
BUF,7-8,23,-9.7%,19,-6.1%,21,-1.5%,21,-8.7%
NYJ,3-12,24,-9.8%,23,-12.4%,20,-1.3%,26,-11.2%
BAL,4-11,25,-15.6%,24,-13.4%,23,-7.3%,28,-14.3%
CAR,6-9,26,-18.0%,31,-23.4%,28,-15.0%,23,-10.5%
KC,4-11,27,-19.0%,28,-18.8%,27,-11.2%,30,-16.1%
OAK,4-11,28,-19.3%,27,-18.3%,31,-15.6%,19,-6.3%
ATL,3-12,29,-20.1%,30,-21.6%,29,-15.2%,27,-14.1%
CHI,6-9,30,-21.8%,26,-18.1%,24,-7.8%,32,-21.4%
STL,3-12,31,-21.9%,29,-19.3%,30,-15.4%,31,-16.4%
SF,5-10,32,-32.4%,32,-28.8%,32,-38.0%,20,-8.3%
