Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,2-0,1,65.1%,1,65.1%,1,118.0%,2,31.6%
DAL,2-0,2,54.0%,2,54.0%,2,107.3%,3,25.7%
CIN,1-1,3,30.4%,3,30.4%,3,74.3%,27,-19.7%
IND,2-0,4,27.2%,4,27.2%,5,48.0%,1,32.3%
PIT,2-0,5,25.2%,5,25.2%,4,69.2%,15,-2.6%
DEN,2-0,6,17.7%,6,17.7%,14,23.2%,5,19.1%
HOU,2-0,7,15.3%,7,15.3%,6,38.9%,12,4.0%
NYG,0-2,8,14.1%,8,14.1%,13,23.3%,6,16.5%
TEN,1-1,9,12.7%,9,12.7%,20,-0.4%,4,25.0%
TB,1-1,10,11.9%,10,11.9%,9,34.1%,13,-1.0%
SEA,1-1,11,10.3%,11,10.3%,7,37.7%,18,-6.3%
CAR,1-1,12,9.1%,12,9.1%,8,36.8%,21,-11.2%
ARI,1-1,13,6.5%,13,6.5%,15,17.5%,7,15.5%
GB,2-0,14,4.8%,14,4.8%,12,25.5%,24,-14.3%
CLE,1-1,15,3.6%,15,3.6%,18,10.3%,14,-1.7%
WAS,2-0,16,0.1%,16,0.1%,11,26.6%,10,7.5%
JAX,1-1,17,-1.6%,17,-1.6%,10,30.5%,28,-24.5%
PHI,0-2,18,-2.6%,18,-2.6%,22,-7.3%,11,5.7%
DET,2-0,19,-2.6%,19,-2.6%,16,16.9%,22,-11.3%
MIA,0-2,20,-7.4%,20,-7.4%,19,9.8%,26,-19.1%
STL,0-2,21,-13.0%,21,-13.0%,17,12.5%,31,-44.5%
MIN,1-1,22,-13.2%,22,-13.2%,26,-22.6%,8,10.9%
BAL,1-1,23,-17.9%,23,-17.9%,23,-14.8%,17,-4.4%
ATL,0-2,24,-19.2%,24,-19.2%,24,-16.9%,20,-10.9%
SD,1-1,25,-23.1%,25,-23.1%,25,-18.6%,25,-17.3%
NYJ,0-2,26,-24.0%,26,-24.0%,21,-0.9%,32,-45.5%
OAK,0-2,27,-26.1%,27,-26.1%,27,-31.7%,9,10.1%
SF,2-0,28,-27.0%,28,-27.0%,29,-40.0%,16,-3.4%
NO,0-2,29,-33.7%,29,-33.7%,28,-33.8%,30,-25.3%
KC,0-2,30,-35.4%,30,-35.4%,30,-40.5%,19,-9.1%
BUF,0-2,31,-36.4%,31,-36.4%,32,-52.3%,23,-13.7%
CHI,1-1,32,-37.0%,32,-37.0%,31,-44.1%,29,-24.8%
