Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,1-0,1,100.7%,1,100.7%,1,205.3%,3,37.3%
NE,1-0,2,81.1%,2,81.1%,2,157.7%,9,24.1%
IND,1-0,3,44.1%,3,44.1%,4,65.6%,2,44.0%
NYG,0-1,4,40.7%,4,40.7%,5,55.3%,6,29.4%
DEN,1-0,5,31.3%,5,31.3%,6,50.9%,11,16.0%
DET,1-0,6,22.1%,6,22.1%,9,36.9%,4,35.9%
SEA,1-0,7,18.2%,7,18.2%,7,48.3%,19,-1.0%
TEN,1-0,8,13.2%,8,13.2%,27,-54.3%,1,48.7%
CAR,1-0,9,12.3%,9,12.3%,8,41.4%,17,4.6%
MIN,1-0,10,11.9%,10,11.9%,19,0.2%,7,25.0%
PIT,1-0,11,11.5%,11,11.5%,3,81.2%,26,-22.0%
HOU,1-0,12,8.2%,12,8.2%,15,11.7%,15,5.7%
NYJ,0-1,13,5.8%,13,5.8%,11,27.8%,28,-25.5%
WAS,1-0,14,3.7%,14,3.7%,18,3.7%,12,14.0%
CIN,1-0,15,2.1%,15,2.1%,10,35.7%,31,-45.8%
JAX,0-1,16,0.8%,16,0.8%,14,12.0%,23,-18.1%
SD,1-0,17,0.7%,17,0.7%,17,8.3%,18,0.0%
MIA,0-1,18,0.6%,18,0.6%,12,25.6%,24,-19.8%
OAK,0-1,19,0.3%,19,0.3%,16,10.4%,8,24.3%
PHI,0-1,20,-4.9%,20,-4.9%,21,-14.6%,14,6.9%
STL,0-1,21,-9.3%,21,-9.3%,13,18.7%,32,-49.7%
ARI,0-1,22,-10.4%,22,-10.4%,20,-8.0%,13,9.0%
SF,1-0,23,-16.9%,23,-16.9%,23,-28.9%,10,23.7%
TB,0-1,24,-18.6%,24,-18.6%,22,-20.4%,21,-9.1%
BUF,0-1,25,-34.8%,25,-34.8%,31,-66.0%,16,5.2%
ATL,0-1,26,-40.3%,26,-40.3%,26,-39.5%,27,-24.2%
GB,1-0,27,-40.4%,27,-40.4%,24,-33.1%,25,-21.8%
KC,0-1,28,-41.1%,28,-41.1%,32,-68.5%,5,30.8%
NO,0-1,29,-42.2%,29,-42.2%,28,-55.2%,20,-9.1%
CHI,0-1,30,-43.6%,30,-43.6%,25,-35.1%,30,-45.1%
BAL,0-1,31,-44.5%,31,-44.5%,29,-57.4%,22,-11.9%
CLE,0-1,32,-59.8%,32,-59.8%,30,-63.0%,29,-43.0%
