Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,2-0,1,90.3%,1,90.3%,4,33.2%,4,33.2%,1,-61.1%,1,-61.1%,24,-4.0%,24,-4.0%
BAL,2-0,2,69.1%,2,69.1%,3,40.5%,3,40.5%,6,-17.4%,6,-17.4%,1,11.2%,1,11.2%
SF,2-0,3,63.1%,3,63.1%,6,25.0%,6,25.0%,2,-41.7%,2,-41.7%,22,-3.6%,22,-3.6%
KC,2-0,4,59.7%,4,59.7%,2,50.8%,2,50.8%,15,-8.3%,15,-8.3%,15,0.6%,15,0.6%
DAL,2-0,5,55.4%,5,55.4%,1,55.5%,1,55.5%,18,1.4%,18,1.4%,12,1.3%,12,1.3%
LAR,2-0,6,34.9%,6,34.9%,9,14.2%,9,14.2%,5,-22.5%,5,-22.5%,21,-1.8%,21,-1.8%
SEA,2-0,7,27.3%,7,27.3%,8,17.5%,8,17.5%,14,-8.7%,14,-8.7%,13,1.1%,13,1.1%
TEN,1-1,8,23.8%,8,23.8%,11,8.6%,11,8.6%,9,-15.0%,9,-15.0%,17,0.2%,17,0.2%
GB,2-0,9,17.4%,9,17.4%,23,-15.5%,23,-15.5%,3,-28.4%,3,-28.4%,6,4.5%,6,4.5%
DET,1-0-1,10,7.0%,10,7.0%,13,4.3%,13,4.3%,7,-16.5%,7,-16.5%,31,-13.9%,31,-13.9%
PHI,1-1,11,4.7%,11,4.7%,10,8.7%,10,8.7%,21,7.8%,21,7.8%,7,3.9%,7,3.9%
HOU,1-1,12,3.5%,12,3.5%,17,-2.7%,17,-2.7%,17,-6.3%,17,-6.3%,18,-0.1%,18,-0.1%
BUF,2-0,13,3.5%,13,3.5%,15,-2.3%,15,-2.3%,12,-9.7%,12,-9.7%,23,-3.9%,23,-3.9%
CHI,1-1,14,2.3%,14,2.3%,26,-18.9%,26,-18.9%,8,-16.2%,8,-16.2%,5,5.0%,5,5.0%
IND,1-1,15,-1.8%,15,-1.8%,7,19.1%,7,19.1%,20,5.8%,20,5.8%,32,-15.1%,32,-15.1%
MIN,1-1,16,-3.8%,16,-3.8%,18,-4.3%,18,-4.3%,13,-9.7%,13,-9.7%,30,-9.1%,30,-9.1%
WAS,0-2,17,-4.6%,17,-4.6%,5,25.7%,5,25.7%,28,33.2%,28,33.2%,9,2.9%,9,2.9%
CLE,1-1,18,-5.4%,18,-5.4%,27,-23.2%,27,-23.2%,11,-9.9%,11,-9.9%,2,7.9%,2,7.9%
LAC,1-1,19,-13.4%,19,-13.4%,12,8.3%,12,8.3%,24,15.0%,24,15.0%,29,-6.7%,29,-6.7%
JAX,0-2,20,-15.2%,20,-15.2%,20,-5.6%,20,-5.6%,23,12.5%,23,12.5%,10,2.8%,10,2.8%
CAR,0-2,21,-15.7%,21,-15.7%,24,-16.2%,24,-16.2%,19,5.0%,19,5.0%,4,5.5%,4,5.5%
NO,1-1,22,-16.5%,22,-16.5%,16,-2.6%,16,-2.6%,27,20.6%,27,20.6%,3,6.6%,3,6.6%
TB,1-1,23,-16.8%,23,-16.8%,31,-35.0%,31,-35.0%,4,-24.7%,4,-24.7%,27,-6.5%,27,-6.5%
OAK,1-1,24,-18.9%,24,-18.9%,21,-6.4%,21,-6.4%,25,16.0%,25,16.0%,8,3.6%,8,3.6%
NYJ,0-2,25,-20.1%,25,-20.1%,28,-27.8%,28,-27.8%,10,-14.3%,10,-14.3%,28,-6.6%,28,-6.6%
ARI,0-1-1,26,-22.9%,26,-22.9%,22,-13.4%,22,-13.4%,22,9.7%,22,9.7%,16,0.3%,16,0.3%
DEN,0-2,27,-24.1%,27,-24.1%,14,-1.0%,14,-1.0%,26,16.9%,26,16.9%,26,-6.2%,26,-6.2%
ATL,1-1,28,-24.6%,28,-24.6%,30,-31.0%,30,-31.0%,16,-8.1%,16,-8.1%,20,-1.7%,20,-1.7%
NYG,0-2,29,-38.5%,29,-38.5%,19,-4.7%,19,-4.7%,29,36.5%,29,36.5%,11,2.7%,11,2.7%
PIT,0-2,30,-54.6%,30,-54.6%,25,-16.4%,25,-16.4%,31,37.5%,31,37.5%,19,-0.9%,19,-0.9%
CIN,0-2,31,-72.5%,31,-72.5%,29,-30.3%,29,-30.3%,30,37.1%,30,37.1%,25,-5.1%,25,-5.1%
MIA,0-2,32,-129.1%,32,-129.1%,32,-85.1%,32,-85.1%,32,44.6%,32,44.6%,14,0.7%,14,0.7%
