Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,12-2,1,41.5%,1,47.8%,1,29.4%,1,32.5%,6,-10.5%,5,-15.0%,10,1.6%,15,0.3%
NE,11-3,2,34.1%,4,27.6%,12,2.3%,17,-1.5%,1,-31.8%,1,-28.3%,15,0.0%,11,0.7%
NO,11-3,3,31.9%,2,37.3%,5,19.6%,3,22.8%,7,-9.5%,7,-11.3%,3,2.8%,6,3.2%
SF,11-3,4,29.9%,5,27.0%,8,7.0%,9,6.8%,2,-23.4%,3,-20.1%,20,-0.4%,16,0.2%
KC,10-4,5,27.9%,3,29.1%,3,22.0%,5,19.7%,11,-3.2%,11,-5.1%,4,2.7%,3,4.3%
DAL,7-7,6,20.9%,8,16.9%,2,27.7%,2,26.4%,17,2.8%,21,4.3%,32,-4.0%,32,-5.2%
MIN,10-4,7,20.4%,6,21.8%,7,9.5%,8,8.7%,5,-11.1%,6,-12.6%,18,-0.2%,13,0.5%
SEA,11-3,8,17.5%,7,18.3%,4,20.9%,4,20.1%,16,1.4%,14,0.4%,25,-1.9%,24,-1.4%
GB,11-3,9,7.6%,12,4.1%,6,10.4%,7,9.2%,19,3.3%,22,6.2%,12,0.5%,10,1.1%
LAR,8-6,10,6.0%,13,4.1%,17,-1.8%,19,-3.8%,8,-7.8%,9,-8.0%,14,0.1%,18,-0.1%
BUF,10-4,11,5.5%,9,11.6%,22,-6.3%,20,-4.6%,4,-11.9%,4,-15.8%,17,0.0%,14,0.4%
TB,7-7,12,2.0%,11,5.7%,21,-4.1%,18,-3.0%,10,-7.0%,8,-9.2%,22,-1.0%,21,-0.4%
TEN,8-6,13,1.9%,10,6.3%,9,6.7%,6,12.9%,15,1.4%,18,2.9%,30,-3.4%,29,-3.7%
PHI,7-7,14,-0.1%,17,-1.4%,15,1.4%,16,-0.4%,14,1.1%,15,0.8%,19,-0.4%,19,-0.2%
CHI,7-7,15,-0.5%,14,-0.2%,23,-9.1%,23,-7.8%,9,-7.2%,10,-6.9%,11,1.4%,12,0.7%
HOU,9-5,16,-0.9%,19,-3.5%,11,3.5%,11,2.4%,24,6.2%,26,8.3%,8,1.8%,8,2.5%
PIT,8-6,17,-1.7%,16,-1.4%,29,-21.1%,32,-27.0%,3,-16.8%,2,-21.6%,5,2.6%,4,4.1%
ATL,5-9,18,-4.4%,15,-0.4%,16,0.7%,13,1.0%,18,2.8%,13,-0.1%,27,-2.3%,25,-1.5%
ARI,4-9-1,19,-6.5%,18,-3.0%,13,2.1%,10,5.6%,27,6.7%,23,6.2%,26,-2.0%,28,-2.4%
CLE,6-8,20,-6.8%,21,-7.9%,20,-3.0%,15,-0.4%,21,4.1%,24,6.3%,13,0.3%,23,-1.2%
DET,3-10-1,21,-8.2%,24,-14.1%,19,-2.8%,21,-5.1%,22,5.4%,27,8.5%,16,0.0%,22,-0.6%
LAC,5-9,22,-8.7%,20,-7.4%,14,1.9%,14,0.7%,26,6.6%,19,2.9%,31,-4.0%,31,-5.2%
IND,6-8,23,-9.2%,22,-10.2%,18,-2.3%,22,-5.6%,20,4.0%,17,2.3%,29,-2.9%,26,-2.3%
DEN,5-9,24,-12.3%,23,-10.5%,27,-12.1%,24,-12.9%,12,-1.6%,12,-2.3%,24,-1.8%,17,0.1%
OAK,6-8,25,-15.4%,26,-20.3%,10,4.5%,12,1.7%,31,17.1%,31,17.8%,28,-2.8%,30,-4.1%
CAR,5-9,26,-18.7%,30,-26.5%,24,-10.8%,25,-13.3%,25,6.4%,28,10.8%,23,-1.5%,27,-2.3%
NYG,3-11,27,-19.0%,25,-19.3%,25,-11.4%,26,-13.7%,28,9.3%,25,8.2%,9,1.7%,7,2.6%
JAX,5-9,28,-22.4%,31,-32.5%,26,-12.0%,28,-17.4%,29,12.4%,30,17.4%,7,2.0%,9,2.3%
NYJ,5-9,29,-23.5%,27,-20.5%,32,-26.2%,30,-23.1%,13,0.7%,16,1.8%,2,3.3%,2,4.4%
WAS,3-11,30,-25.2%,29,-24.8%,31,-22.3%,31,-24.5%,23,5.4%,20,3.5%,6,2.4%,5,3.2%
CIN,1-13,31,-27.8%,28,-23.7%,28,-16.8%,27,-15.5%,30,15.1%,29,13.3%,1,4.2%,1,5.1%
MIA,3-11,32,-47.5%,32,-41.3%,30,-21.8%,29,-17.9%,32,24.9%,32,23.1%,21,-0.8%,20,-0.3%
