Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,8-1,1,36.9%,2,34.7%,14,2.2%,17,0.3%,1,-35.6%,1,-35.1%,19,-0.9%,17,-0.7%
SF,8-0,2,36.6%,1,35.9%,11,6.3%,13,5.5%,2,-31.8%,2,-31.7%,23,-1.5%,19,-1.4%
DAL,5-3,3,29.2%,3,28.5%,1,27.1%,1,25.1%,11,-4.7%,9,-6.4%,26,-2.6%,27,-3.0%
KC,6-3,4,28.9%,4,26.9%,2,24.8%,2,22.7%,14,-3.4%,13,-3.3%,9,0.7%,9,0.9%
MIN,6-3,5,23.1%,6,24.7%,7,13.8%,7,15.0%,4,-10.1%,6,-9.9%,17,-0.8%,16,-0.2%
NO,7-1,6,22.9%,5,25.1%,8,13.4%,8,14.2%,3,-10.4%,3,-12.9%,18,-0.9%,24,-1.9%
BAL,6-2,7,18.1%,7,16.7%,4,17.3%,6,16.1%,22,2.5%,18,2.0%,4,3.3%,6,2.5%
GB,7-2,8,13.0%,8,13.1%,6,15.2%,5,17.1%,18,1.1%,19,2.6%,21,-1.2%,20,-1.5%
HOU,6-3,9,11.8%,9,11.8%,10,6.8%,9,7.0%,12,-4.1%,11,-3.8%,8,0.9%,8,1.1%
LAR,5-3,10,9.9%,10,8.4%,16,0.6%,19,-0.8%,5,-8.2%,7,-7.8%,7,1.1%,7,1.4%
SEA,7-2,11,8.1%,11,8.2%,3,21.2%,3,22.1%,27,8.6%,27,9.0%,29,-4.5%,29,-4.9%
DET,3-4-1,12,4.8%,13,5.3%,13,4.7%,11,5.7%,20,1.6%,23,3.3%,6,1.7%,5,2.9%
PHI,5-4,13,4.3%,12,5.8%,15,0.8%,16,0.3%,10,-4.9%,8,-7.3%,22,-1.4%,22,-1.7%
OAK,4-4,14,2.2%,15,3.0%,5,15.9%,4,17.1%,30,14.3%,29,14.5%,10,0.6%,12,0.3%
IND,5-3,15,1.6%,14,3.8%,12,6.3%,12,5.6%,19,1.5%,17,-0.2%,27,-3.2%,25,-2.0%
JAX,4-5,16,1.4%,17,1.6%,17,0.5%,18,-0.2%,15,-0.8%,15,-1.9%,14,0.2%,15,-0.1%
CAR,5-3,17,0.8%,16,1.7%,21,-4.4%,21,-3.2%,8,-5.8%,10,-6.2%,16,-0.7%,18,-1.3%
LAC,4-5,18,-3.3%,18,-3.1%,9,7.2%,10,6.3%,26,8.5%,26,7.6%,24,-2.0%,23,-1.8%
TB,2-6,19,-3.9%,20,-4.8%,20,-2.3%,20,-1.9%,17,0.9%,22,2.9%,15,-0.7%,14,0.0%
CHI,3-5,20,-5.0%,22,-7.1%,27,-14.6%,27,-15.2%,9,-5.1%,12,-3.4%,1,4.5%,2,4.7%
PIT,4-4,21,-6.5%,19,-4.5%,28,-14.6%,28,-16.5%,7,-7.8%,4,-11.6%,12,0.3%,11,0.4%
DEN,3-6,22,-7.7%,21,-6.3%,23,-9.7%,23,-10.9%,6,-7.8%,5,-10.5%,32,-5.9%,31,-6.0%
TEN,4-5,23,-10.5%,26,-12.9%,22,-9.2%,22,-10.4%,13,-3.6%,14,-3.0%,30,-4.9%,30,-5.6%
BUF,6-2,24,-11.8%,23,-10.8%,25,-12.3%,26,-12.4%,16,-0.3%,16,-0.9%,11,0.3%,10,0.7%
CLE,2-6,25,-12.1%,24,-11.6%,26,-12.3%,24,-11.7%,23,3.7%,24,3.5%,2,3.8%,3,3.6%
ARI,3-5-1,26,-13.0%,25,-12.0%,19,-0.6%,14,1.8%,28,10.1%,28,11.1%,25,-2.4%,26,-2.7%
NYG,2-7,27,-18.5%,27,-17.9%,24,-10.8%,25,-11.9%,25,7.8%,25,6.1%,13,0.2%,13,0.1%
ATL,1-7,28,-18.8%,28,-19.6%,18,0.1%,15,1.6%,29,13.3%,30,15.0%,31,-5.7%,32,-6.2%
WAS,1-8,29,-30.8%,29,-33.3%,30,-24.9%,31,-29.0%,24,4.9%,21,2.8%,20,-1.1%,21,-1.5%
CIN,0-8,30,-42.7%,30,-42.0%,29,-23.8%,29,-23.9%,31,22.7%,31,22.9%,3,3.8%,1,4.8%
NYJ,1-7,31,-44.9%,31,-46.5%,32,-45.1%,32,-47.2%,21,2.3%,20,2.7%,5,2.5%,4,3.4%
MIA,1-7,32,-64.8%,32,-61.3%,31,-29.9%,30,-27.5%,32,31.6%,32,30.4%,28,-3.2%,28,-3.4%
