Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,8-1,1,38.4%,1,34.6%,11,3.9%,14,1.0%,1,-35.4%,1,-34.2%,20,-0.9%,18,-0.6%
SF,8-1,2,31.0%,2,29.0%,14,0.0%,18,-2.2%,2,-33.0%,2,-33.2%,24,-2.0%,25,-2.0%
DAL,5-4,3,28.9%,3,28.6%,1,29.9%,1,28.3%,12,-1.5%,11,-3.0%,26,-2.5%,28,-2.7%
KC,6-4,4,27.5%,4,25.2%,2,27.9%,2,26.1%,16,-0.1%,18,0.5%,18,-0.5%,14,-0.4%
MIN,7-3,5,23.3%,5,23.9%,7,14.7%,7,15.7%,5,-9.0%,6,-8.1%,16,-0.4%,11,0.1%
BAL,7-2,6,23.0%,6,22.2%,3,20.7%,4,19.6%,18,0.3%,15,-1.1%,6,2.6%,7,1.5%
NO,7-2,7,18.2%,7,20.4%,8,8.3%,8,8.7%,4,-10.0%,4,-13.1%,13,-0.1%,21,-1.4%
GB,8-2,8,15.4%,8,14.1%,6,16.9%,5,18.2%,20,1.1%,22,3.5%,14,-0.4%,17,-0.5%
SEA,8-2,9,12.1%,9,11.7%,4,19.0%,6,18.1%,23,3.5%,20,3.0%,29,-3.4%,29,-3.5%
HOU,6-3,10,10.8%,10,10.5%,9,7.6%,9,7.5%,11,-2.3%,12,-1.8%,8,0.9%,9,1.2%
PHI,5-4,11,6.3%,11,8.5%,13,2.5%,12,2.4%,9,-5.2%,7,-7.3%,22,-1.4%,20,-1.2%
OAK,5-4,12,4.7%,12,7.3%,5,17.4%,3,19.7%,30,12.2%,29,12.0%,17,-0.5%,16,-0.5%
LAR,5-4,13,3.6%,14,1.8%,21,-5.2%,22,-7.0%,6,-7.5%,8,-7.2%,7,1.3%,8,1.5%
DET,3-5-1,14,3.5%,13,3.1%,12,3.8%,11,4.5%,21,3.1%,24,5.1%,4,2.8%,4,3.7%
JAX,4-5,15,0.5%,16,-0.6%,16,-0.4%,16,-1.6%,14,-0.8%,13,-1.4%,10,0.2%,13,-0.4%
CAR,5-4,16,-1.9%,17,-1.4%,19,-2.9%,17,-1.9%,13,-1.4%,14,-1.4%,15,-0.4%,19,-0.9%
CHI,4-5,17,-1.9%,19,-3.3%,26,-12.0%,26,-12.7%,8,-6.4%,10,-5.4%,2,3.6%,2,4.0%
IND,5-4,18,-2.0%,15,-0.4%,18,-2.1%,19,-4.3%,10,-2.9%,9,-5.8%,28,-2.8%,23,-1.9%
PIT,5-4,19,-3.2%,18,-1.4%,28,-14.0%,28,-16.3%,3,-11.5%,3,-15.3%,19,-0.7%,15,-0.5%
LAC,4-6,20,-4.4%,20,-3.3%,10,6.7%,10,5.9%,27,8.9%,26,7.2%,25,-2.2%,26,-2.1%
DEN,3-6,21,-7.1%,21,-5.8%,23,-8.4%,24,-9.7%,7,-7.1%,5,-9.9%,32,-5.9%,32,-6.0%
TB,3-6,22,-9.1%,24,-9.8%,22,-6.1%,21,-6.5%,22,3.5%,23,4.9%,9,0.5%,6,1.6%
TEN,5-5,23,-9.1%,25,-9.8%,20,-4.7%,20,-5.0%,15,-0.3%,17,-0.1%,30,-4.6%,30,-4.9%
BUF,6-3,24,-10.5%,23,-9.3%,25,-10.6%,25,-10.3%,17,0.0%,16,-0.3%,11,0.0%,10,0.7%
ARI,3-6-1,25,-11.3%,22,-9.3%,17,-1.2%,13,1.3%,26,8.4%,28,8.7%,23,-1.7%,24,-1.9%
CLE,3-6,26,-12.3%,26,-11.6%,24,-10.4%,23,-8.8%,24,4.6%,25,5.1%,5,2.7%,5,2.3%
ATL,2-7,27,-16.4%,27,-17.4%,15,-0.1%,15,0.2%,29,11.5%,30,12.4%,31,-4.7%,31,-5.2%
NYG,2-8,28,-23.4%,28,-23.2%,27,-13.2%,27,-14.7%,28,10.1%,27,8.1%,12,-0.1%,12,-0.4%
WAS,1-8,29,-30.0%,29,-32.5%,29,-23.0%,30,-27.6%,25,6.0%,21,3.3%,21,-1.1%,22,-1.7%
NYJ,2-7,30,-34.4%,30,-34.1%,32,-37.2%,32,-37.3%,19,0.3%,19,0.7%,3,3.1%,3,3.9%
CIN,0-9,31,-46.1%,31,-46.2%,30,-24.4%,29,-25.6%,32,26.0%,32,26.3%,1,4.4%,1,5.6%
MIA,2-7,32,-55.6%,32,-50.6%,31,-31.5%,31,-29.0%,31,21.4%,31,19.0%,27,-2.7%,27,-2.5%
